"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"KANIK Jan Piotr - KW BEZPARTYJNI SAMORZĄDOWCY";"BUZEK Joanna Barbara - KW BEZPARTYJNI SAMORZĄDOWCY";"WALUK Wojciech - KW BEZPARTYJNI SAMORZĄDOWCY";"WLACH Sergiusz Edward - KW BEZPARTYJNI SAMORZĄDOWCY";"KANIK Tomasz - KW BEZPARTYJNI SAMORZĄDOWCY";"SOBKÓW Grzegorz Dariusz - KW BEZPARTYJNI SAMORZĄDOWCY";"MUSIAŁ Paweł Marek - KW BEZPARTYJNI SAMORZĄDOWCY";"ŚMIEIŃSKI Filip Marian - KW BEZPARTYJNI SAMORZĄDOWCY";"ORDON Ewelina Teresa - KW BEZPARTYJNI SAMORZĄDOWCY";"ZBYLSKA Aneta Izabela - KW BEZPARTYJNI SAMORZĄDOWCY";"WĘGLIŃSKA Katarzyna - KW BEZPARTYJNI SAMORZĄDOWCY";"MATIJCZAK Patrycja Klaudia - KW BEZPARTYJNI SAMORZĄDOWCY";"SOSZYŃSKA Barbara - KW BEZPARTYJNI SAMORZĄDOWCY";"LISTOWSKA Katarzyna Elżbieta - KW BEZPARTYJNI SAMORZĄDOWCY";"KORBUT Mateusz Dawid - KW BEZPARTYJNI SAMORZĄDOWCY";"PANTOL Edyta Barbara - KW BEZPARTYJNI SAMORZĄDOWCY";"TREPIAK Joanna Alicja - KW BEZPARTYJNI SAMORZĄDOWCY";"BIELKA Piotr Paweł - KW BEZPARTYJNI SAMORZĄDOWCY";"SUCHOŃ Mirosław Tadeusz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KOŻUSZNIK Danuta Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"JARCO Jacek Adam - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PINDEL Mateusz Józef - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"FERUGA Joanna Mirosława - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SZENDERA Waldemar Michał - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ADAMIEC Katarzyna Aleksandra - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ARCZEWSKI Adam Sylwester - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PRZYSTAŁ Dariusz Czesław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KARPETA Robert Paweł - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"NIEZABITOWSKA Zuzanna Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DZIUBIŃSKA Ewa Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GLUZA Paweł Piotr - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GOLIK Mariola Renata - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"STANIEK Mirosław Władysław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KAJZER Bogusław Jan - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KAMIŃSKA Malwina Daria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"LEGIERSKI Damian Józef - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KOPERSKI Przemysław Adam - KW NOWA LEWICA";"MADZIA Magdalena - KW NOWA LEWICA";"TYRNA Leszek - KW NOWA LEWICA";"TWARDYSKO Marcin Paweł - KW NOWA LEWICA";"CZYLOK Leszek Zbigniew - KW NOWA LEWICA";"LAMEK-KOCHANOWSKA Agnieszka Zofia - KW NOWA LEWICA";"MERTA Mateusz Mikołaj - KW NOWA LEWICA";"BANOT Aleksandra Ewa - KW NOWA LEWICA";"PIETRZYK Katarzyna Maria - KW NOWA LEWICA";"SZTEFEK Paweł Marek - KW NOWA LEWICA";"CZAICKA Anna Maria - KW NOWA LEWICA";"PINDEL Władysław - KW NOWA LEWICA";"SZCZOTKA Stanisława - KW NOWA LEWICA";"PODŻORSKI Henryk - KW NOWA LEWICA";"GASPARSKA Katarzyna Olga - KW NOWA LEWICA";"SŁONKA-GIBAS Barbara Jolanta - KW NOWA LEWICA";"SOLIK Wojciech Michał - KW NOWA LEWICA";"JURASZEK Katarzyna Mirosława - KW NOWA LEWICA";"SZWED Stanisław - KW PRAWO I SPRAWIEDLIWOŚĆ";"PUDA Grzegorz Paweł - KW PRAWO I SPRAWIEDLIWOŚĆ";"DRABEK Przemysław Mieczysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"MATUSZNY Kazimierz Władysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"MICHAŁEK-CHUDECKA Łucja Katarzyna - KW PRAWO I SPRAWIEDLIWOŚĆ";"KANAFEK-LEWANDOWSKA Marcela Joanna - KW PRAWO I SPRAWIEDLIWOŚĆ";"GAŻA Grzegorz Krzysztof - KW PRAWO I SPRAWIEDLIWOŚĆ";"KAMIŃSKI Andrzej - KW PRAWO I SPRAWIEDLIWOŚĆ";"KRÓL Janusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"BIEGUN Agnieszka Magdalena - KW PRAWO I SPRAWIEDLIWOŚĆ";"SITARSKI Krzysztof Serafin - KW PRAWO I SPRAWIEDLIWOŚĆ";"CZUPIL Łukasz Damian - KW PRAWO I SPRAWIEDLIWOŚĆ";"MICHNIK Renata Anna - KW PRAWO I SPRAWIEDLIWOŚĆ";"PIETRASZEWSKA Marzena Anna - KW PRAWO I SPRAWIEDLIWOŚĆ";"RZEPECKA Justyna Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"PINDEL Małgorzata - KW PRAWO I SPRAWIEDLIWOŚĆ";"SZCZERBA Magdalena - KW PRAWO I SPRAWIEDLIWOŚĆ";"BIAŁOWĄS Beata Iwona - KW PRAWO I SPRAWIEDLIWOŚĆ";"FOLTYN Bronisław Edward - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"GRAJNY Robert Łukasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KANIA Adam Grzegorz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KRYWULT Paulina Anna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOWALEWSKI Rafał Grzegorz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"STRZAŁKOWSKA Grażyna Katarzyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WIEWIÓRA Mateusz Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KUBICA Marek Grzegorz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ŚLIWA Paweł Jan - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SZAREK Piotr Jan - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ŻELAZO Magdalena Matylda - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WENGLORZ Michał Adrian - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOCOŃ Klaudia Krystyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MATYSZCZYK Mateusz Karol - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WINIARCZUK Anna Marta - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"RAJCA Paulina Agnieszka - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"GAŁUSZKA Barbara Monika - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BIELEWICZ Wojciech Tomasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"NYKIEL Mirosława - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PĘPEK Małgorzata Anna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"TAJNER Apoloniusz Leopold - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SZAREK Marcin Edward - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"TOMCZYKIEWICZ Maciej Tadeusz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ŁUKOWICZ Beata Anna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MAJOR Przemysław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PIEGZIK-IZYDORCZYK Dorota Maria - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"HUDZIEC Janusz Mateusz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"RYPLEWICZ Rafał Paweł - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"BOROWIK Elżbieta Barbara - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PAWŁOWSKI Janusz Zenon - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KUPCZAK-WIŚNIOWSKA Bogusława Danuta - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ŚLĘK Marcin Rafał - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SMYRSKI Mateusz Franciszek - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JĘDRUSIK Joanna Barbara - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JAFERNIK Bronisław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"TUCKA-MAREK Agata Katarzyna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"GAJDA Piotr Paweł - KW POLSKA JEST JEDNA";"MAZIARCZYK Danuta Regina - KW POLSKA JEST JEDNA";"KÖHLER Tomasz Feliks - KW POLSKA JEST JEDNA";"MACHAŁOWSKA Magdalena Stefania - KW POLSKA JEST JEDNA";"BACZA Andrzej Józef - KW POLSKA JEST JEDNA";"PUDLISZEWSKA Anna Maria - KW POLSKA JEST JEDNA";"KUDRYS Sławomir Paweł - KW POLSKA JEST JEDNA";"MATUSZEWSKI Sławomir Józef - KW POLSKA JEST JEDNA";"KURCZAB Marianna Teresa - KW POLSKA JEST JEDNA";"GOWIN Bartłomiej Łukasz - KW NORMALNY KRAJ";"LEGIERSKI Konrad Władysław - KW NORMALNY KRAJ";"MICZOŁEK Magdalena Barbara - KW NORMALNY KRAJ";"CHROBAK Tadeusz Stefan - KW NORMALNY KRAJ";"MARCAK Ewa Halina - KW NORMALNY KRAJ";"ŚWIERCZEK Mariusz Dariusz - KW NORMALNY KRAJ";"ROSOWSKA Justyna - KW NORMALNY KRAJ";"WYRĘBEK Ewa - KW NORMALNY KRAJ";"SOKOŁOWSKI Dariusz Bartosz - KW NORMALNY KRAJ";"KRYSTOFIK Anna - KW NORMALNY KRAJ";"PYCH Artur Krystian - KW NORMALNY KRAJ";"KĘDZIERAWSKA Helena Agnieszka - KW NORMALNY KRAJ"
1;"Szkoła Podstawowa nr 1 im. Heleny Marusarzówny w Szczyrku, ul. Szkolna 9, 43-370 Szczyrk";240201;"m. Szczyrk";"bielski";"śląskie";1;1;8;1;0;0;1;0;1;1;0;0;3;1;0;1;0;0;0;1;69;9;9;12;4;4;11;2;0;0;1;5;2;1;3;1;3;3;28;28;2;0;0;2;2;3;1;1;1;0;0;0;1;0;0;2;200;126;82;6;5;5;5;1;5;4;0;0;0;2;1;5;3;7;55;6;5;8;4;1;2;6;1;5;0;0;1;0;0;1;3;1;138;41;116;12;18;14;4;3;2;4;1;0;2;0;0;1;1;6;14;1;0;1;0;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1
2;"Urząd Miejski w Szczyrku, ul. Beskidzka 4, 43-370 Szczyrk";240201;"m. Szczyrk";"bielski";"śląskie";1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;88;21;8;6;11;2;5;0;0;0;1;3;2;0;0;4;7;3;27;31;2;3;0;0;2;1;0;2;0;2;3;1;1;1;0;2;217;152;70;14;6;7;2;9;6;8;2;0;4;2;5;2;1;15;51;3;8;11;0;1;2;3;2;1;1;2;3;1;0;0;0;2;141;47;122;3;8;4;4;0;0;1;1;1;0;0;1;1;0;5;23;2;2;2;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
3;"Szkoła Podstawowa nr 2 im. Królowej Jadwigi w Szczyrku, ul. Myśliwska 154, 43-370 Szczyrk";240201;"m. Szczyrk";"bielski";"śląskie";1;1;2;3;0;0;1;0;1;0;1;0;2;0;0;0;0;0;0;0;37;8;8;2;5;1;2;2;2;1;2;1;3;0;0;0;7;3;12;17;2;1;0;0;1;2;3;3;0;1;0;0;0;1;0;2;84;66;47;5;4;5;0;5;1;0;0;0;1;2;1;1;1;3;23;3;0;8;0;2;0;2;1;1;0;0;0;0;0;0;0;1;40;17;48;3;1;4;3;0;2;2;0;1;2;1;0;1;0;2;9;1;1;0;1;0;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0
4;"Szkoła Podstawowa nr 2 im. Królowej Jadwigi w Szczyrku, ul. Myśliwska 154, 43-370 Szczyrk";240201;"m. Szczyrk";"bielski";"śląskie";1;1;8;0;0;0;2;0;3;1;0;0;1;3;1;0;0;0;0;1;44;12;6;2;2;0;3;2;1;6;6;0;1;1;0;1;2;1;18;13;1;0;0;3;0;5;0;0;3;0;0;0;0;1;0;1;139;128;58;6;10;4;2;1;4;9;0;1;0;2;3;9;2;10;29;5;10;6;1;0;5;5;2;5;0;0;0;0;1;1;0;2;61;29;65;18;4;4;0;1;0;1;0;0;4;0;0;2;0;2;6;0;1;0;0;0;0;6;1;1;0;0;0;0;0;0;0;0;0;0;1
1;"Dom Strażaka, ul. Kościelna 41, 43-512 Bestwina";240202;"gm. Bestwina";"bielski";"śląskie";1;1;6;1;0;0;1;0;1;0;3;1;2;1;0;0;0;1;0;2;149;26;20;4;7;3;11;1;2;0;5;2;2;3;3;1;9;4;33;27;3;1;3;3;6;4;4;0;1;0;0;0;2;1;0;9;208;95;139;3;3;3;1;27;3;5;0;0;2;3;5;2;1;7;66;12;10;16;5;2;6;6;3;0;1;0;2;0;0;1;2;2;218;22;81;22;22;25;2;3;0;3;1;0;0;1;1;3;1;3;37;2;2;0;0;2;4;1;0;0;0;0;0;0;0;2;0;0;0;1;0
2;"Szkoła Podstawowa, ul. Szkolna 11, 43-512 Bestwina";240202;"gm. Bestwina";"bielski";"śląskie";1;1;6;1;0;0;2;0;0;0;2;2;0;3;1;2;0;1;0;1;158;14;18;3;8;6;16;1;1;0;4;3;6;0;1;1;3;6;59;29;4;0;1;1;1;1;4;3;1;1;1;0;0;1;0;4;196;88;124;6;3;8;3;15;2;3;1;0;3;6;12;3;6;9;78;12;9;9;2;4;2;8;2;4;1;0;4;4;2;3;0;3;235;70;78;28;28;23;11;3;1;8;1;1;6;0;0;1;1;6;41;2;0;0;0;0;7;1;1;0;1;1;0;0;0;0;0;1;0;0;0
3;"Szkoła Podstawowa, Bestwinka ul. Dworkowa 3, 43-512 Bestwina";240202;"gm. Bestwina";"bielski";"śląskie";1;1;6;3;2;0;3;1;0;0;2;0;0;0;2;1;0;1;0;1;115;20;12;6;11;5;4;1;3;3;7;4;2;4;3;4;4;2;14;26;2;0;0;2;1;0;2;1;0;1;0;0;0;0;1;2;130;99;53;4;1;7;4;20;1;2;2;1;2;2;9;5;0;7;47;9;3;5;0;1;3;1;1;0;1;1;1;0;1;0;0;0;129;22;73;6;8;44;5;1;1;2;3;1;2;0;1;2;0;4;17;4;1;1;1;0;8;3;1;0;0;0;0;0;0;0;0;1;0;1;0
4;"Szkoła Podstawowa, Janowice ul. Janusza Korczaka 2, 43-512 Bestwina";240202;"gm. Bestwina";"bielski";"śląskie";1;1;2;1;0;0;1;0;1;0;1;1;0;1;0;0;0;0;1;3;123;22;13;6;6;0;11;1;1;3;3;1;1;0;0;3;8;4;29;24;1;2;0;1;3;2;1;0;2;2;1;0;0;0;0;2;156;100;118;5;1;3;1;10;2;6;0;2;1;3;4;4;2;11;49;5;7;15;3;2;2;2;1;1;1;0;2;0;0;0;2;3;143;46;46;10;31;14;2;1;1;3;1;1;4;0;1;1;0;3;20;2;6;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;2
5;"Szkoła Podstawowa, ul. Batalionów Chłopskich 15, 43-514 Kaniów";240202;"gm. Bestwina";"bielski";"śląskie";1;1;4;2;1;0;2;1;1;1;1;1;0;0;0;0;0;0;1;1;70;10;7;7;8;1;11;1;4;0;5;4;2;3;0;3;4;1;40;30;2;0;2;0;1;5;0;2;1;2;2;0;1;1;0;4;126;53;36;5;6;8;13;20;2;3;2;0;1;1;3;6;0;5;46;12;4;8;2;1;2;2;1;0;4;0;2;0;0;1;1;0;128;22;40;14;24;118;2;2;0;0;2;1;1;0;1;0;1;1;7;1;0;2;1;2;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0
6;"Szkoła Podstawowa, ul. Batalionów Chłopskich 15, 43-514 Kaniów";240202;"gm. Bestwina";"bielski";"śląskie";1;1;6;1;0;0;2;0;3;0;0;0;1;1;0;1;0;1;0;0;111;13;12;6;6;2;7;1;5;2;3;1;0;0;2;4;7;2;35;16;2;1;1;0;5;2;0;1;0;2;0;0;1;0;1;4;133;82;51;6;1;13;6;14;2;5;0;0;1;1;7;4;1;7;54;15;4;8;6;3;4;1;5;2;2;1;1;0;1;0;0;2;103;20;42;4;14;113;2;0;0;2;0;2;2;0;3;1;0;1;7;2;2;1;1;1;1;1;0;1;1;2;0;0;0;0;0;0;0;0;2
1;"Urząd Gminy (Biuro nr 4), ul. Lipowska 730, 43-374 Buczkowice";240203;"gm. Buczkowice";"bielski";"śląskie";1;1;9;1;1;1;1;0;2;0;1;1;1;0;0;2;0;0;1;0;102;26;10;7;5;0;5;1;1;1;5;1;4;0;1;2;3;6;53;22;1;0;2;0;5;6;0;0;0;0;1;1;3;2;1;0;204;113;61;11;7;5;2;11;3;4;2;0;2;8;4;6;5;8;66;6;9;10;6;1;1;5;0;2;1;1;6;3;0;0;1;5;166;60;58;23;11;4;5;6;0;8;3;0;2;1;0;0;0;3;20;1;2;3;1;0;5;2;0;1;0;0;1;0;0;0;0;0;0;0;1
2;"Urząd Gminy (Sala Sesyjna), ul. Lipowska 730, 43-374 Buczkowice";240203;"gm. Buczkowice";"bielski";"śląskie";1;1;6;2;0;0;0;0;2;0;0;1;0;2;2;1;0;0;2;1;126;28;11;5;6;1;10;0;0;1;7;3;5;4;0;1;5;5;42;41;2;2;1;6;2;7;2;0;1;1;0;1;5;1;0;6;209;85;62;10;5;1;3;13;5;10;0;1;1;3;4;9;3;3;60;7;5;7;5;3;5;5;6;2;1;2;3;1;2;0;0;1;146;94;75;20;4;4;2;9;1;12;3;1;3;0;0;1;0;5;28;7;2;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3;"Szkoła Podstawowa (Świetlica), ul. Beskidzka 108, 43-378 Rybarzowice";240203;"gm. Buczkowice";"bielski";"śląskie";1;1;5;3;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;69;6;4;1;3;0;7;3;1;0;0;0;3;0;0;4;0;1;13;14;0;2;1;0;2;1;0;0;2;0;1;0;0;0;0;3;205;84;60;12;6;5;4;19;3;4;0;0;2;1;2;5;4;13;28;2;6;7;4;1;1;3;4;1;2;0;1;1;2;0;2;3;90;36;27;22;6;1;0;1;1;3;2;0;1;1;0;0;0;0;11;2;1;2;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
4;"Szkoła Podstawowa (Sala Lekcyjna Nr 3), ul. Beskidzka 108, 43-378 Rybarzowice";240203;"gm. Buczkowice";"bielski";"śląskie";1;1;8;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;1;83;10;19;4;3;0;7;1;0;4;2;6;3;1;1;1;2;3;34;23;0;0;2;0;2;2;1;1;1;3;2;0;3;0;1;6;180;118;67;16;5;1;1;5;7;8;0;1;0;2;3;7;2;7;47;4;3;7;4;2;5;2;0;2;2;0;1;1;0;1;3;1;113;61;44;27;6;4;2;1;2;2;3;2;1;1;1;2;0;0;8;1;1;3;0;0;1;1;1;0;0;1;1;0;3;0;0;1;0;0;1
5;"Szkoła Podstawowa (Świetlica), ul. Beskidzka 29, 43-376 Godziszka";240203;"gm. Buczkowice";"bielski";"śląskie";1;1;4;5;1;1;0;0;0;1;1;0;3;1;1;0;0;2;0;0;97;27;27;7;10;2;7;4;0;1;5;3;10;1;2;1;9;3;28;31;4;1;1;4;5;10;0;0;1;0;1;0;8;1;0;3;229;135;58;8;2;5;2;3;13;8;2;2;4;1;4;6;3;12;68;5;5;10;2;1;18;3;3;2;3;0;1;1;0;2;0;2;138;78;38;16;9;6;4;5;0;13;2;0;2;0;0;0;1;4;34;1;3;2;1;1;2;6;5;3;0;0;0;0;0;0;0;0;0;0;0
6;"Szkoła Podstawowa (Sala Lekcyjna Nr 1), Kalna ul. Widokowa 59, 43-376 Godziszka";240203;"gm. Buczkowice";"bielski";"śląskie";1;1;3;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;30;1;12;0;2;0;1;0;2;1;2;0;2;1;0;0;1;1;13;8;1;0;0;1;0;0;0;0;0;2;0;0;4;0;0;0;136;56;28;3;2;7;4;4;1;4;0;0;1;3;0;2;0;4;45;3;3;5;3;1;0;3;1;2;0;1;1;2;0;0;1;0;51;31;13;6;2;2;1;0;0;4;1;0;0;0;0;0;1;1;37;3;1;3;1;2;1;2;2;0;0;0;0;0;0;0;1;0;0;0;0
1;"Zespół Szkolno-Przedszkolny nr 2, ul. Polna 33, 43-502 Czechowice-Dziedzice";240204;"gm. Czechowice-Dziedzice";"bielski";"śląskie";1;1;5;4;1;0;0;1;1;0;0;1;0;0;1;2;0;0;0;0;94;15;3;12;13;5;13;2;13;2;6;1;4;4;3;4;3;0;55;27;2;1;2;1;3;4;0;0;0;2;4;0;1;0;4;39;159;101;38;8;7;9;32;10;8;6;0;1;1;3;38;2;2;8;36;39;5;6;2;0;4;2;4;2;3;0;2;2;3;0;1;0;217;66;85;5;35;50;0;5;5;2;0;1;2;0;0;0;0;2;26;3;0;1;0;0;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0
