"TERYT Powiatu";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"FRANKIEWICZ Paweł Szczepan - KW BEZPARTYJNI SAMORZĄDOWCY";"SKOLARCZYK-SMITH Izabela Aleksandra - KW BEZPARTYJNI SAMORZĄDOWCY";"ŻYDOWNIK Józef Zbigniew - KW BEZPARTYJNI SAMORZĄDOWCY";"BĄK Arkadiusz Ryszard - KW BEZPARTYJNI SAMORZĄDOWCY";"HAJDUK Monika Elżbieta - KW BEZPARTYJNI SAMORZĄDOWCY";"HOMA Marcin Krzysztof - KW BEZPARTYJNI SAMORZĄDOWCY";"NOWAK Mateusz Fabian - KW BEZPARTYJNI SAMORZĄDOWCY";"BOLANOWSKA Magdalena Grażyna - KW BEZPARTYJNI SAMORZĄDOWCY";"MENDOCHA Karol Łukasz - KW BEZPARTYJNI SAMORZĄDOWCY";"ŻYDOWNIK Monika Agnieszka - KW BEZPARTYJNI SAMORZĄDOWCY";"GRZYB Oskar Dariusz - KW BEZPARTYJNI SAMORZĄDOWCY";"ROGUS Daniel Mateusz - KW BEZPARTYJNI SAMORZĄDOWCY";"LEŚNIOWSKI Bogusław Józef - KW BEZPARTYJNI SAMORZĄDOWCY";"KIEŁB Jacek - KW BEZPARTYJNI SAMORZĄDOWCY";"JANKOWSKA Anna Agnieszka - KW BEZPARTYJNI SAMORZĄDOWCY";"MUSIAŁ Jarosław Paweł - KW BEZPARTYJNI SAMORZĄDOWCY";"KRUK Ewelina Maria - KW BEZPARTYJNI SAMORZĄDOWCY";"JAWORSKA-BERESTECKA Daria - KW BEZPARTYJNI SAMORZĄDOWCY";"BĘBEN Jacek Michał - KW BEZPARTYJNI SAMORZĄDOWCY";"MARCHEWKA Agnieszka Katarzyna - KW BEZPARTYJNI SAMORZĄDOWCY";"BAKUN Marta - KW BEZPARTYJNI SAMORZĄDOWCY";"ROMOWICZ Bartosz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SOBIERAJ Dariusz Wojciech - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"LUDWICZAK Magdalena Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PĄCZEK Jan Antoni - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DUBIS Dariusz Stanisław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"URBAN Jan Stanisław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"NAZAREWICZ Marcin - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BOREK Grażyna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"WIĘCH-KETTELE Małgorzata Anna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"TELEGA Honorata - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KORONA Magdalena - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ŁOMAŃSKA Irena - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"POŁUDNIAK Arkadiusz Artur - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SAWIŃSKI Krzysztof Jan - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SKÓRA Łukasz Marek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SOKÓŁ Marek Zbigniew - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DREWNIAK Renata Marta - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DĄBROWSKI Ernest - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BRAJEWSKI Grzegorz Marcin - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RADECKA Alina Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GOCZ Bohdan Marek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ZADWORNY Zdzisław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RYDZIK Łukasz Michał - KW NOWA LEWICA";"ZAJDEL Gabriel Jerzy - KW NOWA LEWICA";"BARAŃSKA Wiktoria Aleksandra - KW NOWA LEWICA";"SEDLACZEK Elżbieta Danuta - KW NOWA LEWICA";"WOJNAROWSKI Piotr Marcin - KW NOWA LEWICA";"JACHYM Jolanta - KW NOWA LEWICA";"JUSIĘGA Grzegorz Maciej - KW NOWA LEWICA";"MACKIEWICZ-ROSSMANITH Kamila - KW NOWA LEWICA";"BOGUSZ Adam - KW NOWA LEWICA";"NAWŁOKA Anna Elżbieta - KW NOWA LEWICA";"WOŚ Wiesław Adam - KW NOWA LEWICA";"KALINOWSKA Liliana Sabina - KW NOWA LEWICA";"RADWAŃSKI Sławomir Rudolf - KW NOWA LEWICA";"BARAN Ewa Aneta - KW NOWA LEWICA";"RYSZ Tomasz Jan - KW NOWA LEWICA";"KONDYJOWSKA Patrycja Elżbieta - KW NOWA LEWICA";"PIELA Mirosław Józef - KW NOWA LEWICA";"KORAL Tomasz - KW NOWA LEWICA";"TABIN Zdzisław Jan - KW NOWA LEWICA";"ZAJĄC Arkadiusz Robert - KW NOWA LEWICA";"PAJDA Wiesław Wojciech - KW NOWA LEWICA";"KUCHCIŃSKI Marek Tadeusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"SCHMIDT Anna Katarzyna - KW PRAWO I SPRAWIEDLIWOŚĆ";"URUSKI Piotr Marcin - KW PRAWO I SPRAWIEDLIWOŚĆ";"BABINETZ Piotr Mieczysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"PAMUŁA Teresa - KW PRAWO I SPRAWIEDLIWOŚĆ";"ŚNIEŻEK Adam Walenty - KW PRAWO I SPRAWIEDLIWOŚĆ";"JAROSIŃSKA-JEDYNAK Małgorzata Bogumiła - KW PRAWO I SPRAWIEDLIWOŚĆ";"CHRZAN Tadeusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"DRYNIAK Daniel Piotr - KW PRAWO I SPRAWIEDLIWOŚĆ";"PAWLUŚ Adam - KW PRAWO I SPRAWIEDLIWOŚĆ";"PILCH Piotr - KW PRAWO I SPRAWIEDLIWOŚĆ";"BORCZ Jerzy - KW PRAWO I SPRAWIEDLIWOŚĆ";"BRIL Joanna Katarzyna - KW PRAWO I SPRAWIEDLIWOŚĆ";"CHĘĆ Stanisław Marian - KW PRAWO I SPRAWIEDLIWOŚĆ";"CHILIK Dorota - KW PRAWO I SPRAWIEDLIWOŚĆ";"MAKARSKA Anetta Zdzisława - KW PRAWO I SPRAWIEDLIWOŚĆ";"MICIAK Ewa Beata - KW PRAWO I SPRAWIEDLIWOŚĆ";"MORAWSKI Wiesław Stanisław - KW PRAWO I SPRAWIEDLIWOŚĆ";"MAZAN Barbara Helena - KW PRAWO I SPRAWIEDLIWOŚĆ";"RYCERSKI Piotr - KW PRAWO I SPRAWIEDLIWOŚĆ";"KUROWSKA Maria Stanisława - KW PRAWO I SPRAWIEDLIWOŚĆ";"KRAWIEC Daniel Stanisław - KW PRAWO I SPRAWIEDLIWOŚĆ";"ZAPAŁOWSKI Andrzej Tomasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BERKOWICZ Adam Roman - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SOWIŃSKI Wiesław Mieczysław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"LALIK Agata Monika - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"STADNICKI Robert Stanisław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"DEMBICZAK Agnieszka Magdalena - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WOŁOSZYN Tomasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MAZUR Krzysztof Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KIEROŃSKA Anna Maria - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KUŹMA Paweł Marian - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"GRZEGORZAK Dominik Tomasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"PERŻYŁO Anna Maria - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"STYGAR Krzysztof Roman - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ŻYGADŁO Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"URBANEK-SZAJNA Monika Anna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"NAHACZ Kamila Natalia - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"OPACKI Maciej Dariusz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"RUSZAJ Mateusz Dominik - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZAJĄC Lucjan Maciej - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SZOSTEK Grażyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"POŁYNKIEWICZ Magdalena Monika - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"FRYDRYCH Joanna Zofia - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"RZĄSA Marek Zdzisław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PIOTROWSKI Marcin Andrzej - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"DZIURAWIEC Marzena Ewa - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KŁAK Krzysztof Józef - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ŁĄKA Szczepan Paweł - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"HOLCMAN-FIDOR Iwona Janina - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ZYCH Jan Władysław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"LEJA Łucja - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KULIGA Bogdan Robert - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PODYMA Józef Walenty - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JANUSZCZYK Maria Eliza - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"DUDEK Artur Stanisław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KOSTKA Grażyna Dorota - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"FERUŚ Ewelina Maria - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JANOCHA Klaudia Katarzyna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"BIAŁY Tomasz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KENDRYNA Adam Franciszek - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KOWALSKI Zdzisław Ryszard - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"CHLUDZIŃSKI Marek Ryszard - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MOŻDŻEŃ Bogna Tatiana - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PIKUL Antoni Stanisław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"BURZAŃSKA Dorota - KWW RDIP";"BUREK Krzysztof - KWW RDIP";"KRAJEWSKA-CHOMA Bogusława Jadwiga - KWW RDIP";"WILCZAK Bartosz Tadeusz - KWW RDIP";"BŁOŃSKA Wioletta Elżbieta - KWW RDIP";"WIELGOS Ryszard - KWW RDIP";"ANDRES Anna Katarzyna - KWW RDIP";"SZYMSKI Jacek - KWW RDIP";"RYZNER Iwona Elżbieta - KWW RDIP";"PALUCH Stanisław - KWW RDIP";"STEFANIK Zygmunt Grzegorz - KWW RDIP"
180100;"bieszczadzki";"podkarpackie";37;37;49;10;22;6;9;7;8;4;0;13;6;1;2;2;5;3;7;3;1;6;12;2892;120;76;19;13;12;4;14;4;5;7;4;7;7;10;67;7;1;8;8;4;8;166;32;90;11;18;20;1;1;5;6;18;13;6;12;6;2;41;4;0;4;6;2472;122;577;57;102;125;94;66;17;19;62;27;59;14;34;14;20;49;63;75;77;29;188;92;634;22;6;6;9;18;3;5;7;3;1;4;3;5;0;2;3;3;5;707;97;47;46;20;16;848;15;20;4;14;12;4;6;5;8;7;1;7;3;2;10;21;4;1;7;0;1;0;1;2;11;0
180200;"brzozowski";"podkarpackie";59;59;140;29;14;37;36;17;26;15;13;12;20;12;6;12;24;10;22;5;14;22;30;988;1689;111;41;105;20;23;61;19;27;822;11;18;36;9;14;13;10;15;13;3;25;260;89;206;21;24;36;6;25;96;29;22;41;35;43;12;10;6;9;1;25;16;2721;202;4568;337;153;9098;152;59;80;54;149;105;107;804;488;32;1468;58;33;566;224;95;975;505;452;104;41;36;72;84;42;38;23;13;126;56;20;30;8;26;58;25;53;1728;289;100;87;47;21;18;41;52;137;12;25;20;22;11;64;26;2;12;12;2;26;53;16;5;9;8;3;4;3;3;8;6
180400;"jarosławski";"podkarpackie";120;120;720;93;18;47;90;114;48;22;14;18;30;23;74;32;44;28;40;15;16;29;76;2484;381;331;586;80;73;1531;149;32;349;104;45;48;50;50;26;91;45;18;373;23;203;917;99;395;58;35;59;105;33;37;67;169;65;27;59;9;14;12;33;17;42;115;6080;12944;222;366;1854;113;241;10133;568;76;448;83;53;45;82;579;89;229;24;455;329;554;2416;884;167;191;89;52;226;222;53;159;98;73;19;123;41;146;19;46;68;57;113;2151;1762;671;139;329;2517;46;55;217;35;25;140;55;126;39;49;75;6;21;20;82;64;92;25;6;11;25;33;7;49;14;17;4
180500;"jasielski";"podkarpackie";128;128;335;71;16;75;67;28;78;35;26;15;40;10;13;26;48;25;47;26;48;81;67;1425;1708;250;99;174;1476;62;101;734;35;136;35;25;37;30;24;53;272;31;66;37;68;583;193;393;51;43;533;15;30;55;34;27;69;32;55;26;24;19;15;4;54;37;3762;273;184;295;166;121;130;92;80;6818;213;294;1207;29;148;50;79;128;137;2749;17081;200;831;3125;117;97;187;64;50;87;39;35;32;25;48;39;21;17;13;163;70;24;47;3797;462;206;115;55;44;50;47;78;33;24;45;275;35;95;42;61;5;20;9;6;2560;101;25;12;4;14;10;7;13;7;20;72
180700;"krośnieński";"podkarpackie";109;109;320;161;24;201;85;26;97;86;17;18;46;26;21;23;36;30;44;17;27;70;49;1887;3785;657;94;193;102;62;182;47;63;201;31;25;44;25;36;51;39;17;50;266;60;753;409;478;60;54;89;29;42;48;56;16;82;43;81;32;23;14;23;3;44;34;6279;680;1274;7435;381;818;463;196;115;277;315;1550;3469;109;5482;72;175;149;90;2124;1956;261;1742;1027;390;222;112;499;116;157;141;59;41;36;58;85;101;30;23;57;119;50;75;6679;320;174;104;70;46;34;486;71;132;33;46;35;20;63;75;129;5;28;12;10;75;83;21;7;5;9;12;10;10;4;3;36
180900;"lubaczowski";"podkarpackie";66;66;127;27;9;24;27;17;16;11;4;8;12;7;7;13;13;8;5;12;5;20;13;484;93;111;39;19;18;30;34;13;12;40;15;11;11;9;12;363;14;8;64;3;2845;1464;15;90;19;13;13;6;5;29;11;41;21;10;16;8;5;6;15;67;9;8;1472;1536;70;73;10818;51;86;161;147;35;83;26;11;6;23;20;23;54;7;84;86;54;669;253;65;60;36;24;56;61;28;37;26;22;10;24;10;20;8;5;19;17;754;559;364;1697;58;73;34;21;26;72;17;16;15;17;13;12;13;17;2;14;11;5;19;68;11;6;2;27;13;10;15;3;11;2
181300;"przemyski";"podkarpackie";106;106;162;61;193;33;64;27;22;19;9;28;24;9;10;8;22;5;31;11;10;25;116;1136;173;160;2271;60;36;34;75;20;45;58;88;237;12;25;8;66;19;12;58;9;36;407;37;206;82;29;36;5;18;33;29;90;85;13;40;6;9;15;26;1;13;44;10131;2199;434;130;448;154;121;346;2549;114;1837;64;37;41;60;38;60;1476;23;218;81;137;1919;342;100;218;55;30;71;203;35;52;43;35;23;45;20;31;61;21;21;21;46;781;2773;190;58;78;41;31;28;277;10;10;551;17;21;12;30;14;6;11;64;6;13;89;38;25;12;69;1;9;9;12;2;9
181400;"przeworski";"podkarpackie";82;82;218;58;12;37;52;29;33;23;20;14;27;11;18;32;35;9;43;10;16;35;51;2108;635;198;288;60;92;103;101;36;112;85;37;55;25;970;28;60;37;5;62;12;108;621;61;262;40;28;69;15;30;39;40;182;44;25;40;6;14;8;20;2;16;41;4261;8547;307;131;693;106;385;569;866;67;267;185;48;32;59;143;59;103;32;225;133;7128;1634;537;188;116;55;36;118;112;51;231;23;29;12;251;35;22;13;27;28;31;66;1313;1019;265;76;1264;88;32;39;134;23;22;45;27;184;22;35;50;3;16;16;30;30;105;111;9;6;11;9;5;14;13;5;7
181700;"sanocki";"podkarpackie";82;82;238;76;20;42;62;35;38;76;11;26;27;21;14;13;45;17;23;15;14;36;50;3749;1002;224;78;884;60;50;606;49;45;151;30;17;85;11;37;49;30;32;44;67;47;552;75;576;38;272;39;10;190;26;30;124;43;32;37;163;59;25;18;3;25;28;3331;395;12617;441;226;746;420;98;76;72;174;151;76;2607;90;38;279;102;125;648;289;99;1277;575;856;177;63;75;109;87;57;51;23;23;51;62;35;27;6;24;34;31;65;3255;787;176;2661;60;35;257;49;90;42;36;58;48;33;33;53;51;12;159;9;15;56;93;15;5;11;18;7;6;6;8;8;11
182100;"leski";"podkarpackie";31;31;95;14;6;17;16;7;18;12;3;4;11;3;4;6;11;6;10;4;2;17;21;2285;180;115;47;34;16;14;31;17;19;49;9;15;273;11;54;18;9;158;20;5;16;248;27;183;24;38;37;7;17;7;9;32;23;10;27;16;9;26;4;0;12;11;2766;169;2108;121;175;162;271;316;35;25;173;32;42;68;59;20;35;62;451;174;81;96;414;204;428;74;9;20;42;44;10;24;8;4;10;24;7;5;5;4;11;11;20;1603;395;147;140;49;26;525;30;73;17;17;75;27;21;14;32;31;143;17;2;13;37;37;6;2;4;6;3;3;2;2;6;3
186100;"Krosno";"podkarpackie";28;28;134;27;7;24;32;14;90;31;8;9;10;9;6;5;16;6;14;6;13;25;19;980;1473;458;36;69;40;27;53;30;22;83;18;11;12;14;10;21;15;8;19;26;20;506;491;238;21;17;43;3;21;22;13;4;41;20;63;13;7;8;13;1;14;16;1959;238;226;3381;94;178;111;49;21;65;70;1016;489;14;719;19;35;34;36;787;420;53;710;379;218;70;41;85;43;51;99;15;12;17;11;24;44;15;6;12;78;25;35;5944;200;120;31;16;15;26;91;39;29;15;31;13;7;24;32;193;7;4;5;4;75;45;11;6;1;3;3;3;1;4;1;28
186200;"Przemyśl";"podkarpackie";39;39;124;32;16;9;48;14;9;11;13;10;15;3;8;9;8;10;24;8;5;15;142;1109;122;125;982;49;13;30;66;26;45;35;81;515;16;20;11;36;15;9;16;30;60;804;42;232;138;26;33;6;23;20;20;124;170;20;34;7;7;5;11;2;6;69;5285;1387;116;62;163;44;71;99;1123;27;1251;21;25;15;25;18;42;2001;18;141;56;75;1700;211;76;74;21;16;47;96;18;21;12;16;22;12;10;9;21;10;12;16;34;1164;5042;442;69;74;52;19;18;446;13;12;1215;11;20;7;32;20;3;14;203;6;24;59;16;16;8;43;3;3;2;21;5;3
