"Kod TERYT";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Joanna Zofia FRYDRYCH - nr na liście 1";"Marek Zdzisław RZĄSA - nr na liście 2";"Wojciech Aleksander BLECHARCZYK - nr na liście 3";"Józef SZKOŁA - nr na liście 4";"Adam WOŚ - nr na liście 5";"Ewa Stefania SAWICKA - nr na liście 6";"Antoni Stanisław PIKUL - nr na liście 7";"Barbara Maria BALON - nr na liście 8";"Jan Władysław ZYCH - nr na liście 9";"Iwona Janina HOLCMAN - nr na liście 10";"Roman Władysław KARAŚ - nr na liście 11";"Marian Jerzy RYZNAR - nr na liście 12";"Krzysztof Józef KŁAK - nr na liście 13";"Maria Anna SŁOWIK - nr na liście 14";"Michał Albert JUREK - nr na liście 15";"Krzysztof Adam WOTA - nr na liście 16";"Grażyna Dorota KOSTKA - nr na liście 17";"Marzena Karolina KNAP - nr na liście 18";"Tomasz BIAŁY - nr na liście 19";"Izabela Krystyna ZAWOJSKA - nr na liście 20";"Dariusz Wojciech WOJAKOWSKI - nr na liście 21";"Waldemar ZADWORNY - nr na liście 22";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Andrzej Tomasz ZAPAŁOWSKI - nr na liście 1";"Adam Roman BERKOWICZ - nr na liście 2";"Kazimierz Zygmunt KRĘŻAŁEK - nr na liście 3";"Robert Stanisław STADNICKI - nr na liście 4";"Małgorzata ZYCH - nr na liście 5";"Jan Franciszek KRZANOWSKI - nr na liście 6";"Michał SZWED - nr na liście 7";"Janusz Jan ZIELIŃSKI - nr na liście 8";"Tomasz Rafał FILIP - nr na liście 9";"Grażyna Henryka DUDZIŃSKA-SOBOLEWSKA - nr na liście 10";"Ryszard Jan WOJTUCH - nr na liście 11";"Jadwiga Anna NADBRZESKA - nr na liście 12";"Aleksandra Justyna SIKORA - nr na liście 13";"Marlena Emilia HRYSIO - nr na liście 14";"Aleksander DYGUŁA - nr na liście 15";"Anna Maria PERŻYŁO - nr na liście 16";"Witold Aleksander DULĘBA - nr na liście 17";"Joanna ANTOCHÓW - nr na liście 18";"Zdzisław SOBOLEWSKI - nr na liście 19";"Paweł Kamil GOLBA - nr na liście 20";"Ewelina BOCHNIA - nr na liście 21";"Jan Maria ZUCHOWSKI - nr na liście 22";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Mieczysław KASPRZAK - nr na liście 1";"Aleksander MERCIK - nr na liście 2";"Zdzisław ZADWORNY - nr na liście 3";"Małgorzata Krystyna DACHNOWICZ - nr na liście 4";"Janusz Marek HOŁYSZKO - nr na liście 5";"Zbigniew Wojciech KISZKA - nr na liście 6";"Zbigniew Andrzej BOJKO - nr na liście 7";"Barbara Danuta MAŁECKA - nr na liście 8";"Marek Zbigniew KONOPKA - nr na liście 9";"Krzysztof Jan SAWIŃSKI - nr na liście 10";"Anna Maria ZALESZCZUK - nr na liście 11";"Sabina Anna FAL - nr na liście 12";"Iwona Teresa BARADZIEJ - nr na liście 13";"Bogumiła Stanisława HOŁOWACZ - nr na liście 14";"Janusz Jacek BARAŃSKI - nr na liście 15";"Emilia Alina KOBIAŁKA-BANYŚ - nr na liście 16";"Ryszard ZARYCHTA - nr na liście 17";"Małgorzata HORBACZ - nr na liście 18";"Maria Stanisława FEDACZYŃSKA - nr na liście 19";"Marek PASTUSZCZAK - nr na liście 20";"Marek Zbigniew SOKÓŁ - nr na liście 21";"Stanisław FRANCZAK - nr na liście 22";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Marek Tadeusz KUCHCIŃSKI - nr na liście 1";"Anna Katarzyna SCHMIDT-RODZIEWICZ - nr na liście 2";"Piotr Marcin URUSKI - nr na liście 3";"Piotr Mieczysław BABINETZ - nr na liście 4";"Stanisław PIOTROWICZ - nr na liście 5";"Adam Walenty ŚNIEŻEK - nr na liście 6";"Piotr PILCH - nr na liście 7";"Teresa PAMUŁA - nr na liście 8";"Adam PAWLUŚ - nr na liście 9";"Tadeusz CHRZAN - nr na liście 10";"Lucyna PODHALICZ - nr na liście 11";"Dorota ŁUKASZYK - nr na liście 12";"Adam Tomasz DROZD - nr na liście 13";"Ryszard JĘDRUCH - nr na liście 14";"Grzegorz Stanisław PERS - nr na liście 15";"Robert PIESZCZOCH - nr na liście 16";"Joanna Katarzyna BRIL - nr na liście 17";"Alicja Anna POCAŁUŃ - nr na liście 18";"Joanna Maria BURBEŁO - nr na liście 19";"Andrzej GUZIK - nr na liście 20";"Maria Stanisława KUROWSKA - nr na liście 21";"Daniel Stanisław KRAWIEC - nr na liście 22";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Łukasz Michał RYDZIK - nr na liście 1";"Gabriel Jerzy ZAJDEL - nr na liście 2";"Kamila MACKIEWICZ-ROSSMANITH - nr na liście 3";"Janusz Andrzej JAGUSTYN - nr na liście 4";"Kamila Helena PIOTROWSKA - nr na liście 5";"Patryk Beniamin FIC - nr na liście 6";"Marzena Mieczysława CIWONIUK - nr na liście 7";"Dominik Łukasz RYCZAN - nr na liście 8";"Iwona GORCZYCA - nr na liście 9";"Adam BOGUSZ - nr na liście 10";"Dagmara Sylwia KUROPATWA - nr na liście 11";"Zbigniew WEŁYCZKO - nr na liście 12";"Ewa Aneta BARAN - nr na liście 13";"Wiesław Adam WOŚ - nr na liście 14";"Grzegorz Stanisław ŻÓŁKOŚ - nr na liście 15";"Radosław Zbigniew KRUKAR - nr na liście 16";"Monika ŚWIEBODA - nr na liście 17";"Mirosław Józef PIELA - nr na liście 18";"Halina Bożena ITNER - nr na liście 19";"Sebastian Rafał ŚWIEBODA - nr na liście 20";"Łukasz STEBNICKI - nr na liście 21";"Piotr Marcin WOJNAROWSKI - nr na liście 22";"Liczba obwodów"
"180100";"bieszczadzki";"podkarpackie";16529;18443;6930;9599;8;731;3;3;2;0;0;0;1;9600;1;0;9600;135;89;46;0;9465;2064;514;144;111;15;10;27;21;16;8;1124;8;8;7;5;5;4;5;6;8;5;3;10;729;199;59;11;19;31;6;10;319;5;3;1;3;10;1;2;7;1;3;6;19;8;6;1095;244;20;10;27;12;11;12;32;376;36;3;16;4;8;5;7;1;7;4;6;231;23;4719;1914;104;516;24;78;225;40;48;22;29;39;1443;30;18;3;65;23;10;1;19;41;27;858;340;58;63;11;39;5;65;5;20;11;11;0;20;6;3;4;5;48;6;5;110;23;30
"180200";"brzozowski";"podkarpackie";48206;52182;18995;29211;77;191;2;2;0;0;0;0;2;29206;2;0;29206;341;214;127;0;28865;2367;1225;244;306;21;27;33;79;63;28;11;120;17;12;20;20;6;10;11;12;82;7;13;1898;915;281;34;66;158;36;73;41;55;12;7;7;43;16;14;13;20;12;22;23;29;21;1536;657;141;48;74;24;28;20;55;49;33;18;49;15;8;161;19;8;13;10;24;14;68;21872;4118;265;3874;412;605;8666;247;216;78;46;89;233;447;24;53;222;134;1246;17;215;548;117;1192;394;143;88;22;176;41;8;11;30;86;19;5;32;5;28;8;14;10;4;3;17;48;59
"180400";"jarosławski";"podkarpackie";88893;96003;33472;55421;132;306;2;2;0;0;0;0;2;55417;2;2;55415;753;542;211;0;54662;8707;871;856;33;2716;212;98;18;38;11;16;29;3485;63;24;9;14;71;19;11;16;11;86;3345;1737;446;24;65;135;44;99;53;147;52;17;15;33;86;20;34;14;15;37;193;36;43;4582;3305;87;115;126;114;49;22;65;36;35;20;34;25;200;15;7;39;154;14;9;17;94;35874;7819;11790;276;271;743;106;503;1656;79;9902;316;202;91;330;24;103;43;95;406;54;548;517;2154;1224;157;139;46;87;31;23;27;55;39;39;6;55;66;10;13;28;17;14;14;13;51;114
"180500";"jasielski";"podkarpackie";84975;91554;32571;52404;77;267;0;0;0;0;0;0;0;52399;0;1;52398;626;394;232;0;51772;7386;2427;392;80;33;44;53;3773;132;34;15;25;41;24;56;28;5;15;93;37;23;14;42;3745;835;2026;33;250;103;51;58;40;51;13;18;10;57;19;16;15;7;13;28;13;59;30;2507;1145;144;89;115;33;53;42;96;61;38;66;54;265;13;53;19;22;19;15;26;19;120;35592;6606;361;176;444;1125;112;284;170;5904;67;53;242;98;38;4646;123;1019;79;37;151;13663;194;2542;930;301;154;33;94;109;26;15;502;43;37;5;51;21;40;21;28;20;8;8;15;81;121
"180700";"krośnieński";"podkarpackie";83838;90734;31666;52169;90;1276;4;4;0;0;0;0;4;52164;4;0;52164;637;375;262;0;51527;7026;4774;391;204;30;48;61;200;363;526;19;30;32;13;40;20;9;18;24;124;34;26;40;3633;1540;563;321;146;236;124;139;53;97;35;19;21;72;23;32;17;9;9;34;41;46;56;3949;989;1598;98;127;54;53;34;120;58;61;286;76;40;13;31;24;12;20;14;20;61;160;33987;7955;775;625;7354;4025;861;385;263;264;116;212;621;390;46;548;368;2330;148;45;3523;2898;235;2932;900;641;141;23;111;535;15;12;80;35;30;10;68;20;73;97;38;9;18;9;12;55;107
"180900";"lubaczowski";"podkarpackie";41722;45267;17657;24065;40;357;0;0;0;0;0;0;0;24064;0;2;24062;334;248;86;0;23728;1521;329;510;23;37;57;38;6;16;10;10;20;40;19;7;10;2;7;8;13;7;6;346;1641;644;113;15;31;61;13;251;29;29;19;109;4;23;7;15;17;1;17;18;55;14;156;3404;638;42;2235;25;16;26;13;275;13;11;12;15;5;6;5;8;5;15;2;2;10;25;15208;2549;2496;72;53;159;31;101;8947;44;188;97;48;45;24;11;92;7;27;14;16;117;70;1954;1529;43;35;16;30;11;6;8;33;31;10;113;19;16;0;5;17;3;5;5;3;16;60
"181300";"przemyski";"podkarpackie";55110;59462;23436;31674;54;281;0;0;0;0;0;0;0;31673;0;1;31672;557;399;158;0;31115;3693;434;2168;149;58;49;402;5;19;19;16;15;148;13;14;6;69;20;11;8;8;32;30;2233;1469;192;15;61;104;21;45;41;43;11;10;13;22;9;4;19;3;40;15;56;21;19;3394;910;53;48;568;1240;35;136;63;35;25;32;28;11;17;7;7;9;15;68;10;18;59;20400;9864;2357;239;123;375;157;2246;478;105;207;2866;338;80;94;31;280;33;85;54;42;129;217;1395;661;105;86;77;66;20;18;36;45;31;41;8;29;57;4;5;20;12;4;7;16;47;96
"181400";"przeworski";"podkarpackie";57965;63104;22090;35875;99;178;3;3;0;0;0;0;3;35875;3;0;35875;514;338;176;0;35361;3793;606;432;32;197;1235;74;17;21;13;9;12;430;461;19;14;5;113;7;25;22;8;41;2148;1169;244;15;63;98;28;62;47;65;20;17;34;28;17;49;10;13;11;14;98;26;20;3336;1226;41;61;121;37;1259;30;70;14;20;22;20;9;23;17;14;246;15;14;9;12;56;24544;5775;5054;192;114;372;83;335;691;65;422;161;97;83;2804;23;211;30;83;24;53;143;7729;1540;745;108;107;33;77;25;9;16;42;33;34;8;37;138;10;11;17;15;10;7;11;47;72
"181700";"sanocki";"podkarpackie";69369;75096;28064;41305;66;643;7;7;0;0;0;0;7;41305;7;1;41304;497;359;138;0;40807;9352;1000;234;7449;22;30;57;40;57;26;104;19;15;14;41;157;3;9;15;14;17;16;13;2391;1110;333;47;51;116;47;66;79;64;18;28;12;50;25;12;9;173;13;11;67;33;27;2425;862;89;67;101;29;61;32;96;47;71;21;476;24;18;32;47;8;13;13;178;32;108;24240;4298;295;12328;407;454;526;131;114;67;45;65;388;1083;26;23;3134;59;335;13;68;299;82;2399;795;165;671;18;111;56;11;10;43;36;32;11;46;29;12;16;24;10;15;4;22;262;72
"182100";"leski";"podkarpackie";22616;24783;8146;14470;27;2274;0;0;0;0;0;0;0;14469;0;0;14469;165;101;64;0;14304;2720;1116;276;458;32;38;61;50;47;20;395;10;30;19;25;39;8;13;10;15;25;9;24;879;367;135;13;33;65;13;27;79;16;12;11;1;21;13;3;4;18;2;5;15;16;10;1690;427;31;25;37;18;15;13;38;71;520;8;39;12;3;12;189;6;5;10;8;154;49;7703;2962;237;2182;342;204;250;81;79;33;32;58;459;230;19;24;208;33;49;14;28;113;66;1312;630;127;163;15;66;13;17;5;37;17;31;4;34;6;4;11;15;33;3;5;11;65;30
"186100";"Krosno";"podkarpackie";34543;36985;12068;22475;44;231;2;2;0;0;0;0;2;22476;2;0;22476;144;80;64;0;22332;6215;4727;209;175;11;19;48;235;334;95;16;11;10;6;13;13;4;10;9;229;16;15;10;1742;810;247;106;72;81;155;41;27;48;6;10;8;34;12;14;7;8;1;8;14;17;16;1124;366;289;30;51;19;20;17;38;20;16;51;32;10;4;21;6;6;12;5;9;16;86;10707;2275;261;127;3750;1857;185;90;65;76;26;44;275;47;21;104;69;352;47;9;581;376;70;2544;656;1003;81;12;62;363;5;8;57;15;12;3;62;3;90;33;22;11;2;2;6;36;28
