"Kod TERYT";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Paweł Janusz PONCYLJUSZ - nr na liście 1";"Zdzisław GAWLIK - nr na liście 2";"Krystyna SKOWROŃSKA - nr na liście 3";"Renata Celina BUTRYN - nr na liście 4";"Teresa Krystyna KUBAS-HUL - nr na liście 5";"Józef GDAŃSKI - nr na liście 6";"Krzysztof Piotr PITRA - nr na liście 7";"Marek Jerzy USTROBIŃSKI - nr na liście 8";"Jakub Bartłomiej KARYŚ - nr na liście 9";"Barbara ZYCH - nr na liście 10";"Marcin JURZYSTA - nr na liście 11";"Danuta Waleria STĘPIEŃ - nr na liście 12";"Marcin DERĘGOWSKI - nr na liście 13";"Dominik BĄK - nr na liście 14";"Krzysztof OŻÓG - nr na liście 15";"Jakub Albert KOPYTO - nr na liście 16";"Krzysztof Romuald LIPCZYŃSKI - nr na liście 17";"Aneta Anna KRAJEWSKA - nr na liście 18";"Jolanta Teresa OMIETOŃSKA - nr na liście 19";"Jolanta Stanisława KOLANO - nr na liście 20";"Artur Stanisław OLCHAWA - nr na liście 21";"Przemysław Wojciech PRZYBYŁ - nr na liście 22";"Ewa Maria SAWIC - nr na liście 23";"Augustyna Maria KANISZEWSKA - nr na liście 24";"Urszula Małgorzata OWSIANY - nr na liście 25";"Janusz PŁODZIEŃ - nr na liście 26";"Katarzyna PALUCH - nr na liście 27";"Anna Jolanta ROGOWSKA - nr na liście 28";"Dariusz ŻMUDA - nr na liście 29";"Paweł Leopold PAZDAN - nr na liście 30";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Grzegorz Michał BRAUN - nr na liście 1";"Tomasz Wojciech BUCZEK - nr na liście 2";"Piotr ŻYGADŁO - nr na liście 3";"Witold Andrzej ZYCH - nr na liście 4";"Gabriel Czesław KROLL - nr na liście 5";"Anna Krystyna SUROWANIEC - nr na liście 6";"Kamil Michał KUSZ - nr na liście 7";"Dariusz Jan KUMOREK - nr na liście 8";"Zbigniew LIPIŃSKI - nr na liście 9";"Dominika Maria KORWIN-MIKKE - nr na liście 10";"Tomasz WOŁOSZYN - nr na liście 11";"Waldemar ZARĘBSKI - nr na liście 12";"Katarzyna Kinga OCHAŁ - nr na liście 13";"Tomasz Sylwester ZIĘBA - nr na liście 14";"Teresa Jadwiga PRACOWNIK - nr na liście 15";"Małgorzata Kazimiera SALWA - nr na liście 16";"Mariola Ksenia KOTOWICZ - nr na liście 17";"Damian Łukasz DĄBEK - nr na liście 18";"Albert Jan STRZAŁKA - nr na liście 19";"Aleksandra Mirosława LIS - nr na liście 20";"Dariusz Grzegorz JEDYNAK - nr na liście 21";"Paulina Elżbieta WACYRA - nr na liście 22";"Piotr Robert FILA - nr na liście 23";"Monika Paulina ŚRODOŃ - nr na liście 24";"Monika Ewa ZAPAŁOWSKA - nr na liście 25";"Marcin Mateusz BATORA - nr na liście 26";"Robert Krzysztof BROŻ - nr na liście 27";"Karolina Maria BIELECKA - nr na liście 28";"Michał FLIS - nr na liście 29";"Krzysztof MAZUR - nr na liście 30";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Stanisław TYSZKA - nr na liście 1";"Jan Władysław TARAPATA - nr na liście 2";"Wiesław Andrzej LADA - nr na liście 3";"Zbigniew MICAŁ - nr na liście 4";"Paweł BARTOSZEK - nr na liście 5";"Maria Teresa GOLENIA - nr na liście 6";"Błażej Stefan BOROWIEC - nr na liście 7";"Sławomir Tomasz GUZEK - nr na liście 8";"Paweł CIEŚLA - nr na liście 9";"Stanisław Józef LONCZAK - nr na liście 10";"Andrzej Zygmunt REGUŁA - nr na liście 11";"Małgorzata LEJA - nr na liście 12";"Monika Małgorzata SKOWROŃSKA-ZIOMEK - nr na liście 13";"Jan MAGOŃ - nr na liście 14";"Tadeusz KASZYCA - nr na liście 15";"Celina Anna GUMIŃSKA - nr na liście 16";"Małgorzata KUDYBA - nr na liście 17";"Dorota Krystyna KOCZUR - nr na liście 18";"Janusz WŁODYKA - nr na liście 19";"Krzysztof Jan KOSIŃSKI - nr na liście 20";"Joanna Katarzyna STOJAŃSKA - nr na liście 21";"Maria WICHER - nr na liście 22";"Henryk TUTKA - nr na liście 23";"Kazimierz Józef BŁOŃSKI - nr na liście 24";"Jan BARTMAN - nr na liście 25";"Barbara OPIOŁA - nr na liście 26";"Marzena Anna KOTLIŃSKA - nr na liście 27";"Marek Jan ZARĘBA - nr na liście 28";"Krystyna Grażyna PARYŚ - nr na liście 29";"Henryk NICPOŃ - nr na liście 30";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Krzysztof SOBOLEWSKI - nr na liście 1";"Ewa Maria LENIART - nr na liście 2";"Józefa HRYNKIEWICZ - nr na liście 3";"Andrzej SZLACHTA - nr na liście 4";"Krystyna Małgorzata WRÓBLEWSKA - nr na liście 5";"Kazimierz Marian MOSKAL - nr na liście 6";"Wojciech BUCZAK - nr na liście 7";"Kazimierz Edward GOŁOJUCH - nr na liście 8";"Zbigniew Michał CHMIELOWIEC - nr na liście 9";"Rafał WEBER - nr na liście 10";"Jan Marek WARZECHA - nr na liście 11";"Jerzy Stanisław PAUL - nr na liście 12";"Mieczysław MIAZGA - nr na liście 13";"Halina Maria SZYDEŁKO - nr na liście 14";"Stanisław KRUCZEK - nr na liście 15";"Fryderyk Sylwester KAPINOS - nr na liście 16";"Kamil KALINKA - nr na liście 17";"Robert Jan BEDNARZ - nr na liście 18";"Robert Czesław GODEK - nr na liście 19";"Bernadeta Dorota FRYSZTAK - nr na liście 20";"Czesław ŁĄCZAK - nr na liście 21";"Marcin Piotr FIJOŁEK - nr na liście 22";"Helena Grażyna TŁUSTA - nr na liście 23";"Magdalena Barbara BARTKOWICZ - nr na liście 24";"Agata KRZEK - nr na liście 25";"Anna Franciszka TRAWIŃSKA - nr na liście 26";"Ewelina Elżbieta KUŚ - nr na liście 27";"Ewa FOŁTA - nr na liście 28";"Zbigniew TYMUŁA - nr na liście 29";"Marcin Józef WARCHOŁ - nr na liście 30";"KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA - ZPOW-601-17/19";"Andrzej Kazimierz SZLĘZAK - nr na liście 1";"Krzysztof Jerzy STELMACH - nr na liście 2";"Bernadeta Aneta BATOR - nr na liście 3";"Artur Paweł MRYCZKO - nr na liście 4";"Tomasz Wiesław DREWNIAK - nr na liście 5";"Joanna Agnieszka GRABEK - nr na liście 6";"Mariusz MAZUREK - nr na liście 7";"Jolanta WIKTOR - nr na liście 8";"Artur KOSIOROWSKI - nr na liście 9";"Marcin Paweł OPAŁKA - nr na liście 10";"Renata JAROSZ - nr na liście 11";"Marek Konrad WIELGOSZ - nr na liście 12";"Monika Izabela GRZESIAK-KOSIOROWSKA - nr na liście 13";"Joanna Dominika GODEK-KOWALSKA - nr na liście 14";"Marta Ewa BUJAK - nr na liście 15";"Artur Piotr GORCZYCA - nr na liście 16";"Karol Franciszek SZOSTEK - nr na liście 17";"Mariusz Kazimierz MATŁOSZ - nr na liście 18";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Wiesław BUŻ - nr na liście 1";"Michał Andrzej SZTUK - nr na liście 2";"Agnieszka ITNER - nr na liście 3";"Julian OZIMEK - nr na liście 4";"Jerzy FILIPEK - nr na liście 5";"Bożena Marta KRASNOPOLSKA - nr na liście 6";"Bronisław Tadeusz TOFIL - nr na liście 7";"Krzysztof JASIŃSKI - nr na liście 8";"Natalia Ludmiła KACAŁA - nr na liście 9";"Kamil ŁUCZAJ - nr na liście 10";"Stanisław Andrzej SKAWIŃSKI - nr na liście 11";"Wiesław Stanisław JELEŃ - nr na liście 12";"Kamil Paweł KRZEMIŃSKI - nr na liście 13";"Martin Marian IRZYK - nr na liście 14";"Marzena Zofia ZAJĄC - nr na liście 15";"Janusz STĄCEL - nr na liście 16";"Ireneusz Grzegorz FIETKO - nr na liście 17";"Ala ZYCH - nr na liście 18";"Damian Kazimierz WINIARSKI - nr na liście 19";"Teresa Anna LUBERA - nr na liście 20";"Monika RŻANY - nr na liście 21";"Józef PRZYBOŚ - nr na liście 22";"Barbara Katarzyna OŻÓG - nr na liście 23";"Marek Andrzej KUŹMICZ - nr na liście 24";"Patrycja Dorota BRZYKOWSKA - nr na liście 25";"Andrzej Jan NOGA - nr na liście 26";"Krystyna DZIĄGWA - nr na liście 27";"Mateusz Michał CICHY - nr na liście 28";"Anna OSTROWSKA - nr na liście 29";"Kazimierz Leszek GACEK - nr na liście 30";"Liczba obwodów"
"180300";"dębicki";"podkarpackie";97959;106401;34138;63821;88;235;2;2;0;0;0;0;2;63819;2;1;63818;717;427;290;0;63101;8768;1825;4130;1000;202;47;27;17;13;58;54;11;19;17;47;31;19;990;34;14;7;1;16;55;0;6;2;13;26;21;66;4509;2831;233;95;53;28;59;41;24;67;248;40;18;49;38;21;28;14;15;52;28;67;10;18;8;7;325;5;21;9;57;5179;1241;105;1887;36;42;75;37;30;68;47;993;62;94;26;13;16;24;10;10;141;9;85;7;4;10;16;12;13;11;55;41279;3537;1330;1281;1581;539;5943;248;113;163;128;17394;64;168;249;166;842;81;55;58;214;3541;492;104;75;91;23;2066;78;75;580;259;51;24;30;13;10;10;8;9;7;12;18;9;5;3;16;12;3;19;3107;824;165;247;45;97;108;21;65;30;44;923;40;84;12;53;7;3;62;19;15;70;9;52;3;7;16;10;26;24;26;109
"180600";"kolbuszowski";"podkarpackie";46897;49533;19302;27595;48;78;3;3;0;0;0;0;3;27596;3;0;27596;300;178;122;0;27296;1885;556;224;717;13;38;30;23;29;34;26;10;22;11;16;20;6;16;13;2;6;1;5;6;1;2;1;7;15;9;26;2677;991;1160;24;14;8;21;14;9;16;84;7;136;12;11;4;5;8;13;6;7;5;72;14;3;2;5;1;3;8;14;1835;508;611;56;56;20;29;20;13;23;9;21;24;65;4;5;4;13;225;4;11;8;5;11;2;6;2;12;13;10;45;19712;1507;1497;830;233;553;119;199;79;12128;80;27;32;457;211;46;116;156;33;24;96;7;68;121;19;22;330;21;21;67;613;107;18;9;4;3;3;3;6;2;17;8;3;1;5;1;11;3;4;6;1080;437;57;105;53;25;33;6;17;16;19;15;26;10;5;18;29;4;14;3;88;7;2;16;0;5;29;4;10;14;13;64
"180800";"leżajski";"podkarpackie";50934;54805;19079;31855;79;144;1;1;0;0;0;0;1;31848;1;1;31847;264;164;100;0;31583;2701;654;273;384;80;75;869;7;29;75;44;7;22;13;13;49;5;1;15;7;11;2;0;1;2;7;3;14;10;5;24;2512;1789;92;36;32;14;23;15;13;25;91;24;7;10;19;12;16;4;108;10;12;5;1;5;3;7;5;3;7;99;25;1712;832;63;32;13;18;26;27;21;18;5;9;271;23;8;8;8;10;6;2;8;5;4;11;198;23;5;2;6;9;41;23421;1202;1975;114;279;244;41;160;248;31;309;36;14240;2372;87;104;9;33;65;11;15;8;30;30;13;23;6;13;69;14;1640;91;14;9;15;2;4;3;3;6;4;6;4;1;2;2;6;0;4;6;1146;440;76;119;68;39;29;11;27;13;25;3;16;12;3;32;90;1;35;11;7;5;7;24;2;2;3;2;11;24;9;54
"181000";"łańcucki";"podkarpackie";57938;63498;18264;39674;51;185;2;2;0;0;0;0;2;39674;2;2;39672;319;161;158;0;39353;4049;1090;781;589;59;120;781;17;96;77;51;34;34;35;22;71;13;7;20;8;8;1;8;13;3;29;5;12;24;7;34;3356;2171;180;184;19;23;31;134;31;10;130;20;12;19;23;11;11;28;140;10;51;9;4;6;9;5;4;4;21;10;46;2850;1416;83;72;52;27;91;15;32;29;2;17;81;46;437;76;8;31;7;14;27;8;3;9;8;196;3;6;9;5;40;27119;2809;2843;455;1106;1666;58;515;14155;100;91;42;184;324;283;523;18;46;29;29;47;11;226;58;13;36;15;35;145;27;1230;197;41;13;22;4;14;8;10;10;5;14;14;2;2;2;12;3;7;14;1782;750;153;186;45;65;48;12;193;27;31;18;14;11;11;31;5;7;32;7;6;13;6;23;7;7;12;3;15;19;25;56
"181100";"mielecki";"podkarpackie";98192;106690;34485;63707;98;211;9;9;0;0;0;0;9;63710;9;0;63710;673;414;259;0;63037;8609;1838;375;4836;40;39;32;42;11;37;57;18;17;21;35;10;12;14;18;11;12;28;6;11;1;9;1;16;22;22;1018;4067;2702;219;76;59;23;47;34;42;28;215;32;22;39;41;19;13;7;22;11;34;16;5;178;6;18;13;4;18;26;98;6647;874;3461;68;23;28;40;57;6;42;1203;31;33;490;7;4;17;16;12;13;19;20;11;7;6;15;10;12;30;12;80;39459;3466;1020;273;364;596;344;184;63;1357;119;665;44;68;218;81;17124;210;64;105;70;341;55;93;455;44;24;115;53;7840;4004;401;92;18;29;88;9;7;11;13;15;14;6;6;3;15;18;18;10;29;3854;975;191;300;103;73;79;28;60;357;44;59;73;22;28;56;20;14;60;20;53;246;2;19;1;13;14;15;22;51;856;117
"181200";"niżański";"podkarpackie";49554;53574;20857;28697;51;127;1;1;0;0;0;0;1;28698;1;0;28698;317;180;137;0;28381;2197;783;126;303;568;28;35;18;21;19;32;13;11;7;16;24;33;10;15;4;39;3;3;6;5;8;3;13;11;11;29;2376;1558;67;31;22;11;65;17;8;9;168;27;10;12;41;173;10;7;24;4;7;3;12;9;5;6;6;2;7;21;34;1717;585;28;41;25;44;32;596;15;26;9;7;21;26;6;21;11;34;10;6;16;5;9;28;10;9;5;6;25;8;53;19985;1363;486;115;169;338;76;96;59;131;3108;49;1023;297;197;55;10;66;6382;14;13;8;31;30;10;80;14;46;24;6;5689;168;82;11;10;6;2;1;4;6;4;5;3;1;3;3;8;4;3;12;1938;220;57;58;1236;24;16;71;13;9;23;8;14;9;3;23;7;7;41;16;11;8;0;5;3;7;7;2;9;21;10;71
"181500";"ropczycko-sędziszowski";"podkarpackie";53219;58327;17409;35810;52;103;0;0;0;0;0;0;0;35810;0;1;35809;421;246;175;0;35388;2504;769;699;356;29;65;44;18;48;78;30;28;18;8;20;25;11;38;55;7;9;9;71;9;2;8;1;11;7;10;21;2571;1736;136;36;33;19;24;21;13;16;121;22;11;123;24;4;13;8;18;64;16;12;1;15;5;2;22;1;8;15;32;3288;831;76;325;25;27;1131;25;20;39;9;50;41;34;45;4;4;10;12;7;290;8;4;10;2;11;7;10;7;188;36;25488;1493;1147;268;480;364;9864;213;56;370;55;169;24;61;195;234;53;51;28;91;9555;63;82;48;36;26;8;45;48;15;346;130;26;14;7;6;5;4;8;4;6;5;7;5;1;5;8;7;2;10;1407;434;91;125;25;96;17;5;48;14;24;38;306;7;14;18;1;1;14;13;13;16;3;15;2;1;18;8;14;16;10;69
"181600";"rzeszowski";"podkarpackie";119121;131843;35929;83192;104;1780;3;3;0;0;0;0;3;83185;3;3;83182;767;444;323;0;82415;8949;2534;1577;1516;59;779;155;32;647;263;94;133;129;147;116;236;19;12;42;32;21;3;19;21;3;33;143;18;63;17;86;7056;4758;507;167;77;37;96;130;37;37;365;61;22;52;34;31;31;136;45;16;62;17;17;20;22;26;17;18;23;39;156;6042;2961;248;152;707;72;110;72;545;79;19;33;131;136;41;20;41;38;23;34;31;21;17;15;21;108;45;40;34;40;208;55706;8057;13697;1016;4120;4057;252;3679;1805;924;171;129;270;4632;1217;5674;61;114;244;142;225;31;1510;156;75;83;39;111;97;43;3075;442;88;36;57;12;27;14;15;18;12;30;17;17;16;6;18;10;13;36;4220;2065;288;369;81;147;284;21;76;47;90;34;28;24;47;51;38;13;71;53;24;24;45;74;15;10;18;35;47;54;47;123
"181800";"stalowowolski";"podkarpackie";77648;83200;30508;47139;85;209;5;5;0;0;0;0;5;47138;5;0;47138;438;234;204;0;46700;7220;2279;262;698;3174;39;37;32;22;32;73;9;29;25;34;41;142;7;34;7;19;4;4;8;5;9;5;32;32;65;61;4007;2620;107;75;62;17;295;29;28;16;270;51;21;31;16;20;15;11;26;10;14;10;11;94;10;10;4;3;69;22;40;2757;1308;78;25;64;378;32;114;30;49;15;7;55;55;12;9;59;57;5;7;31;5;12;14;2;22;7;6;170;15;114;28543;1786;461;112;156;219;140;100;51;1200;20003;79;50;56;139;174;25;179;292;40;23;19;13;41;19;351;34;30;57;18;2676;581;425;27;13;6;8;9;11;10;5;8;10;2;4;9;12;4;4;14;3592;748;183;197;487;49;77;1092;44;25;43;36;25;31;14;43;5;38;106;32;39;33;2;10;4;11;9;10;18;146;35;80
"181900";"strzyżowski";"podkarpackie";45082;49164;17039;28041;46;131;0;0;0;0;0;0;0;28041;0;0;28041;273;178;95;0;27768;2462;728;355;435;32;56;41;13;60;51;30;398;33;25;16;52;8;4;16;6;7;1;3;11;2;9;5;14;12;9;30;2457;1529;133;30;20;91;19;17;101;9;112;9;21;17;19;7;128;16;5;10;9;6;3;8;78;8;0;2;5;8;37;1968;865;76;209;52;42;35;28;16;40;11;12;28;57;16;8;9;13;8;286;18;4;10;7;3;16;5;7;9;23;55;19433;2883;2038;543;2262;1271;265;421;754;343;57;59;17;129;355;159;36;38;34;6101;664;7;259;35;9;25;13;41;20;7;588;141;37;4;11;4;3;2;8;7;2;3;3;4;3;12;3;7;4;24;1307;609;79;117;14;46;39;12;21;15;23;16;15;8;71;35;7;2;24;17;9;8;8;37;1;9;9;5;14;18;19;63
"182000";"tarnobrzeski";"podkarpackie";39925;43113;16262;23663;40;119;1;1;0;0;0;0;1;23664;1;0;23664;262;167;95;0;23402;2901;833;124;325;188;14;11;1052;8;7;108;4;8;8;12;9;15;1;11;3;2;5;2;7;56;6;3;23;12;13;31;1499;926;85;22;89;15;29;19;11;12;121;18;7;9;14;11;7;9;6;4;7;5;7;8;4;3;5;3;13;6;24;2794;499;105;20;15;1560;24;31;8;48;9;12;23;26;4;7;10;14;8;5;12;10;6;270;3;7;5;1;10;6;36;14951;1586;559;123;148;202;76;100;75;3472;2202;64;17;39;490;87;44;2650;66;16;18;14;16;253;11;34;33;27;19;119;2391;156;36;25;6;1;5;6;8;6;17;5;4;1;3;2;6;11;3;11;1101;339;64;126;51;30;35;35;23;21;17;15;8;17;13;33;26;54;51;10;28;13;9;12;4;6;4;7;12;19;19;49
