"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Grzegorz Juliusz SCHETYNA - nr na liście 1";"Małgorzata Elżbieta TRACZ - nr na liście 2";"Michał JAROS - nr na liście 3";"Sławomir Jan PIECHOTA - nr na liście 4";"Aldona Janina MŁYŃCZAK - nr na liście 5";"Joanna Wiktoria AUGUSTYNOWSKA - nr na liście 6";"Krzysztof MIESZKOWSKI - nr na liście 7";"Anna Maria HORODYSKA - nr na liście 8";"Krystyna WÓJCIK - nr na liście 9";"Michał Jakub GÓRSKI - nr na liście 10";"Zdzisław Michał ŻMIEJEWSKI - nr na liście 11";"Wojciech ADAMCZAK - nr na liście 12";"Anna Maria LESZCZYŃSKA - nr na liście 13";"Jarosław POLAŃSKI - nr na liście 14";"Sebastian Robert BURDZY - nr na liście 15";"Kacper Jan MĘDYGRAŁ - nr na liście 16";"Marek Rafał SIERPIŃSKI - nr na liście 17";"Marek Krzysztof ZALEWSKI - nr na liście 18";"Waldemar Zbigniew STASZEWSKI - nr na liście 19";"Radosław Tomasz MOŁOŃ - nr na liście 20";"Anna Helena SOBOLAK - nr na liście 21";"Jacek Edward MAKÓWKA - nr na liście 22";"Katarzyna Anna PIWKO - nr na liście 23";"Katarzyna STANIÓW - nr na liście 24";"Ryszard Julian ZELINKA - nr na liście 25";"Łukasz KROPSKI - nr na liście 26";"Daria GILAR - nr na liście 27";"Marek ŁAPIŃSKI - nr na liście 28";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Krzysztof TUDUJ - nr na liście 1";"Robert Jarosław IWASZKIEWICZ - nr na liście 2";"Łukasz Patryk POŹNIAK - nr na liście 3";"Miłosz Michał TAMULEWICZ - nr na liście 4";"Krzysztof Józef SZOKALSKI - nr na liście 5";"Michał FABISIAK - nr na liście 6";"Katarzyna Natalia WALCZYK - nr na liście 7";"Marta Anna CZECH - nr na liście 8";"Halszka Beata BIELECKA - nr na liście 9";"Stanisław Józef ZAPOTOCZNY - nr na liście 10";"Wojciech Aleksander RĄCZYŃSKI - nr na liście 11";"Bogdan LUDKOWSKI - nr na liście 12";"Paweł Jacek JAGIEŁŁO - nr na liście 13";"Ewa SZLOSER - nr na liście 14";"Piotr CHMURA - nr na liście 15";"Ryszard Marian MARSZAŁEK - nr na liście 16";"Wojciech JABŁOŃSKI - nr na liście 17";"Ewa WRÓBLEWSKA - nr na liście 18";"Jadwiga Janina ZIÓŁKOWSKA - nr na liście 19";"Adam Krzysztof NOWAK - nr na liście 20";"Agnieszka Joanna MALARA - nr na liście 21";"Tomasz Antoni ZIELIŃSKI - nr na liście 22";"Patrycja ZARZYCKA - nr na liście 23";"Krzysztof Mieczysław CHROBOT - nr na liście 24";"Olga Anna BRZEZIŃSKA - nr na liście 25";"Paweł CHMIELEWSKI - nr na liście 26";"Maria LUDKOWSKA - nr na liście 27";"Piotr Grzegorz ŻUREK - nr na liście 28";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Jacek PROTASIEWICZ - nr na liście 1";"Maciej Adam ZEGAN - nr na liście 2";"Joanna Barbara BRONOWICKA - nr na liście 3";"Grzegorz Tomasz DUDA - nr na liście 4";"Jan SOCHA - nr na liście 5";"Tomasz Stanisław MALEC - nr na liście 6";"Ryszard LECH - nr na liście 7";"Witold SZYDEŁKO - nr na liście 8";"Ewa Grażyna LITWIN - nr na liście 9";"Hieronim Stanisław KURYŚ - nr na liście 10";"Marek WARCHOLIŃSKI - nr na liście 11";"Janina KWIATKOWSKA-KORCZAK - nr na liście 12";"Aleksandra Anna KUCHARSKA - nr na liście 13";"Łukasz Maciej KUŹMICZ - nr na liście 14";"Bartosz Krystian GROCHOLSKI - nr na liście 15";"Łukasz Michał MACAŁA - nr na liście 16";"Joanna Alicja SZULC - nr na liście 17";"Jolanta Stanisława FURDYNA - nr na liście 18";"Karol Henryk ZALEWSKI - nr na liście 19";"Barbara Maria BUBNICKA - nr na liście 20";"Arkadiusz Rafał KOWALSKI - nr na liście 21";"Elżbieta Marta MAJOCHA - nr na liście 22";"Jacek Jan SOŁTYS - nr na liście 23";"Bożena Maria ADAMCZYK-POGORZELEC - nr na liście 24";"Urszula Agnieszka BARTOSZEWICZ - nr na liście 25";"Emilia Maria PAWNUK - nr na liście 26";"Joanna Róża MRÓZ-MOŻDŻONEK - nr na liście 27";"Mirosław Mieczysław ŁOPATKA - nr na liście 28";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Mirosława Agnieszka STACHOWIAK-RÓŻECKA - nr na liście 1";"Paweł Marek HRENIAK - nr na liście 2";"Jacek ŚWIAT - nr na liście 3";"Przemysław Maksymilian CZARNECKI - nr na liście 4";"Małgorzata Maria CALIŃSKA-MAYER - nr na liście 5";"Andrzej Stanisław JAROCH - nr na liście 6";"Mariusz Orion JĘDRYSEK - nr na liście 7";"Agnieszka Anna SOIN - nr na liście 8";"Piotr Jan DYTKO - nr na liście 9";"Artur ADAMSKI - nr na liście 10";"Zdzisław Ireneusz BREZDEŃ - nr na liście 11";"Wojciech Stanisław BARTNIK - nr na liście 12";"Krzysztof Marek DOMAGAŁA - nr na liście 13";"Roman KOWALCZYK - nr na liście 14";"Robert PIEŃKOWSKI - nr na liście 15";"Urszula Maria STOPA - nr na liście 16";"Wiesław Antoni ZAJĄC - nr na liście 17";"Agnieszka Maria BRZĄKAŁA - nr na liście 18";"Adrian Sławomir WAWRZYNIAK - nr na liście 19";"Karolina WOJEWÓDKA - nr na liście 20";"Michał PIECHEL - nr na liście 21";"Marzanna Teresa STRUMECKA - nr na liście 22";"Zofia Maria LESZCZYŃSKA-NER - nr na liście 23";"Marek HARASNY - nr na liście 24";"Magdalena Maria MAKSYMIAK - nr na liście 25";"Karolina Marta MROZOWSKA - nr na liście 26";"Cezary Piotr KEMPA - nr na liście 27";"Tytus Henryk CZARTORYSKI - nr na liście 28";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Krzysztof Jan ŚMISZEK - nr na liście 1";"Marta Magdalena STOŻEK - nr na liście 2";"Arkadiusz SIKORA - nr na liście 3";"Katarzyna Elżbieta LUBINIECKA-RÓŻYŁO - nr na liście 4";"Iwo Piotr AUGUSTYŃSKI - nr na liście 5";"Marlena Ewa JOKS - nr na liście 6";"Piotr Sebastian KOZDROWICKI - nr na liście 7";"Anna Katarzyna ŁAGOWSKA - nr na liście 8";"Wincenty Aleksander ELSNER - nr na liście 9";"Maciej PILNY - nr na liście 10";"Anna GAJDZIŃSKA - nr na liście 11";"Stanisław WICHA - nr na liście 12";"Robert MAŚLAK - nr na liście 13";"Katarzyna DĄBROWSKA - nr na liście 14";"Danuta Maria ŚMIAŁEK - nr na liście 15";"Irena Róża TERPIŁOWSKA - nr na liście 16";"Tadeusz Albert MINCER - nr na liście 17";"Agnieszka Katarzyna KORDEK-CHMIELEWSKA - nr na liście 18";"Waldemar Antoni OLIK - nr na liście 19";"Agnieszka Barbara CHŁÓDEK - nr na liście 20";"Krzysztof MARKOWSKI - nr na liście 21";"Andrzej Jerzy HODOWANY - nr na liście 22";"Jan Mateusz NIEMIEC - nr na liście 23";"Maria Teresa BANACH - nr na liście 24";"Małgorzata Danuta WARZYCHA - nr na liście 25";"Mateusz Dariusz PELWECKI - nr na liście 26";"Grzegorz Paweł BOBIŃSKI - nr na liście 27";"Agnieszka Ewa DZIEMIANOWICZ-BĄK - nr na liście 28";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Ewa Anna ZDROJEWSKA - nr na liście 1";"Karol PRZYWARA - nr na liście 2";"Janusz MARSZAŁEK - nr na liście 3";"Barbara KOSTERSKA - nr na liście 4";"Grzegorz Piotr ĆWIERTNIEWICZ - nr na liście 5";"Krystyna Jadwiga HAŁADAJ - nr na liście 6";"Elżbieta Zofia KACZMARZYK-JANCZAK - nr na liście 7";"Zbigniew POTYRAŁA - nr na liście 8";"Agnieszka DOLAT - nr na liście 9";"Iwona Elżbieta DYSZKIEWICZ - nr na liście 10";"Paweł WYBIERAŁA - nr na liście 11";"Piotr Paweł ISKRA - nr na liście 12";"Dorota SAŁO - nr na liście 13";"Małgorzata Kamila HAŁAS-KORALEWSKA - nr na liście 14";"Edward CZAPIEWSKI - nr na liście 15";"Barbara Elżbieta TOMKIEWICZ - nr na liście 16";"Antoni KOPEĆ - nr na liście 17";"Jan Feliks PIONTEK - nr na liście 18";"Andrzej Jacek TRACZYK - nr na liście 19";"Agnieszka PAWŁOWSKA - nr na liście 20";"Małgorzata Agnieszka HOŁÓWKA - nr na liście 21";"Agnieszka NAPLOCHA - nr na liście 22";"Hubert Kazimierz KURDZIEL - nr na liście 23";"Paweł Tomasz SZYLER - nr na liście 24";"Maria Helena STACHORZECKA - nr na liście 25";"Paulina KAZIKOWSKA - nr na liście 26";"Jarosław Jan KEMPA - nr na liście 27";"Liczba obwodów"
"020401";"gmina miejsko-wiejska";"gm. Góra";"górowski";"dolnośląskie";14003;15265;6133;7869;3;26;1;1;0;0;0;0;1;7869;1;1;7868;98;71;27;0;7770;2076;631;196;87;38;13;29;36;9;22;26;887;12;17;3;2;4;3;6;0;0;3;1;36;1;1;0;2;11;446;140;66;21;11;6;24;16;18;8;6;3;7;28;3;21;6;5;10;6;5;1;5;5;1;3;7;1;13;567;227;14;115;38;13;6;11;9;21;3;4;8;16;4;6;2;16;3;8;2;6;3;11;2;6;0;3;10;3433;900;260;383;495;64;37;216;471;130;46;12;15;42;22;9;23;22;3;18;19;8;3;10;4;8;35;34;144;920;368;81;135;35;9;21;3;22;15;20;10;2;23;11;13;4;0;78;4;2;4;3;4;8;6;2;2;35;328;88;5;9;1;6;2;6;6;11;1;10;128;7;4;2;1;4;3;5;11;1;0;0;1;2;6;8;11
"020402";"gmina wiejska";"gm. Jemielno";"górowski";"dolnośląskie";2188;2405;1040;1148;5;7;0;0;0;0;0;0;0;1148;0;0;1148;25;16;9;0;1123;177;58;22;2;2;0;6;2;2;3;3;53;12;1;1;0;0;0;1;1;0;0;0;5;0;1;1;0;1;57;15;6;4;1;1;2;4;8;5;0;1;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;1;4;110;52;3;19;15;3;1;4;0;1;1;0;0;2;0;0;0;4;0;1;2;2;0;0;0;0;0;0;0;650;150;65;61;94;9;7;44;79;35;8;3;2;2;7;2;2;3;3;22;3;0;3;2;0;4;2;10;28;106;51;3;15;6;0;1;2;2;0;4;1;1;3;1;2;1;0;3;0;1;0;0;1;0;1;1;1;5;23;11;0;0;0;2;0;0;0;1;0;1;3;0;0;0;0;2;0;0;2;0;0;0;0;0;0;1;3
"020403";"gmina wiejska";"gm. Niechlów";"górowski";"dolnośląskie";3499;3771;1675;1824;1;2;0;0;0;0;0;0;0;1824;0;0;1824;30;19;11;0;1794;258;93;27;4;6;2;4;5;1;3;6;85;3;4;2;1;1;0;2;0;0;1;0;3;0;0;1;2;2;97;28;16;6;4;2;2;2;10;1;2;5;2;1;0;2;0;2;3;2;0;0;1;0;0;1;3;1;1;147;44;4;37;16;4;1;4;2;2;2;2;6;4;1;1;1;2;0;0;0;2;1;3;0;0;0;3;5;1105;191;160;120;164;10;9;17;74;44;10;6;7;16;16;5;4;5;1;1;7;3;5;2;3;2;10;5;208;140;55;10;21;3;0;3;1;7;0;4;0;1;3;2;3;2;0;6;1;2;1;2;7;1;3;0;1;1;47;18;2;0;0;0;2;0;1;3;1;0;10;2;0;0;0;2;0;1;1;0;0;0;1;0;3;0;4
"020404";"gmina miejsko-wiejska";"gm. Wąsosz";"górowski";"dolnośląskie";5294;5735;2439;2855;9;13;0;0;0;0;0;0;0;2855;0;0;2855;64;40;24;0;2791;533;208;51;119;6;11;4;7;5;13;4;39;16;11;4;0;1;1;2;1;2;2;0;19;2;2;1;0;2;149;57;26;3;5;2;5;3;7;3;1;0;4;10;1;2;2;1;1;3;1;0;0;1;0;2;1;3;5;266;113;7;41;19;7;4;6;11;5;3;0;13;1;3;1;2;5;1;3;0;1;3;4;0;3;1;1;8;1393;340;87;117;187;16;15;60;286;68;14;3;10;11;10;9;6;10;4;17;5;2;6;3;1;14;6;13;73;352;142;32;51;16;4;7;0;13;1;8;2;4;8;6;9;2;1;22;1;2;1;0;2;5;1;1;1;10;98;45;4;2;2;1;0;1;1;6;0;1;13;3;5;0;1;5;0;0;1;0;0;0;1;0;1;5;5
"021301";"gmina wiejska";"gm. Cieszków";"milicki";"dolnośląskie";3498;3707;1395;2103;2;8;0;0;0;0;0;0;0;2103;0;0;2103;32;20;12;0;2071;271;148;26;11;7;4;15;11;0;1;1;2;0;3;3;0;1;25;2;1;0;2;0;5;0;0;0;1;2;126;60;11;4;2;0;6;2;3;5;2;1;1;5;5;2;0;3;2;1;2;0;1;0;0;2;2;0;4;331;43;3;5;165;3;0;51;16;7;3;2;5;3;2;1;0;2;0;0;0;1;1;11;0;0;2;2;3;1065;409;43;57;107;31;12;37;55;36;16;1;9;119;13;4;7;12;5;6;10;2;8;8;2;3;4;22;27;224;120;14;41;6;2;1;1;1;0;5;0;5;3;4;3;1;1;0;0;0;0;4;0;2;0;0;0;10;54;15;0;4;3;3;0;2;1;3;0;9;1;2;0;0;0;0;0;0;3;5;0;0;1;0;1;1;3
"021302";"gmina wiejska";"gm. Krośnice";"milicki";"dolnośląskie";5780;6327;2378;3402;3;17;0;0;0;0;0;0;0;3402;0;0;3402;53;36;17;0;3349;504;269;52;33;16;6;12;8;4;2;5;0;3;6;5;0;3;51;5;1;0;3;2;9;0;1;0;1;7;193;67;26;6;4;4;7;9;5;5;3;4;0;13;4;5;3;3;0;1;3;2;2;3;0;1;2;3;8;484;111;5;15;156;5;3;103;36;4;1;1;2;8;0;4;0;4;0;3;3;1;2;4;0;2;0;5;6;1746;461;62;67;157;63;19;46;234;67;14;4;28;318;21;6;7;7;14;6;3;7;2;4;0;6;3;102;18;288;123;26;57;12;1;4;2;5;5;7;4;1;8;5;2;1;9;1;1;0;1;1;0;3;2;0;2;5;134;34;1;3;4;0;2;1;6;5;2;55;2;1;0;1;1;4;1;0;2;1;1;1;1;0;0;5;5
"021303";"gmina miejsko-wiejska";"gm. Milicz";"milicki";"dolnośląskie";17305;18986;6638;10667;11;53;0;0;0;0;0;0;0;10657;0;0;10657;131;82;49;0;10526;2128;923;159;126;128;43;58;50;10;21;23;13;15;19;11;2;6;428;11;0;1;10;1;25;1;3;0;11;30;569;229;83;12;11;7;24;16;25;10;8;5;4;21;12;13;8;6;11;5;6;5;4;5;8;4;6;1;20;1605;251;15;24;700;11;5;469;17;1;0;7;7;12;5;5;8;16;1;8;2;6;1;4;3;3;4;5;15;4560;1683;242;209;425;69;44;204;480;164;36;14;65;479;42;17;22;26;11;30;27;14;6;8;10;12;24;114;83;1258;599;87;183;40;8;20;11;17;13;35;10;9;18;22;15;4;9;3;6;7;11;55;5;9;1;0;2;59;406;121;2;6;3;0;3;5;1;7;7;178;4;4;0;1;2;6;1;4;5;21;2;0;1;4;6;12;19
"021401";"gmina miejska";"m. Oleśnica";"oleśnicki";"dolnośląskie";26521;28770;8441;18080;27;90;0;0;0;0;0;0;0;18078;0;0;18078;156;94;62;0;17922;5365;1943;474;860;171;103;227;145;64;33;50;19;28;34;374;3;16;7;35;6;6;33;2;68;5;611;2;11;35;1204;502;181;20;16;16;19;56;45;42;13;4;8;54;16;23;38;9;16;9;15;6;9;20;9;5;17;2;34;1054;550;50;59;50;28;18;30;36;26;5;1;21;24;9;9;8;21;6;12;11;10;2;7;2;12;7;10;30;6625;1713;493;196;401;148;39;589;350;130;72;9;2053;59;19;12;20;13;19;7;17;2;61;9;14;18;16;109;37;2683;888;203;937;89;28;26;13;27;36;34;24;5;41;33;29;5;4;13;8;7;8;5;13;18;6;7;4;172;991;224;8;495;13;4;7;3;73;13;10;5;12;10;7;4;4;8;3;4;24;8;5;5;5;3;9;25;23
"021402";"gmina miejsko-wiejska";"gm. Bierutów";"oleśnicki";"dolnośląskie";7597;7841;3510;4087;3;14;1;1;0;0;0;0;1;4088;1;0;4088;60;36;24;0;4028;1089;300;54;60;24;10;9;19;10;2;2;4;1;6;542;0;1;2;5;3;0;7;1;11;0;10;1;0;5;267;95;35;12;7;3;12;19;14;8;1;2;2;6;4;8;9;4;2;0;1;3;3;3;0;5;1;1;7;303;135;13;13;26;16;3;3;15;8;4;0;6;5;16;1;2;4;1;2;2;2;0;9;2;2;2;4;7;1933;521;111;154;209;74;23;207;122;48;44;22;223;15;18;13;12;6;9;9;10;3;1;11;5;6;4;39;14;319;134;17;66;16;2;4;2;7;3;5;1;1;6;8;5;1;3;2;0;0;4;1;1;0;1;0;2;27;117;45;4;12;2;0;1;0;10;6;6;3;3;1;2;1;1;2;2;1;4;0;1;0;1;1;2;6;7
"021403";"gmina wiejska";"gm. Dobroszyce";"oleśnicki";"dolnośląskie";4701;5253;1657;3044;0;17;0;0;0;0;0;0;0;3044;0;0;3044;34;24;10;0;3010;679;283;93;79;20;13;12;27;9;7;7;5;36;7;28;3;0;0;8;0;2;2;0;14;1;8;0;1;14;204;73;34;3;2;3;5;13;8;6;1;0;0;11;1;3;6;6;4;3;1;1;3;5;3;1;1;0;7;243;114;13;19;18;9;5;5;9;6;4;3;4;4;3;0;1;2;1;2;2;5;1;3;2;3;0;3;2;1408;337;205;45;156;66;14;37;74;46;25;4;249;34;4;5;4;10;3;1;8;3;19;2;2;5;5;30;15;319;149;34;43;19;5;4;0;8;1;4;2;8;4;1;3;1;0;1;0;0;1;1;0;3;1;0;1;25;157;49;3;55;2;0;1;0;14;6;3;0;5;3;0;1;1;2;2;1;2;2;1;1;1;0;0;2;3
"021404";"gmina wiejska";"gm. Dziadowa Kłoda";"oleśnicki";"dolnośląskie";3300;3551;1504;1796;0;7;0;0;0;0;0;0;0;1796;0;0;1796;39;26;13;0;1757;343;143;30;60;5;9;7;5;5;7;6;1;4;6;26;0;0;1;3;0;0;1;1;13;1;0;1;2;6;124;43;16;6;2;2;9;1;4;3;5;3;2;5;2;3;0;4;4;2;1;0;1;2;0;0;1;1;2;271;107;4;5;19;5;1;3;12;5;5;3;6;8;71;1;1;2;1;4;0;1;0;1;1;3;0;0;2;787;148;42;15;131;16;10;94;68;32;9;1;70;4;25;5;3;6;6;0;10;0;0;1;2;0;1;84;4;170;66;14;31;14;1;5;2;2;4;3;3;1;4;1;2;0;1;3;1;0;0;1;2;3;0;1;0;5;62;30;1;1;0;0;2;1;6;5;2;2;1;0;1;0;1;1;0;0;4;0;0;0;0;1;0;3;3
