"Kod TERYT";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Piotr BORYS - nr na liście 1";"Zofia CZERNOW - nr na liście 2";"Robert KROPIWNICKI - nr na liście 3";"Iwona Małgorzata KRAWCZYK - nr na liście 4";"Ewa DROZD - nr na liście 5";"Jarosław Ryszard DUDKOWIAK - nr na liście 6";"Dorota BARANOWSKA - nr na liście 7";"Michał BANDER - nr na liście 8";"Konrad Jerzy SIKORA - nr na liście 9";"Konrad Antoni ROWIŃSKI - nr na liście 10";"Anna Eugenia PICHAŁA - nr na liście 11";"Ksenia Anna DOWHAŃ-DOMAŃSKA - nr na liście 12";"Beata Edyta ROLSKA - nr na liście 13";"Zbigniew GRZEŚKÓW - nr na liście 14";"Krystyna Henryka BARCIK - nr na liście 15";"Urszula MAGRYŚ - nr na liście 16";"Jakub Krzysztof JAGIEŁŁO - nr na liście 17";"Barbara Anna SKÓRZEWSKA - nr na liście 18";"Joanna Dorota STRĄCZEK - nr na liście 19";"Małgorzata Joanna SURWIŁO - nr na liście 20";"Anna BROK - nr na liście 21";"Grzegorz ZIELIŃSKI - nr na liście 22";"Mirosław GRAF - nr na liście 23";"Włodzimierz BARTKOWIAK - nr na liście 24";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Waldemar Arkadiusz UTECHT - nr na liście 1";"Krzysztof Piotr JASIŃSKI - nr na liście 2";"Anna Dorota POTOCKA-KACZYK - nr na liście 3";"Krzysztof Norbert MISTOŃ - nr na liście 4";"Dominik Sławomir GUDOWSKI - nr na liście 5";"Marcin Jerzy BUSTOWSKI - nr na liście 6";"Krystian Piotr SOSIŃSKI - nr na liście 7";"Remigiusz Konrad BURDZIŃSKI - nr na liście 8";"Kacper Mikołaj KORWIN-MIKKE - nr na liście 9";"Paweł Stefan PASZYN - nr na liście 10";"Jakub Edward MALICKI - nr na liście 11";"Andrzej GRYF-TOMASZEWSKI - nr na liście 12";"Małgorzata Agnieszka ŚWIERZOWSKA - nr na liście 13";"Sabina Iwona KARPIEJ - nr na liście 14";"Emilia Patrycja SOLAREK-STRUMIŃSKA - nr na liście 15";"Sebastian Jacek SPRYSAK - nr na liście 16";"Regina Elżbieta WINNICKA - nr na liście 17";"Małgorzata Olga BURDZIŃSKA - nr na liście 18";"Jarosław HOSZOWSKI - nr na liście 19";"Agnieszka Katarzyna PASZYN - nr na liście 20";"Joanna NICIEJEWSKA - nr na liście 21";"Paweł MAJEWICZ - nr na liście 22";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Stanisław Adam ŻUK - nr na liście 1";"Tadeusz SAMBORSKI - nr na liście 2";"Mariola SZCZĘSNA - nr na liście 3";"Andrzej ROJEK - nr na liście 4";"Stanisław LASKOWSKI - nr na liście 5";"Artur Andrzej JURKOWSKI - nr na liście 6";"Zofia RAK - nr na liście 7";"Wiktor Marian PIOTROWSKI - nr na liście 8";"Bożena Maria BRZOZOWSKA - nr na liście 9";"Olga BURDYNA - nr na liście 10";"Maria WRONA - nr na liście 11";"Cecylia Ewa STANKIEWICZ - nr na liście 12";"Roman Edward SADOWSKI - nr na liście 13";"Stanisław GRZYB - nr na liście 14";"Waldemar Andrzej MATYS - nr na liście 15";"Romuald Piotr SALATA - nr na liście 16";"Marcin Karol KRASOWSKI - nr na liście 17";"Kazimiera Zofia TUCHOWSKA - nr na liście 18";"Mariusz Janusz IMIELSKI - nr na liście 19";"Bartosz ŁASICA - nr na liście 20";"Barbara OTROCIUK - nr na liście 21";"Eugenia BUKAT - nr na liście 22";"Stanisław GNAT - nr na liście 23";"Leszek Józef SUPIERZ - nr na liście 24";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Adam Józef LIPIŃSKI - nr na liście 1";"Elżbieta Barbara WITEK - nr na liście 2";"Marzena Anna MACHAŁEK - nr na liście 3";"Krzysztof Jan KUBÓW - nr na liście 4";"Wojciech Michał ZUBOWSKI - nr na liście 5";"Ewa Zofia SZYMAŃSKA - nr na liście 6";"Teresa ZEMBIK - nr na liście 7";"Adam BABUŚKA - nr na liście 8";"Józef RYPIŃSKI - nr na liście 9";"Szymon Marek POGODA - nr na liście 10";"Wojciech MARCINIAK - nr na liście 11";"Jacek KARWAN - nr na liście 12";"Andrzej KREDKOWSKI - nr na liście 13";"Jadwiga Barbara BUCIUTO - nr na liście 14";"Dagmara Helena GĘBORYS - nr na liście 15";"Kamila Dorota BRZOZOWSKA - nr na liście 16";"Agnieszka Ewa BADZIŃSKA - nr na liście 17";"Aurelia Barbara SADOWSKA-KOWALSKA - nr na liście 18";"Eurydyka Maria CZYRKO - nr na liście 19";"Ewa KWIATKOWSKA - nr na liście 20";"Łukasz Franciszek URBANOWICZ - nr na liście 21";"Dawid Łukasz SARBAK - nr na liście 22";"Dorota BOJAKOWSKA - nr na liście 23";"Wojciech Paweł LESZCZYK - nr na liście 24";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Małgorzata Helena SEKUŁA-SZMAJDZIŃSKA - nr na liście 1";"Robert Marcin OBAZ - nr na liście 2";"Kaja FILACZYŃSKA - nr na liście 3";"Ryszard ZBRZYZNY - nr na liście 4";"Damian PIĄTEK - nr na liście 5";"Krystyna Anna BURAKOWSKA - nr na liście 6";"Piotr Jerzy PACZÓSKI - nr na liście 7";"Joanna Magdalena ORZECHOWSKA - nr na liście 8";"Paweł GRYĆ - nr na liście 9";"Rafał MIARA - nr na liście 10";"Magdalena JANKOWSKA - nr na liście 11";"Dominika KRÓLEWIECKA-WALA - nr na liście 12";"Przemysław Mikołaj MAJEWICZ - nr na liście 13";"Mikołaj Adam BIDNYK - nr na liście 14";"Piotr Rafał KOHLMAN - nr na liście 15";"Rafał Krzysztof GŁUSZKO - nr na liście 16";"Paweł Adam BACZMAŃSKI - nr na liście 17";"Edyta Katarzyna PŁANETA-SIEWIERSKA - nr na liście 18";"Leszek Kazimierz GRZYB - nr na liście 19";"Alicja RAKSZEWSKA - nr na liście 20";"Magdalena JÓŹWIK - nr na liście 21";"Inez Jolanta BRYCZKOWSKA - nr na liście 22";"Daniel Radosław KOKO - nr na liście 23";"Sławomir Adam GADEK - nr na liście 24";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Adam Stanisław MYRDA - nr na liście 1";"Tomasz Andrzej GABRYSIAK - nr na liście 2";"Jacek KIEŁB - nr na liście 3";"Piotr Jan MIEDZIŃSKI - nr na liście 4";"Kazimierz JANIK - nr na liście 5";"Beata CASTAÑEDA TRUJILLO - nr na liście 6";"Piotr Kazimierz WANDYCZ - nr na liście 7";"Irena Ewa SZEFFS - nr na liście 8";"Rafał Krzysztof SALA - nr na liście 9";"Krzysztof Mirosław LEWICKI - nr na liście 10";"Aleksandra Marta TOBIASZ - nr na liście 11";"Maciej Jan CIEŚLA - nr na liście 12";"Emilia Janina SOBIESKA - nr na liście 13";"Artur Waldemar ZIELIŃSKI - nr na liście 14";"Dariusz Andrzej CZAJA - nr na liście 15";"Justyna Magdalena FOREMNA - nr na liście 16";"Bartosz Seweryn KUŚWIK - nr na liście 17";"Katarzyna Aneta GRZELAK - nr na liście 18";"Krzysztof Walery WITKOWSKI - nr na liście 19";"Jolanta Elżbieta KUSTROWSKA - nr na liście 20";"Stefan Adam ZAWIERUCHA - nr na liście 21";"Katarzyna Paula TYMIŃSKA - nr na liście 22";"Jadwiga Wacława SAŁADUCHA - nr na liście 23";"Kamil Norbert POLAK-SALOMON - nr na liście 24";"Liczba obwodów"
"020100";"bolesławiecki";"dolnośląskie";63780;69098;25168;38611;22;203;4;4;0;1;0;0;3;38610;3;2;38608;590;347;243;0;38018;7803;3821;860;853;251;407;64;226;47;65;93;49;60;69;96;37;308;83;23;19;9;53;99;19;192;2558;714;268;205;38;67;73;77;55;622;25;55;18;40;25;26;17;58;28;30;18;26;73;2741;728;352;283;169;57;50;117;36;87;456;43;42;45;46;11;15;10;16;9;103;7;12;10;37;16136;4076;2927;1230;605;160;1033;174;125;302;3499;171;156;534;49;46;104;80;90;44;235;55;152;120;169;6716;4585;182;266;146;157;45;55;93;59;53;79;62;26;13;10;543;19;87;43;40;33;14;63;43;2064;202;943;53;23;53;51;25;65;31;32;45;104;61;42;31;93;13;40;14;15;21;26;17;64;64
"020300";"głogowski";"dolnośląskie";62932;68354;21725;41207;34;215;2;2;0;0;0;0;2;41200;2;7;41193;452;299;153;0;40741;10657;1926;88;241;72;6125;1661;42;16;39;3;23;40;28;10;10;13;32;20;11;5;184;26;3;39;2154;547;393;209;49;35;52;77;30;467;17;32;16;19;10;18;7;38;24;14;15;18;67;2066;389;317;175;89;40;585;82;23;52;19;46;36;45;21;20;10;12;14;4;27;11;5;26;18;18041;2953;2070;143;394;10898;273;58;59;37;88;89;133;29;35;28;44;242;57;49;125;43;17;67;110;6799;3004;90;258;529;1688;51;19;67;26;56;70;27;34;9;134;8;12;141;22;33;22;275;29;195;1024;397;21;20;15;21;32;27;23;9;22;21;14;31;17;209;17;4;18;13;10;15;14;8;46;53
"020500";"jaworski";"dolnośląskie";36753;39924;14797;21955;39;105;2;2;0;0;0;0;2;21951;2;10;21941;341;253;88;0;21600;4623;1352;129;954;316;93;17;41;1446;31;11;9;20;10;12;14;15;32;9;42;5;15;25;4;21;1164;298;105;160;25;32;32;22;20;220;15;27;8;10;75;14;10;25;3;12;8;15;28;2208;194;502;79;43;890;9;22;68;14;14;27;11;259;11;3;11;7;14;0;10;4;3;2;11;10364;614;8755;201;68;22;176;20;69;78;38;37;24;19;15;17;45;11;25;9;48;9;7;24;33;2865;1701;108;162;54;67;10;16;30;24;18;46;16;9;6;6;10;466;18;15;15;14;5;22;27;376;90;12;43;12;5;13;0;3;90;8;9;2;13;7;6;6;4;10;7;4;7;10;5;10;39
"020600";"karkonoski";"dolnośląskie";46719;52104;16159;30557;60;2394;1;1;0;0;0;0;1;30557;1;1;30556;404;250;154;0;30152;10095;2364;4405;395;663;235;44;122;56;683;30;40;37;65;26;11;28;89;23;21;26;35;51;580;66;1828;430;116;99;21;135;323;57;46;339;21;22;21;20;11;19;9;26;19;12;17;18;47;2313;483;138;197;664;24;35;71;35;130;25;39;32;25;34;9;11;16;10;6;6;7;9;19;288;9540;2142;2054;2976;151;105;287;321;63;456;117;98;70;60;33;36;53;31;30;15;112;33;20;55;222;5851;3512;838;245;70;176;45;354;76;58;43;87;35;20;24;13;13;24;18;37;29;22;23;59;30;525;81;20;15;67;18;31;10;12;13;19;25;11;24;13;14;5;11;31;8;11;15;9;29;33;54
"020700";"kamiennogórski";"dolnośląskie";31926;34348;12964;18962;23;175;1;1;0;0;0;0;1;18958;1;0;18958;293;176;117;0;18665;6017;465;194;120;4920;39;17;22;16;40;12;13;6;19;7;8;6;30;8;7;4;12;28;5;19;988;275;79;76;23;35;31;32;25;230;12;10;9;17;16;5;3;28;10;5;15;18;34;881;257;65;88;59;24;23;41;15;21;16;31;12;29;34;89;9;11;5;2;9;2;6;8;25;7693;541;598;5430;53;47;83;29;29;50;90;29;30;25;6;480;20;12;13;9;43;23;7;21;25;2782;1864;119;113;262;70;20;15;50;17;41;38;15;12;6;9;8;22;4;17;10;13;6;21;30;304;48;7;8;11;13;18;6;3;5;5;13;7;13;21;6;4;13;13;4;3;49;9;3;22;32
"020900";"legnicki";"dolnośląskie";39199;42459;14730;24469;21;83;1;1;0;0;0;0;1;24467;1;2;24465;356;243;113;0;24109;4770;2030;130;1756;125;156;21;49;33;32;19;34;55;17;24;72;9;37;16;61;7;29;23;11;24;1454;383;138;153;33;36;39;46;25;303;67;22;10;18;19;7;19;14;5;29;29;15;44;2596;270;1714;106;75;28;30;43;12;26;19;70;26;21;38;22;12;15;19;4;14;3;3;11;15;11620;2717;3548;208;1514;88;1325;64;1142;92;83;41;296;51;20;18;62;32;42;17;95;20;19;47;79;2869;1580;113;264;167;91;38;15;85;30;39;39;29;14;152;8;13;15;37;23;20;22;5;21;49;800;261;24;127;7;15;62;11;10;8;14;15;101;20;7;11;15;8;9;9;6;12;15;5;28;46
"021000";"lubański";"dolnośląskie";39562;43635;15799;23763;29;534;0;0;0;0;0;0;0;23759;0;0;23759;331;212;119;0;23428;5978;1705;850;269;163;156;39;236;23;76;1767;17;39;34;36;11;25;56;13;19;289;27;31;23;74;1438;281;108;113;24;35;86;40;26;358;7;26;15;18;17;5;4;47;8;11;5;9;195;1846;510;84;182;144;34;22;244;17;46;28;18;19;25;25;11;12;28;10;7;330;11;6;13;20;9315;1620;1985;1281;208;70;364;1926;57;317;104;79;59;352;47;25;59;36;27;368;138;35;13;46;99;4242;3221;125;221;36;76;38;30;48;26;24;60;24;32;7;13;13;10;13;24;8;26;11;116;40;609;98;22;31;30;28;31;31;16;13;11;12;7;34;19;12;12;115;23;7;10;5;9;8;25;41
"021100";"lubiński";"dolnośląskie";75780;81539;24938;50840;49;200;2;2;0;0;0;0;2;50837;2;0;50837;503;350;153;0;50334;10339;6946;352;1028;160;492;73;86;28;36;21;88;364;57;20;26;19;54;119;37;10;48;200;12;63;2926;816;238;403;94;78;47;177;34;648;27;32;17;44;21;17;26;42;19;17;19;26;84;2322;579;521;249;121;46;46;87;20;43;49;116;153;33;27;18;10;74;16;12;19;12;6;30;35;24646;2548;5754;234;14021;144;476;78;87;66;111;202;149;77;25;18;57;53;150;34;135;23;14;73;117;7064;3626;209;482;1475;159;56;28;155;32;37;113;43;36;63;18;18;17;162;44;84;32;24;57;94;3037;1901;30;75;23;20;45;79;23;14;104;24;19;44;24;15;17;6;28;12;10;6;25;8;485;75
"021200";"lwówecki";"dolnośląskie";33574;36318;14777;18797;25;211;0;0;0;0;0;0;0;18796;0;1;18795;362;234;128;0;18433;3901;1195;1569;249;85;93;21;54;26;88;32;9;17;17;247;4;15;38;8;9;17;7;37;13;51;1168;269;108;64;20;62;138;27;34;265;9;11;12;21;11;8;6;24;21;5;5;13;35;2533;256;164;1331;270;22;18;239;16;34;34;16;15;19;19;6;5;22;2;4;10;4;5;6;16;7371;1716;1521;854;96;89;561;130;58;278;126;79;60;1234;17;20;65;27;36;94;72;110;18;48;62;2988;1866;163;158;33;57;18;29;43;30;21;31;28;9;7;3;23;8;12;18;8;6;13;397;7;472;71;33;16;11;28;14;7;49;7;13;18;18;32;15;14;12;33;13;12;4;5;10;2;35;40
"021600";"polkowicki";"dolnośląskie";43864;47759;16193;27672;42;137;1;1;0;0;0;0;1;27663;1;0;27663;458;316;142;0;27205;4742;2220;77;275;60;895;105;53;11;22;8;459;47;292;18;15;20;23;17;11;3;32;38;7;34;1704;367;135;161;242;28;34;63;27;403;13;22;13;31;13;8;8;28;11;13;5;9;70;1697;345;381;158;56;48;123;28;39;27;18;51;33;34;24;10;14;14;5;7;18;8;6;239;11;14858;1916;3791;194;4524;847;270;76;113;57;89;2058;384;22;23;14;48;42;66;24;145;21;15;53;66;3304;1601;82;185;579;168;37;13;71;16;21;77;23;105;10;24;12;16;76;14;17;26;32;43;56;900;450;14;30;16;15;20;75;17;8;14;11;13;23;9;30;16;9;17;3;16;12;37;6;39;43
"022500";"zgorzelecki";"dolnośląskie";65558;71395;26488;39076;44;451;1;1;0;0;0;0;1;39074;1;25;39049;595;414;181;0;38454;9075;2838;374;605;238;356;60;3792;58;87;51;24;23;53;78;29;41;86;16;18;28;26;55;14;125;2268;502;204;273;36;46;70;63;52;557;23;28;14;33;19;14;15;165;19;9;18;13;95;4003;2606;120;161;371;47;27;97;37;58;28;35;31;26;32;19;30;23;16;19;33;125;17;17;28;15921;3029;2539;4157;1126;141;515;215;78;383;235;183;94;413;979;50;151;70;70;25;155;67;27;1068;151;6104;4171;230;293;108;148;69;57;109;41;29;105;42;33;18;20;90;31;58;246;32;34;21;46;73;1083;132;46;37;21;209;31;14;25;29;28;84;22;60;24;31;27;9;73;61;11;13;26;17;53;83
