"TERYT Powiatu";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"OTT-RODAK Beata Maria - KW BEZPARTYJNI SAMORZĄDOWCY";"MICHALSKI Arkadiusz Leszek - KW BEZPARTYJNI SAMORZĄDOWCY";"SOBKOWIAK Kamil Paweł - KW BEZPARTYJNI SAMORZĄDOWCY";"POCHYLSKI Przemysław - KW BEZPARTYJNI SAMORZĄDOWCY";"PIECHOCKA Emilia Marta - KW BEZPARTYJNI SAMORZĄDOWCY";"MISZCZAK Michał Paweł - KW BEZPARTYJNI SAMORZĄDOWCY";"KOT Magdalena - KW BEZPARTYJNI SAMORZĄDOWCY";"HAJMAN Paweł - KW BEZPARTYJNI SAMORZĄDOWCY";"URBAŃSKI Adrian - KW BEZPARTYJNI SAMORZĄDOWCY";"CERANOWSKI Kamil - KW BEZPARTYJNI SAMORZĄDOWCY";"MICHALCZUK Alan Wojciech - KW BEZPARTYJNI SAMORZĄDOWCY";"STANILEWICZ Alicja Urszula - KW BEZPARTYJNI SAMORZĄDOWCY";"JUDYCKI Robert Antoni - KW BEZPARTYJNI SAMORZĄDOWCY";"IDZIAK Maria Magdalena - KW BEZPARTYJNI SAMORZĄDOWCY";"MADALIŃSKA Iga - KW BEZPARTYJNI SAMORZĄDOWCY";"SIKORA-LICHOCKA Irena - KW BEZPARTYJNI SAMORZĄDOWCY";"ADAMCZUK Iwona Maria - KW BEZPARTYJNI SAMORZĄDOWCY";"MALINOWSKI Kamil Mateusz - KW BEZPARTYJNI SAMORZĄDOWCY";"PASZYK Krzysztof Michał - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"LUBOŃSKI Adam Sławomir - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PAŁCZYŃSKI Piotr Tomasz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GDANIEC Rafał - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KRÓL Urszula - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"OGONOWSKA-CHROBROWSKA Honorata Anna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RUBACH Leszek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"LINKIEWICZ-MENDEL Agnieszka - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"OSTROWSKI Krzysztof Mariusz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"NAPIERAŁA Ryszard - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"WENDT Marek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BEJMA Małgorzata Anna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BEDNAREK Dominik Jan - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"NAWROT Lucyna Hanna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DEPTA Bernadeta - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MILER Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PIECHOWIAK Agnieszka Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MACIEJEWSKI Jarosław Zygmunt - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"STANDERSKI Dariusz Marian - KW NOWA LEWICA";"GRZECHOWIAK Agnieszka Magdalena - KW NOWA LEWICA";"NAJDER Jacek - KW NOWA LEWICA";"WILK-BARAN Anna Elżbieta - KW NOWA LEWICA";"BOCH Adam - KW NOWA LEWICA";"JÓZEFOWSKA Katarzyna - KW NOWA LEWICA";"PAWŁOWICZ Sebastian - KW NOWA LEWICA";"MANDES Elżbieta - KW NOWA LEWICA";"GBUR Dominik - KW NOWA LEWICA";"KUCHARCZYK Magdalena - KW NOWA LEWICA";"LUS Jan - KW NOWA LEWICA";"RUCKA Natalia Marta - KW NOWA LEWICA";"WITKOWSKI Dominik - KW NOWA LEWICA";"MINGE Natalia Ewa - KW NOWA LEWICA";"SKORUPA Janusz Artur - KW NOWA LEWICA";"MAJEWSKA Ewelina Barbara - KW NOWA LEWICA";"ŚLIWAK Stanisław Tomasz - KW NOWA LEWICA";"BOCIAN Kamil Bartosz - KW NOWA LEWICA";"CZARNECKI Krzysztof Władysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"PIECHOWIAK Grzegorz - KW PRAWO I SPRAWIEDLIWOŚĆ";"AJCHLER Zbigniew Czesław - KW PRAWO I SPRAWIEDLIWOŚĆ";"KOSOWSKA Dorota Katarzyna - KW PRAWO I SPRAWIEDLIWOŚĆ";"ZIELIŃSKI Michał Witold - KW PRAWO I SPRAWIEDLIWOŚĆ";"BANAŚ Dorota - KW PRAWO I SPRAWIEDLIWOŚĆ";"PORZUCEK Marcin Bartosz - KW PRAWO I SPRAWIEDLIWOŚĆ";"KUBICH Arkadiusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"MUZYKA Emilia - KW PRAWO I SPRAWIEDLIWOŚĆ";"KAPEJA Antoni - KW PRAWO I SPRAWIEDLIWOŚĆ";"ERENC-SZPEK Katarzyna - KW PRAWO I SPRAWIEDLIWOŚĆ";"CHMIELARZ Małgorzata - KW PRAWO I SPRAWIEDLIWOŚĆ";"PIOSIK Maria Jolanta - KW PRAWO I SPRAWIEDLIWOŚĆ";"KOŁODZIEJEWSKA Julia Kinga - KW PRAWO I SPRAWIEDLIWOŚĆ";"WILCZAK Anna Bronisława - KW PRAWO I SPRAWIEDLIWOŚĆ";"BILIŃSKI Sławomir - KW PRAWO I SPRAWIEDLIWOŚĆ";"BUCHWALD Dominika Anna - KW PRAWO I SPRAWIEDLIWOŚĆ";"FLEMING Bogdan Włodzimierz - KW PRAWO I SPRAWIEDLIWOŚĆ";"PRZEBITKOWSKI Ziemowit - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"GARLICKI Damian Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WAWRZYNIAK Piotr Bogusław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SKUPIN Jacek Tomasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SZKUDLARZ Jarosław Kazimierz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SUJKA Piotr Maria - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SEMCZUK Patryk - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"PIWOWARSKA Aleksandra Marika - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"OSZMIAN Joanna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"PRASEK Mariusz Adam - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WYTRZYSZCZEWSKI Marcin - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"TOMKOWIAK Krystyna Maria - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KUFFEL Anna Marzena - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"OLECH Adam - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOWALIK Iwona Katarzyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOS Radosław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KNOP Anna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZIEMSKA Barbara - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"RUTNICKI Jakub Adam - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JANYSKA Maria Małgorzata - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"GŁOWSKI Piotr Krzysztof - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MAGDA Marta Anna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SZOPIŃSKI Henryk Marian - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"CZOPEK Ewa - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WOŹNIAK Katarzyna Anna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"RENN Przemysław Piotr - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"URBAŃSKI Adrian - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PRZYBYLAK Michał - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SZYMCZAK Filip Janusz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SZUKAJŁO Wioletta Agnieszka - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KUŁAKOWSKA Magdalena Jadwiga - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KOZICZ Aleksander - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"FLORYSIAK Małgorzata Maria - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ERENC Szymon Piotr - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MATUSIAK Tomasz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"GÓRNY Sławomir Jan - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WOŹNIAK-HOFFMANN Marta - KW POLSKA JEST JEDNA";"NURCZYK Krzysztof - KW POLSKA JEST JEDNA";"DEUTER Ewa - KW POLSKA JEST JEDNA";"PIEŚCIKOWSKI Sławomir Krzysztof - KW POLSKA JEST JEDNA";"JANISZEWSKA Halina Dorota - KW POLSKA JEST JEDNA";"JASIK-BURY Marzena Barbara - KW POLSKA JEST JEDNA";"WÓJCIK Barbara - KW POLSKA JEST JEDNA";"FENGER Magdalena - KW POLSKA JEST JEDNA";"KACAŁA Damian Radosław - KW POLSKA JEST JEDNA";"ŁUCZAK Adam - KW POLSKA JEST JEDNA";"BIAŁKOWSKI Artur Jan - KW POLSKA JEST JEDNA";"BERNACZYK Bartłomiej Longin - KW POLSKA JEST JEDNA";"FOIŃSKA Monika - KW POLSKA JEST JEDNA";"STAROSTA Piotr Tadeusz - KW POLSKA JEST JEDNA"
300100;"chodzieski";"wielkopolskie";45;45;57;21;601;19;53;6;38;72;100;8;8;5;8;13;24;3;6;21;1581;574;255;80;315;57;31;66;36;71;60;141;50;68;65;816;228;60;678;427;120;107;46;75;50;178;30;91;28;42;38;62;11;66;5;60;1550;1138;164;139;112;217;2260;71;65;37;23;35;43;386;165;22;14;28;597;335;89;58;79;35;59;71;26;14;9;11;49;18;28;24;20;55;1921;2611;1032;516;199;131;132;59;1953;239;45;38;63;5;22;17;29;50;162;26;19;14;18;6;30;15;8;16;9;0;9;14
300200;"czarnkowsko-trzcianecki";"wielkopolskie";82;82;116;50;62;46;64;18;79;16;23;13;14;17;9;21;23;15;20;52;3351;1058;338;105;486;68;58;143;79;137;46;134;204;464;38;99;384;149;1164;634;172;134;107;122;84;73;124;100;41;78;50;87;23;77;15;120;8730;897;531;862;221;498;1393;69;84;47;18;25;48;49;36;215;28;56;1200;337;357;65;120;45;82;108;63;25;33;19;93;46;39;62;45;201;3102;8700;658;770;117;261;162;37;103;183;87;845;52;13;22;43;60;67;260;66;79;112;29;13;41;15;7;26;6;4;22;146
300500;"grodziski";"wielkopolskie";32;32;73;44;32;12;38;19;60;24;26;7;8;8;3;24;28;11;12;34;1584;266;317;96;404;73;195;1028;50;259;42;89;88;84;34;102;231;123;490;246;60;63;724;75;44;45;18;229;14;32;54;106;9;35;13;45;3151;898;447;377;1177;481;1508;82;171;54;27;67;233;72;77;46;116;59;922;245;165;57;74;55;92;98;114;37;24;21;71;41;37;31;44;65;4015;368;122;501;43;105;110;29;53;250;303;24;28;4;32;18;104;1468;283;38;27;27;27;9;32;15;1;34;7;7;20;41
301400;"międzychodzki";"wielkopolskie";27;27;55;22;26;14;37;5;48;3;7;11;3;8;11;17;19;2;7;25;1029;167;114;31;222;769;33;64;30;145;100;46;36;57;14;51;122;36;394;258;58;60;18;36;48;32;14;44;10;52;14;74;964;42;9;34;1459;396;1512;149;717;164;469;25;251;11;11;14;46;22;17;11;20;40;493;201;83;27;51;22;32;44;56;12;10;23;25;20;17;13;25;27;5319;204;44;979;16;40;31;10;11;39;45;9;7;5;13;63;12;20;121;18;12;7;23;5;26;5;3;18;13;0;7;17
301500;"nowotomyski";"wielkopolskie";56;56;148;70;33;20;75;15;91;25;17;19;6;21;6;27;29;8;7;39;2392;464;321;79;485;89;103;235;48;1186;101;89;71;153;31;110;266;93;781;459;76;100;151;127;240;55;35;158;13;72;32;171;20;49;10;63;4241;1222;625;360;875;732;2316;89;136;45;20;55;219;59;59;42;50;72;1175;446;174;65;64;47;90;134;122;27;23;23;60;103;35;27;71;64;14700;346;84;429;39;71;70;20;29;234;154;18;17;7;18;14;926;79;318;61;34;24;33;17;44;18;7;58;23;12;23;27
301600;"obornicki";"wielkopolskie";66;66;239;27;36;29;32;18;53;10;11;11;7;10;7;21;20;4;10;33;5575;249;253;60;265;43;41;66;600;90;21;101;41;54;21;41;120;32;1257;506;116;97;106;76;58;36;29;63;15;56;36;67;9;54;6;74;2397;467;395;211;2949;540;977;26;91;15;239;27;70;43;33;30;29;43;941;214;132;48;61;48;42;79;127;21;27;26;51;64;41;36;36;101;6733;971;201;338;68;160;792;55;57;170;68;27;27;14;32;31;19;50;377;31;14;14;21;17;29;15;9;11;8;1;20;19
301900;"pilski";"wielkopolskie";118;118;118;80;48;158;225;56;108;33;49;19;16;47;152;32;57;21;25;44;3106;4100;440;959;596;92;60;118;62;163;49;147;79;110;392;133;462;311;1976;946;146;199;144;207;82;98;59;167;418;119;60;132;31;129;52;455;3237;3768;509;537;169;1038;9132;425;167;1191;14;54;125;150;48;46;37;66;1699;1484;293;65;153;135;394;158;67;63;38;38;93;38;63;45;40;126;3048;5247;12495;893;1026;827;210;55;154;649;75;95;254;38;40;16;64;87;615;78;61;52;78;18;72;13;24;36;16;4;18;35
302400;"szamotulski";"wielkopolskie";62;62;170;60;46;17;88;29;103;24;25;18;7;16;10;45;41;20;22;144;3884;659;391;120;844;162;75;167;89;313;611;139;108;155;71;135;391;122;1307;740;149;394;132;141;110;87;53;137;28;122;51;189;19;91;11;112;3667;1294;2278;355;3383;614;1493;60;176;42;40;67;96;78;68;60;299;90;1443;370;200;87;106;67;84;172;178;33;22;98;88;73;30;35;48;138;16668;1482;161;925;76;198;160;82;69;133;68;43;43;11;35;707;42;65;482;72;38;21;33;30;43;21;7;98;118;7;18;32
302800;"wągrowiecki";"wielkopolskie";77;77;100;48;29;28;50;23;61;23;23;8;12;12;7;24;18;4;20;38;1810;239;2571;74;295;41;40;89;37;107;28;1550;56;67;50;147;487;82;575;1827;273;83;65;83;46;66;20;71;21;43;49;75;16;78;16;86;4099;1216;339;387;341;573;2829;96;169;44;38;205;65;96;55;54;40;524;1042;232;147;58;155;59;73;133;44;26;32;42;100;45;31;39;27;132;3954;2064;389;532;130;212;219;2414;92;222;57;49;55;25;115;38;47;86;259;30;24;18;29;8;45;13;84;17;7;7;30;22
302900;"wolsztyński";"wielkopolskie";47;47;125;41;55;8;70;22;75;15;31;9;9;11;10;32;26;6;25;47;1922;288;241;78;490;81;2115;243;50;131;37;104;62;88;25;91;202;120;630;372;70;83;100;109;81;58;36;74;21;63;171;115;20;69;7;62;2917;942;339;324;775;406;2272;93;166;43;20;46;838;65;39;56;49;55;1127;297;132;76;94;55;82;94;105;24;24;27;44;97;34;37;200;54;6229;377;130;696;36;128;125;22;50;61;1480;27;26;10;17;13;42;106;275;51;39;26;18;12;39;19;6;21;9;3;12;30
303100;"złotowski";"wielkopolskie";71;71;83;330;20;25;48;20;70;12;22;38;13;9;15;22;26;9;32;28;1408;660;222;216;822;63;49;88;55;79;41;76;85;74;95;82;248;665;626;397;101;96;68;522;57;47;33;87;30;48;34;54;5;68;26;97;1972;884;221;296;163;2308;3644;83;83;408;14;27;45;63;41;32;41;36;931;378;185;55;88;54;94;98;42;29;23;10;94;26;66;32;19;126;1380;1222;751;498;6513;186;144;24;90;170;65;46;57;447;40;11;42;56;184;207;22;24;44;13;40;13;4;16;9;2;7;20
