"TERYT Powiatu";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"ZAKRZEWSKI Łukasz - KW BEZPARTYJNI SAMORZĄDOWCY";"DZICZEK Krzysztof Andrzej - KW BEZPARTYJNI SAMORZĄDOWCY";"WASILEWSKI Piotr - KW BEZPARTYJNI SAMORZĄDOWCY";"BRZOZOWSKA Urszula Agnieszka - KW BEZPARTYJNI SAMORZĄDOWCY";"NOWIERSKI Adrian Norbert - KW BEZPARTYJNI SAMORZĄDOWCY";"SADOWSKA Beata - KW BEZPARTYJNI SAMORZĄDOWCY";"MARCINIAK Urszula - KW BEZPARTYJNI SAMORZĄDOWCY";"SZTEJTER Agnieszka Ewa - KW BEZPARTYJNI SAMORZĄDOWCY";"ŻYWICKI Wiesław Jan - KW BEZPARTYJNI SAMORZĄDOWCY";"JASEK Mirosława - KW BEZPARTYJNI SAMORZĄDOWCY";"GRABOWSKI Jerzy - KW BEZPARTYJNI SAMORZĄDOWCY";"BAKIEWICZ Agnieszka - KW BEZPARTYJNI SAMORZĄDOWCY";"DĄBROWSKI Mirosław - KW BEZPARTYJNI SAMORZĄDOWCY";"KRUPA Jan - KW BEZPARTYJNI SAMORZĄDOWCY";"MIERZEJEWSKI Marcin - KW BEZPARTYJNI SAMORZĄDOWCY";"MLENKO Krzysztof Jacek - KW BEZPARTYJNI SAMORZĄDOWCY";"WOJSŁAW Elżbieta - KW BEZPARTYJNI SAMORZĄDOWCY";"KAMIONKA Agnieszka - KW BEZPARTYJNI SAMORZĄDOWCY";"SULEJ Marianna - KW BEZPARTYJNI SAMORZĄDOWCY";"LESZCZEWICZ Waldemar Władysław - KW BEZPARTYJNI SAMORZĄDOWCY";"PASŁAWSKA Urszula Stefania - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"NIEMCZYCKI Ignacy Krzysztof - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"JASKULSKA Sylwia Monika - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KOSIOREK Sebastian Bolesław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KRÓL Radosław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KEMPA Robert Waldemar - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BĄKOWSKA Maria Anna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"TRUPACZ Mariusz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PIWOWARCZYK Marcin Marian - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KIMBAR Andrzej - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SZAŁKO Agnieszka - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PAWLAK Robert - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"WISOWATY Bogusław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"CZUBIŃSKA Grażyna Jolanta - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ANDRZEJEWSKI Jarosław Arkadiusz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KRZEMIŃSKI Radosław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ŁABANOWSKA Joanna Magdalena - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"NOWICKA Sylwia - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"CZEPIELINDA Krzysztof - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KOTOWSKI Marcin - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KULASEK Marcin Robert - KW NOWA LEWICA";"GRUCELA Bartosz - KW NOWA LEWICA";"PRZYŁUSKA Bożena Marta - KW NOWA LEWICA";"MICHNIK Łukasz - KW NOWA LEWICA";"ASZKIEŁOWICZ Mieczysław - KW NOWA LEWICA";"MATUSZEWSKA-BORUC Małgorzata Emilia - KW NOWA LEWICA";"BOCZAR Beata - KW NOWA LEWICA";"DRACEWICZ Dariusz Cezary - KW NOWA LEWICA";"BOLIK-KUN Anna Agnieszka - KW NOWA LEWICA";"PIENIAK Jarosław - KW NOWA LEWICA";"JANKOWSKA Ewa Bożena - KW NOWA LEWICA";"OLKOWSKA-KASJAN Małgorzata - KW NOWA LEWICA";"LESKA Arkadiusz Karol - KW NOWA LEWICA";"HADZIEWICZ Irena Krystyna - KW NOWA LEWICA";"PYSZNA Malwina Maria - KW NOWA LEWICA";"RUTKOWSKI Bartłomiej - KW NOWA LEWICA";"POPIELARZ Małgorzata - KW NOWA LEWICA";"PACYNO Piotr - KW NOWA LEWICA";"NADOLNA Janina - KW NOWA LEWICA";"NALAZEK Ireneusz Mariusz - KW NOWA LEWICA";"CIESZYŃSKI Janusz Antoni - KW PRAWO I SPRAWIEDLIWOŚĆ";"CHOJECKI Artur Henryk - KW PRAWO I SPRAWIEDLIWOŚĆ";"ARENT Iwona Ewa - KW PRAWO I SPRAWIEDLIWOŚĆ";"POBOŻY Błażej Leszek - KW PRAWO I SPRAWIEDLIWOŚĆ";"SEMENIUK-PATKOWSKA Olga Ewa - KW PRAWO I SPRAWIEDLIWOŚĆ";"MAŁECKI Jerzy Wojciech - KW PRAWO I SPRAWIEDLIWOŚĆ";"KOSSAKOWSKI Wojciech - KW PRAWO I SPRAWIEDLIWOŚĆ";"CZEMIEL Paweł - KW PRAWO I SPRAWIEDLIWOŚĆ";"ULEWICZ Bożenna - KW PRAWO I SPRAWIEDLIWOŚĆ";"ŻUCHOWSKI Henryk - KW PRAWO I SPRAWIEDLIWOŚĆ";"BUKOWSKA Beata Anna - KW PRAWO I SPRAWIEDLIWOŚĆ";"CYBULSKI Wojciech - KW PRAWO I SPRAWIEDLIWOŚĆ";"REMBA-KARDASIŃSKA Małgorzata Urszula - KW PRAWO I SPRAWIEDLIWOŚĆ";"SZOSTAK Izabela Kamila - KW PRAWO I SPRAWIEDLIWOŚĆ";"MICKIEWICZ Jan Wojciech - KW PRAWO I SPRAWIEDLIWOŚĆ";"JUCHNIEWICZ Andrzej - KW PRAWO I SPRAWIEDLIWOŚĆ";"KOBYLIŃSKA Zdzisława Marianna - KW PRAWO I SPRAWIEDLIWOŚĆ";"PRUSACZYK Sławomir - KW PRAWO I SPRAWIEDLIWOŚĆ";"KRYSIUK Jan - KW PRAWO I SPRAWIEDLIWOŚĆ";"SZMIT Jerzy - KW PRAWO I SPRAWIEDLIWOŚĆ";"LISIECKI Piotr Cezary - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"OWSIANIK Tomasz Jan - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WYRĘBEK Andrzej Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WYSOCKI Kamil Michał - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BORKOWSKA Agnieszka Halina - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BAGIŃSKA Beata - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"DUDA-BEJNAROWICZ Aneta - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZBICIAK Łukasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KARPIŃSKI Ignacy - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"GOŁĘBIEWSKA Paulina - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"OLSZTYN Stanisław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"LIPKA Emilia Maria - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"PANASIEWICZ Cecylia Dorota - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WOJCIECHOWSKI Michał Jerzy - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"DĘBKOWSKA Agnieszka Anna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BARTKOWIAK Sławomir Artur - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"GRABOWSKA Natalia - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KITA Agnieszka Justyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZIELIŃSKA Justyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"CHĘTNIK Marek - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"CICHOŃ Janusz Władysław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WOJCIECHOWSKA Anna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PAPKE Paweł - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ŚLĄSKA-ZYŚK Wioletta - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PAMPUCH Mirosław Józef - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SOBIECH Katarzyna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WYPIJ Michał Piotr - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"LEWKOWICZ Magdalena - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"OFIERSKA Małgorzata Dorota - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"HOMZA Zbigniew Mirosław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"OLSZEWSKI Wacław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"CHMIELIŃSKI Igor - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WROCHNA Ewa Joanna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ŻULCZYK Wojciech - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KIEŁCZEWSKA Aleksandra Anna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"GLINKA Adrian Mateusz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KOT Anna Weronika - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SZPEJEWSKA Jolanta - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WIELGAT Marta - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WRÓBEL Maciej Stanisław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JASKOWSKI Zbigniew - KW POLSKA JEST JEDNA";"KULCZYK Joanna - KW POLSKA JEST JEDNA";"ŻBIKOWSKI Wojciech - KW POLSKA JEST JEDNA";"ROPIAK Sabina Agnieszka - KW POLSKA JEST JEDNA";"GŁOWIŃSKA Danuta - KW POLSKA JEST JEDNA";"ŁUKASZUK Adam - KW POLSKA JEST JEDNA";"CHRZANOWSKI Bogdan - KW POLSKA JEST JEDNA";"HODKOWSKA Bogusława - KW POLSKA JEST JEDNA";"ZAPERT Michał Marcin - KW POLSKA JEST JEDNA";"KOCIMSKA Barbara - KW POLSKA JEST JEDNA";"ŚWITAJ Zenon - KW POLSKA JEST JEDNA";"CĘDROWSKA Jolanta Anna - KW POLSKA JEST JEDNA";"JĘDRZEJCZYK Roman - KW POLSKA JEST JEDNA";"MICHALCZYK Michał - KW POLSKA JEST JEDNA"
280500;"ełcki";"warmińsko-mazurskie";58;58;202;35;40;64;18;73;35;49;12;6;27;22;24;28;15;5;28;30;15;13;1267;249;200;955;318;56;84;83;89;16;120;45;1340;39;448;17;59;104;21;117;579;110;270;68;21;43;73;950;33;22;56;26;20;17;34;26;166;12;24;20;1453;306;507;1823;1115;361;7058;436;104;56;121;740;37;92;60;25;87;35;24;71;1013;114;138;824;479;114;40;44;57;57;35;39;30;75;35;43;25;24;69;46;931;8757;734;89;80;134;308;91;27;245;62;25;22;22;54;17;105;18;109;113;363;54;19;11;25;13;17;12;14;11;7;142;10;24
280600;"giżycki";"warmińsko-mazurskie";54;54;296;23;39;46;27;44;35;18;11;10;24;17;15;46;15;1;13;16;33;17;1073;219;137;46;1532;763;64;33;40;28;109;53;34;50;35;25;29;111;14;82;680;132;311;68;24;56;84;22;56;30;76;17;10;18;64;89;29;16;40;41;1995;649;1077;820;1039;332;868;73;144;125;108;92;34;324;73;241;94;52;145;269;778;65;120;157;98;93;58;32;41;61;45;39;17;39;11;31;24;15;30;29;1360;895;1410;135;61;140;568;121;21;338;46;21;18;13;38;28;76;10;34;4273;175;42;19;16;13;8;10;6;2;7;6;25;5;25
280800;"kętrzyński";"warmińsko-mazurskie";60;60;135;21;27;34;12;45;34;16;14;25;12;19;16;42;11;2;13;21;18;10;2297;308;159;65;187;43;52;19;86;38;86;120;8;47;31;28;43;86;19;87;701;89;195;67;32;41;64;15;38;397;30;13;16;432;40;32;34;12;26;15;1757;1198;1768;384;1349;484;315;64;155;189;186;108;29;116;594;79;77;44;25;607;607;62;71;118;75;73;369;38;37;56;73;36;9;27;15;20;17;8;25;23;1426;534;1330;100;40;114;295;171;16;1928;24;18;15;7;7;14;41;12;493;2214;141;55;23;16;14;8;11;6;5;14;9;9;7;37
281000;"mrągowski";"warmińsko-mazurskie";49;49;126;103;18;42;7;44;17;17;10;4;18;17;20;11;15;2;15;16;10;11;1471;636;307;50;81;41;60;44;540;24;54;41;12;46;11;9;25;74;461;82;434;100;196;51;27;54;76;10;26;17;44;16;14;26;133;20;38;5;47;36;1367;803;888;418;939;242;534;62;117;125;120;140;36;111;49;14;43;1357;20;287;678;103;149;114;86;49;40;18;40;58;73;38;17;29;10;25;18;7;39;21;1448;786;1245;481;51;176;474;2729;24;176;31;34;13;12;23;33;44;18;22;281;89;28;283;9;6;2;17;2;17;7;17;6;17;9
281100;"nidzicki";"warmińsko-mazurskie";37;37;81;7;12;36;1;34;15;7;7;8;9;8;7;11;12;6;4;18;7;9;845;122;330;48;73;31;83;17;26;41;47;46;8;27;22;23;25;61;4;94;474;74;132;51;15;23;53;8;16;14;36;9;8;5;23;14;18;7;12;18;1055;1201;1090;412;1110;194;131;43;76;177;139;51;506;81;45;27;37;23;12;132;467;49;93;64;62;37;10;31;16;45;71;25;8;27;5;17;13;12;16;24;1017;365;1033;162;41;61;110;44;63;14;10;16;20;675;12;20;30;24;5;199;66;70;20;9;5;6;2;5;4;3;5;6;4;18
281300;"olecki";"warmińsko-mazurskie";34;34;81;10;24;32;11;36;19;17;6;2;9;11;10;6;4;2;3;12;3;6;506;100;105;59;169;30;36;15;23;17;38;31;33;15;18;10;879;38;3;55;228;37;138;34;12;25;44;24;16;6;43;16;3;6;19;26;26;5;11;4;1031;285;351;549;597;383;1545;63;113;110;60;87;16;89;36;39;24;13;31;82;507;48;38;138;45;64;15;12;28;45;21;24;14;22;12;26;24;8;22;21;427;541;403;29;39;57;88;46;7;21;2195;13;10;9;8;11;209;7;21;57;146;26;13;3;2;9;13;2;3;4;6;8;6;9
281400;"olsztyński";"warmińsko-mazurskie";153;153;303;65;62;107;17;131;52;34;98;16;28;35;22;44;52;17;30;42;38;31;7222;1080;829;131;311;81;224;64;128;123;176;98;27;79;79;78;101;198;34;761;2261;535;707;531;315;139;169;43;67;70;121;75;30;38;79;53;70;53;59;140;3709;3747;3922;1370;1743;343;334;137;370;322;389;159;70;282;123;86;443;105;51;1106;2062;256;527;236;196;128;73;116;63;142;366;68;44;72;38;54;68;34;58;142;7092;1505;6593;1294;985;304;1768;211;601;119;71;61;766;80;60;84;128;72;64;633;330;219;44;58;45;33;24;19;14;15;19;17;17;94
281600;"piski";"warmińsko-mazurskie";46;46;117;236;35;38;12;51;16;18;7;8;10;7;21;14;6;4;12;13;12;16;1239;151;165;62;111;13;48;1364;88;14;35;28;97;21;15;14;24;64;5;61;380;84;197;75;13;25;58;24;23;18;50;15;15;9;30;29;28;7;106;6;986;332;438;852;1274;5831;783;59;86;45;126;95;39;80;55;20;31;33;21;110;648;78;91;224;93;101;33;24;35;53;46;36;11;38;27;27;33;21;29;30;773;906;557;2129;59;1395;155;34;16;33;11;23;7;12;10;10;40;11;23;74;153;40;30;7;7;13;12;0;12;3;5;11;5;21
281700;"szczycieński";"warmińsko-mazurskie";84;84;140;39;18;61;13;65;21;17;13;10;15;18;11;20;25;6;10;25;18;12;2239;281;2829;56;98;35;62;21;47;456;50;45;7;25;15;15;24;86;8;89;646;179;259;84;23;43;447;6;30;21;63;24;552;8;45;18;34;15;23;22;1969;1653;1270;1845;1250;228;274;75;152;2864;171;58;84;147;91;26;116;75;46;279;1055;111;134;169;89;69;34;30;48;46;118;62;13;64;25;47;32;16;158;31;2463;622;1514;300;83;121;820;58;28;27;32;1873;39;108;19;18;40;343;26;204;154;56;36;12;17;12;18;77;63;17;12;10;6;47
281800;"gołdapski";"warmińsko-mazurskie";25;25;48;6;202;28;1;18;9;54;5;1;6;1;3;4;4;5;3;4;7;5;634;113;80;47;109;22;34;7;26;9;48;19;10;14;14;12;530;22;6;36;284;52;76;27;7;24;29;3;15;8;147;10;4;4;8;10;15;4;10;5;622;513;194;614;458;150;304;36;88;31;48;57;14;64;23;786;15;5;16;48;278;32;26;57;40;42;17;9;20;17;24;9;9;8;7;9;8;9;29;9;576;994;778;42;41;55;111;48;9;155;53;8;7;6;16;8;401;6;8;173;79;16;9;1;2;5;0;4;1;3;3;3;1;4
281900;"węgorzewski";"warmińsko-mazurskie";29;29;82;7;20;18;3;11;23;9;4;1;7;3;6;21;2;1;2;7;23;8;653;77;86;16;99;36;15;13;48;15;687;17;6;2;11;11;12;25;2;41;263;44;82;33;10;20;29;13;318;13;17;8;5;9;11;13;5;6;6;7;593;513;315;331;466;348;248;32;58;30;141;37;20;97;40;47;19;3;18;263;280;32;38;45;29;31;31;15;12;13;27;11;1;13;6;7;11;6;16;13;680;336;560;40;26;68;142;55;14;384;44;8;4;11;395;8;35;8;16;209;63;19;6;0;6;3;4;4;2;1;3;10;4;18
286200;"Olsztyn";"warmińsko-mazurskie";101;101;436;75;87;176;15;125;69;33;32;24;43;43;31;40;64;8;33;42;60;46;7546;2263;996;218;492;96;408;84;138;99;194;128;34;104;62;145;104;262;38;1866;4584;1592;1559;1258;144;326;200;36;80;57;130;97;32;48;144;63;70;119;67;257;4107;6218;4855;1352;2843;328;287;87;431;154;161;117;67;205;90;66;142;64;35;2027;2847;471;771;276;264;119;62;193;82;104;594;69;30;113;39;47;43;28;54;164;14163;2587;10866;2811;804;516;3515;356;152;187;63;97;236;114;97;288;266;75;126;1407;401;384;73;78;45;43;32;14;20;17;20;23;14;142
