"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"WIŚNIOWSKA Agata Katarzyna - KW BEZPARTYJNI SAMORZĄDOWCY";"MAŁECKI Zbigniew Paweł - KW BEZPARTYJNI SAMORZĄDOWCY";"BOŽIČEVIĆ-STĘPIEŃ Andrea - KW BEZPARTYJNI SAMORZĄDOWCY";"MIZIOŁEK Natalia Emilia - KW BEZPARTYJNI SAMORZĄDOWCY";"ZIMIRSKI Michał Tomasz - KW BEZPARTYJNI SAMORZĄDOWCY";"WRONA Anna Dorota - KW BEZPARTYJNI SAMORZĄDOWCY";"DUDZIAK Alicja Józefa - KW BEZPARTYJNI SAMORZĄDOWCY";"KOBIAŁKA-PROSZEK Iwona Dorota - KW BEZPARTYJNI SAMORZĄDOWCY";"WILCZYŃSKI Adam - KW BEZPARTYJNI SAMORZĄDOWCY";"TOCKI Dariusz Paweł - KW BEZPARTYJNI SAMORZĄDOWCY";"PALCZEWSKA Katarzyna Helena - KW BEZPARTYJNI SAMORZĄDOWCY";"NOWICKI Łukasz Kacper - KW BEZPARTYJNI SAMORZĄDOWCY";"ŻUCHOWSKI Franciszek Piotr - KW BEZPARTYJNI SAMORZĄDOWCY";"WNĘTRZAK Jakub Leszek - KW BEZPARTYJNI SAMORZĄDOWCY";"GARUS Szymon Jakub - KW BEZPARTYJNI SAMORZĄDOWCY";"JANIK Katarzyna Iwona - KW BEZPARTYJNI SAMORZĄDOWCY";"ŚLIZ Paweł Marek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"OSTROWSKI Maciej Tadeusz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SZYMECZKO Monika Katarzyna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"TURCHAN Konrad Antoni - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GAJOWY Marek Przemysław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BRANDYS Genowefa - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PSTRUSIŃSKI Przemysław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"THEN Rafał Andrzej - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GÓRA Bożena Krystyna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KLIMA Maciej Tomasz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BYLICA Zbigniew Waldemar - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"WĄDRZYK Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KURNIK Sławomir Jan - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KUSAK Dorota Grażyna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GERLACH-SEWIOŁO Małgorzata - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BABIEC Jarosław Adam - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KOBIELUSZ Paweł Bernard - KW NOWA LEWICA";"BROŻEK Dominika Maria - KW NOWA LEWICA";"JEZIERSKI Paweł Stanisław - KW NOWA LEWICA";"RAUCH Jan Zbigniew - KW NOWA LEWICA";"DASZKIEWICZ Edyta Małgorzata - KW NOWA LEWICA";"MASTEK Elżbieta Maria - KW NOWA LEWICA";"BĘBENEK Sławomir Andrzej - KW NOWA LEWICA";"CHACHURSKA Agata Barbara - KW NOWA LEWICA";"POŁĄCARZ Bogdan Stanisław - KW NOWA LEWICA";"SARLEJ Wit Mateusz - KW NOWA LEWICA";"BULIŃSKI Maciej Stefan - KW NOWA LEWICA";"KAJDAS Dorota Ewa - KW NOWA LEWICA";"WARZECHA Tomasz Arkadiusz - KW NOWA LEWICA";"GŁUC Marta Krystyna - KW NOWA LEWICA";"SMAGAŁA Justyna Agata - KW NOWA LEWICA";"CUBER Bogdan Grzegorz - KW NOWA LEWICA";"BOCHENEK Rafał Paweł - KW PRAWO I SPRAWIEDLIWOŚĆ";"KRYSTIAN Mariusz Tomasz - KW PRAWO I SPRAWIEDLIWOŚĆ";"GIBAS Iwona Józefa - KW PRAWO I SPRAWIEDLIWOŚĆ";"KMITA Łukasz Marek - KW PRAWO I SPRAWIEDLIWOŚĆ";"KACZYŃSKI Filip Roman - KW PRAWO I SPRAWIEDLIWOŚĆ";"POLAK Marek Władysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"KUROWSKI Władysław Michał - KW PRAWO I SPRAWIEDLIWOŚĆ";"KOZIK Krzysztof Janusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"KAWA Danuta - KW PRAWO I SPRAWIEDLIWOŚĆ";"NADZIEJA-SZPILA Beata Janina - KW PRAWO I SPRAWIEDLIWOŚĆ";"HAJOS Sławomir Paweł - KW PRAWO I SPRAWIEDLIWOŚĆ";"SIKORA Małgorzata Agnieszka - KW PRAWO I SPRAWIEDLIWOŚĆ";"KASPRZYCKA Stanisława Marzena - KW PRAWO I SPRAWIEDLIWOŚĆ";"KASPEREK Krzysztof - KW PRAWO I SPRAWIEDLIWOŚĆ";"KOŁACZ Ewa - KW PRAWO I SPRAWIEDLIWOŚĆ";"JURZAK Jarosław Ludwik - KW PRAWO I SPRAWIEDLIWOŚĆ";"WILCZYŃSKI Bartosz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KRAWCZYK Emil Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"NOWAKOWSKI Łukasz Bartosz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"CHMIEL Dariusz Bogdan - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MALINA Tomasz Łukasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"CZAJKA Wojciech Andrzej - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MREŃCA Tomasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KRAWIEC Dawid Norbert - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOWNACKA Irena - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"PAPIEŻ Angelika Gabriela - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"URBAŃSKI Jakub - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ADAMSKA Beata - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SAK Justyna Katarzyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SZCZEPANIEC Ewelina - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SIŁUSZYK Sylwia Małgorzata - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"PIECHOTA Piotr Bogdan - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"NIEDZIELA Dorota - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SOWA Marek Jan - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JAWORSKA-NOWAK Joanna Ewa - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"GĘBALA Bartłomiej Łukasz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"TOMAL Józef Wojciech - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SZPAK Jagoda Maria - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MIECZYŃSKI Dominik Jan - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"LUBERDA Jan - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JEWUŁA Marzena Elżbieta - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"DYDUCH Janusz Kazimierz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"STAWICKI Andrzej Stanisław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"BLIŹNIAK Katarzyna Elżbieta - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"POGAN Krystian Kamil - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"VAN DE LOGT Renata Anna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KANIA Adam - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MLAK Sebastian Jakub - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"OWSIANKA Mariusz Andrzej - KW POLSKA JEST JEDNA";"PAW Przemysław Wojciech - KW POLSKA JEST JEDNA";"KIERCZAK Wiktor - KW POLSKA JEST JEDNA";"MAŚLAK Andrzej - KW POLSKA JEST JEDNA";"WÓJCIK Marek Wojciech - KW POLSKA JEST JEDNA";"FILIPIAK Anna - KW POLSKA JEST JEDNA";"BIZOŃ Piotr - KW POLSKA JEST JEDNA";"KŁAPETA Magdalena - KW POLSKA JEST JEDNA";"WYBITUŁA Krzysztof Leszek - KW POLSKA JEST JEDNA";"ZAŁUSKA Aneta Beata - KW POLSKA JEST JEDNA";"RZESZUTEK Arkadiusz Paweł - KW POLSKA JEST JEDNA";"BIGOS Patrycja - KW POLSKA JEST JEDNA";"NAWARA Danuta Katarzyna - KW POLSKA JEST JEDNA";"JURZEC Monika Helena - KW POLSKA JEST JEDNA"
1;"Szkoła Podstawowa im. Marii Skłodowskiej-Curie w Alwerni, ul. Marii Skłodowskiej-Curie 4, 32-566 Alwernia";120301;"gm. Alwernia";"chrzanowski";"małopolskie";1;1;0;1;0;3;1;4;1;1;1;1;1;1;0;0;0;2;68;1;11;0;3;1;1;0;2;2;1;1;81;0;2;2;22;22;1;0;3;2;4;4;2;1;1;1;0;2;1;0;81;8;4;48;2;4;3;9;1;177;0;2;2;6;2;0;31;9;2;3;3;1;0;2;4;4;0;2;1;0;0;1;51;107;5;51;0;13;0;3;4;0;0;3;0;2;0;2;15;2;1;1;0;0;2;1;0;1;0;1;0;4
2;"Urząd Miejski w Alwerni, ul. Zbigniewa Gęsikowskiego 7, 32-566 Alwernia";120301;"gm. Alwernia";"chrzanowski";"małopolskie";1;1;5;1;1;0;1;0;1;0;0;0;2;1;0;0;0;2;70;7;17;2;1;6;3;0;5;3;0;1;72;2;2;4;16;24;2;2;4;4;2;3;1;0;1;1;2;1;2;1;71;8;6;51;7;1;2;11;2;213;2;2;0;2;1;2;38;7;2;2;1;1;2;1;0;4;2;1;2;0;0;2;72;106;3;40;1;4;1;3;3;0;0;1;0;2;1;3;4;4;1;0;0;0;0;0;1;1;0;2;0;0
3;"Szkoła Podstawowa im. Henryka Sienkiewicza w Brodłach, Brodła ul. Edukacyjna 1, 32-566 Alwernia";120301;"gm. Alwernia";"chrzanowski";"małopolskie";1;1;2;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;33;5;9;0;4;2;1;0;1;0;1;2;9;0;0;8;6;8;1;0;3;0;1;5;0;0;0;1;0;0;1;0;49;16;7;50;9;8;1;15;6;92;1;1;0;0;4;0;30;8;2;0;0;1;0;2;1;2;1;2;1;1;1;0;19;47;7;13;3;5;1;1;1;0;0;1;0;4;1;1;3;1;2;0;0;0;0;0;1;0;0;0;1;1
4;"Dom Ludowy w Grojcu, Grojec ul. Bartosza Głowackiego 13, 32-566 Alwernia";120301;"gm. Alwernia";"chrzanowski";"małopolskie";1;1;0;0;1;1;0;0;0;1;1;0;0;4;0;0;2;1;53;6;15;1;3;1;3;1;5;2;2;0;13;2;0;9;8;6;3;1;4;2;1;1;0;0;1;1;1;1;1;1;70;2;8;84;1;3;3;46;0;120;0;3;0;7;5;1;28;7;1;6;3;2;0;2;2;1;1;0;0;0;0;0;36;73;2;17;0;11;0;3;1;0;0;0;0;1;0;3;3;0;0;1;0;1;0;0;0;0;0;3;0;0
5;"Szkoła Podstawowa im. Józefa Patelskiego w Kwaczale, Kwaczała ul. Jana Pawła II 2, 32-566 Alwernia";120301;"gm. Alwernia";"chrzanowski";"małopolskie";1;1;2;2;1;2;1;1;1;0;1;2;2;0;1;0;0;1;39;5;20;0;0;16;11;0;4;6;1;5;18;1;2;8;13;21;3;1;1;2;3;6;0;0;0;2;1;0;1;0;88;15;6;52;8;4;2;60;5;167;0;3;2;6;4;4;48;20;4;1;1;1;0;4;1;3;0;0;1;2;0;1;39;94;3;82;2;7;1;2;3;0;2;2;2;1;0;4;9;6;2;0;0;3;0;0;0;1;0;1;0;0
6;"Dom Ludowy w Okleśnej, Okleśna ul. Nowowiejska 5, 32-566 Alwernia";120301;"gm. Alwernia";"chrzanowski";"małopolskie";1;1;2;0;1;0;1;0;1;1;1;0;0;0;1;1;0;0;34;4;12;0;3;2;1;2;2;2;0;2;18;0;1;9;6;13;2;0;4;1;2;1;0;0;0;6;0;1;2;0;51;18;6;71;6;2;1;17;6;91;0;0;0;1;3;1;24;4;4;1;1;2;0;1;0;1;0;1;2;0;0;6;26;54;3;20;1;6;1;2;0;0;1;3;1;0;1;1;0;0;0;2;1;0;1;0;0;0;0;0;0;0
7;"Szkoła Podstawowa im. Stanisława Wyspiańskiego w Porębie-Żegoty, Poręba Żegoty ul. Szembeków 24, 32-566 Alwernia";120301;"gm. Alwernia";"chrzanowski";"małopolskie";1;1;4;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;68;7;10;5;7;2;2;2;4;3;1;1;20;3;2;3;3;19;2;0;0;0;2;2;1;1;0;2;2;2;1;2;49;17;8;40;5;3;1;12;2;112;0;2;1;5;4;1;29;6;0;3;1;1;1;3;2;1;1;2;1;0;0;0;42;50;5;34;1;7;0;7;1;1;0;0;0;1;2;1;0;0;1;0;1;0;1;0;0;2;0;1;0;0
8;"Szkoła Podstawowa im. Tadeusza Kościuszki w Regulicach, Regulice ul. Aleja Jana Pawła II 10, 32-566 Alwernia";120301;"gm. Alwernia";"chrzanowski";"małopolskie";1;1;11;1;4;0;0;0;1;1;0;0;0;0;0;1;0;3;89;13;18;2;6;3;24;5;0;0;2;1;33;1;6;6;18;22;4;0;4;2;2;5;0;1;1;7;3;0;4;4;93;32;4;93;7;7;2;15;1;186;0;0;1;13;2;1;41;2;5;2;1;2;1;3;2;1;2;0;0;2;0;2;61;90;4;102;2;6;3;1;3;1;0;3;0;3;0;2;3;1;0;1;2;0;0;0;0;0;0;3;0;0
9;"Świetlica Wiejska w Nieporazie, Nieporaz ul. Tenczyńska 51, 32-566 Alwernia";120301;"gm. Alwernia";"chrzanowski";"małopolskie";1;1;2;1;0;2;0;1;1;0;0;0;0;0;0;0;1;0;15;4;2;1;0;0;2;1;3;2;1;1;8;0;0;1;5;6;3;0;3;0;2;2;0;0;1;0;2;0;0;1;19;6;1;20;0;0;0;7;0;38;0;0;0;5;1;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;41;15;0;23;1;9;0;1;6;0;0;0;0;1;2;1;2;0;0;0;0;0;0;1;0;0;0;0;0;1
10;"Dom Ludowy w Mirowie, Mirów ul. Karola Wojtyły 12, 32-566 Alwernia";120301;"gm. Alwernia";"chrzanowski";"małopolskie";1;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;7;0;2;0;2;3;0;0;3;0;1;0;2;0;0;4;3;1;1;0;1;0;0;0;0;0;0;1;2;1;2;1;15;6;2;14;0;0;0;13;0;60;1;1;0;0;0;0;7;2;1;0;1;1;0;0;1;1;0;0;0;1;0;0;4;9;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
11;"Dom Ludowy w Podłężu, Podłęże ul. Radosna 2, 32-566 Alwernia";120301;"gm. Alwernia";"chrzanowski";"małopolskie";1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;6;0;1;0;1;0;0;0;0;0;0;1;1;2;1;1;2;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;9;0;0;6;2;0;0;12;1;43;0;0;1;4;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
1;"Dom parafialny w Babicach, ul. dr. Jana Gołąba 2, 32-551 Babice";120302;"gm. Babice";"chrzanowski";"małopolskie";1;1;4;3;1;1;0;1;0;0;1;0;0;1;0;0;1;0;39;2;14;1;7;74;17;0;5;0;2;2;7;0;3;28;12;18;3;0;0;2;2;3;0;1;0;0;1;0;0;1;89;16;26;55;5;5;0;126;1;39;1;1;0;3;12;2;28;14;8;3;0;2;1;3;2;3;0;2;0;0;1;1;22;80;3;71;0;7;1;1;0;0;0;1;1;0;1;7;4;5;1;0;0;1;1;1;0;0;1;0;0;0
2;"Dom Kultury w Jankowicach, Jankowice ul. Wadowicka 46, 32-551 Babice";120302;"gm. Babice";"chrzanowski";"małopolskie";1;1;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;3;14;3;4;1;4;55;5;0;0;1;1;1;0;0;1;6;2;7;0;1;1;1;0;1;0;0;1;2;1;0;1;0;62;16;7;52;14;6;1;34;6;6;0;1;0;3;1;1;17;3;3;4;1;2;0;0;2;0;0;3;0;0;0;1;8;47;0;24;0;0;0;0;2;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
3;"Zespół Szkół w Mętkowie, Mętków ul. ks. Karola Wojtyły 21, 32-551 Babice";120302;"gm. Babice";"chrzanowski";"małopolskie";1;1;3;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;50;2;4;2;3;20;2;1;3;2;0;1;1;1;1;8;13;16;1;1;1;0;4;1;0;0;0;0;2;1;1;0;106;25;17;86;14;5;3;192;4;13;0;2;4;3;2;2;22;6;2;2;2;0;0;3;1;0;1;3;1;2;0;1;23;44;4;75;0;5;1;1;0;1;0;2;0;1;2;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0
4;"Przedszkole Samorządowe w Olszynach, Olszyny ul. Przedszkolna 4, 32-551 Babice";120302;"gm. Babice";"chrzanowski";"małopolskie";1;1;5;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;21;1;6;0;5;52;1;0;0;3;1;2;1;1;0;3;4;6;1;0;1;1;0;1;0;0;0;0;1;0;0;0;41;17;7;33;1;10;1;91;2;21;0;3;0;3;5;1;24;4;0;0;1;3;2;2;2;0;1;1;0;0;0;0;12;54;2;39;0;5;1;0;1;0;0;0;0;1;0;1;6;0;1;0;0;1;4;0;0;0;0;0;0;0
