"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"TOMCZAK Sebastian - KW BEZPARTYJNI SAMORZĄDOWCY";"KWAŚNIEWSKA Iwona Beata - KW BEZPARTYJNI SAMORZĄDOWCY";"PISZCZEK Tomasz Kamil - KW BEZPARTYJNI SAMORZĄDOWCY";"BILEWICZ Aneta Joanna - KW BEZPARTYJNI SAMORZĄDOWCY";"ZUBKO Ryszard - KW BEZPARTYJNI SAMORZĄDOWCY";"ZAJĄC Maciej Grzegorz - KW BEZPARTYJNI SAMORZĄDOWCY";"SMOLAREK Karolina Ewa - KW BEZPARTYJNI SAMORZĄDOWCY";"BEDNAREK Ewelina Katarzyna - KW BEZPARTYJNI SAMORZĄDOWCY";"NOWAKOWSKI Jakub Łukasz - KW BEZPARTYJNI SAMORZĄDOWCY";"WEŁNA Aleksandra Jadwiga - KW BEZPARTYJNI SAMORZĄDOWCY";"SOBKÓW Krzysztof Ryszard - KW BEZPARTYJNI SAMORZĄDOWCY";"MALEPSZAK Daria Natalia - KW BEZPARTYJNI SAMORZĄDOWCY";"PADNIEWSKI Andrzej Marek - KW BEZPARTYJNI SAMORZĄDOWCY";"KUJAWA Krystyna - KW BEZPARTYJNI SAMORZĄDOWCY";"CHRAPLIWA Ewelina Kamila - KW BEZPARTYJNI SAMORZĄDOWCY";"ŻUKOWSKI Michał Tomasz - KW BEZPARTYJNI SAMORZĄDOWCY";"LUBCZYK Radosław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SŁOMKA Maciej - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"TESMER Tomasz Marcin - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KOZŁOWSKI Dariusz Marcin - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RUDZIS-GRUCHAŁA Helena Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MZYK Paweł Ryszard - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ROSIŃSKI Rafał - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KRAJCZYŃSKI Mariusz Jan - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BUDZYŃSKI Tomasz Jan - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"NAJMUŁA Ewa - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"WIŚNIEWSKI Roman - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GARBIAK Robert - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BRODOWSKA-ROLIK Agnieszka Alicja - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MAKUCHOWSKA Anna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GRUDZIŃSKA Magdalena Wiesława - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KUCZYŃSKA Jadwiga Agata - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PROKOP-PACZKOWSKA Małgorzata Barbara - KW NOWA LEWICA";"WZIĄTEK Stanisław Czesław - KW NOWA LEWICA";"BARDA Irys - KW NOWA LEWICA";"KAMIENIARZ Wiktor - KW NOWA LEWICA";"MASTALERZ-MADEJ Agnieszka Katarzyna - KW NOWA LEWICA";"LEWANDOWSKI Andrzej - KW NOWA LEWICA";"OLSZEWSKI Łukasz Patryk - KW NOWA LEWICA";"ŁUCZYŃSKA Aleksandra Amalia - KW NOWA LEWICA";"CZARNOWSKI Michał - KW NOWA LEWICA";"PIĄTEK Irena - KW NOWA LEWICA";"KWIATKOWSKI Piotr Marcin - KW NOWA LEWICA";"PAPROCKA Katarzyna Petronela - KW NOWA LEWICA";"SZWEDEK Sylwia Maria - KW NOWA LEWICA";"MARKOWSKI Maciej Michał - KW NOWA LEWICA";"STOBIECKA Justyna - KW NOWA LEWICA";"GRZYWACZ Robert - KW NOWA LEWICA";"HOC Czesław - KW PRAWO I SPRAWIEDLIWOŚĆ";"SZEFERNAKER Paweł Maciej - KW PRAWO I SPRAWIEDLIWOŚĆ";"GOLIŃSKA Małgorzata Joanna - KW PRAWO I SPRAWIEDLIWOŚĆ";"SUBOCZ Marek Andrzej - KW PRAWO I SPRAWIEDLIWOŚĆ";"SKÓRKA Oliwia Judyta - KW PRAWO I SPRAWIEDLIWOŚĆ";"GÓRSKI Jan Krzysztof - KW PRAWO I SPRAWIEDLIWOŚĆ";"GOZDALSKA-SŁOWIK Urszula Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"OWSIAK Jan Andrzej - KW PRAWO I SPRAWIEDLIWOŚĆ";"OGORZAŁEK Bogusław Adam - KW PRAWO I SPRAWIEDLIWOŚĆ";"OLEJNICZAK Michał Feliks - KW PRAWO I SPRAWIEDLIWOŚĆ";"KULEC-KACZMARSKA Izabela Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"RYDZ Stanisław Krzysztof - KW PRAWO I SPRAWIEDLIWOŚĆ";"KACZMAREK-CICHOSZ Roksana Teresa - KW PRAWO I SPRAWIEDLIWOŚĆ";"CURYL-KATHOLM Agnieszka Agata - KW PRAWO I SPRAWIEDLIWOŚĆ";"GŁOWACKA Barbara - KW PRAWO I SPRAWIEDLIWOŚĆ";"ROMECKI Stefan Józef - KW PRAWO I SPRAWIEDLIWOŚĆ";"ADAMCZYK Jan Kazimierz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"JARZYŃSKA Urszula - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SALA Sławomir Wiesław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"RADEK Agata Anna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KARPIŃSKI Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZIELIŃSKI Andrzej - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SOBIESIERSKI Jan Kamil - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KURSA Róża Anna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KUREK Łukasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"GADZINA Antoni Lesław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"CECKA Jolanta Barbara - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MASIAN Ryszard - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"CHAMERA Dagmara Jolanta - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"RATAJCZAK Mariusz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOZAK Edyta - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOT Dariusz Tadeusz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ARŁUKOWICZ Bartosz Adam - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SŁOWIK Przemysław Szczepan - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"GRYGORCEWICZ Barbara Anna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"HOK Marek Tomasz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ZIENTARSKI Piotr Benedykt - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"RAK Renata Urszula - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SUSKI Paweł - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MISZKE Magdalena Katarzyna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"CHAŁAT Dorota Róża - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"BAŃKOWSKA Anna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MŁYNARCZYK Łukasz Mateusz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SIWEK Karolina Krystyna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KOZŁOWSKI Jacek Jerzy - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SEKUŁA Elżbieta - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MARCINKOWSKI Jacek Piotr - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"TAŁAJ Sebastian Marian - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SALICKI Paweł Mieczysław - KW POLSKA JEST JEDNA";"SZWED Ireneusz Józef - KW POLSKA JEST JEDNA";"BIEŁOSZYCKI Sebastian - KW POLSKA JEST JEDNA";"DRĄŻEK Barbara - KW POLSKA JEST JEDNA";"BIAŁONOWICZ Karol Mirosław - KW POLSKA JEST JEDNA";"JABŁOŃSKI Krzysztof Grzegorz - KW POLSKA JEST JEDNA";"KORBEL Małgorzata - KW POLSKA JEST JEDNA";"BARAŃSKA Wiesława Józefa - KW POLSKA JEST JEDNA"
1;"Rejon Dróg Wojewódzkich w Białogardzie, ul. Szosa Połczyńska 57, 78-200 Białogard";320101;"m. Białogard";"białogardzki";"zachodniopomorskie";1;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;29;19;4;8;9;3;6;1;1;0;0;5;1;5;3;2;35;42;1;2;5;0;1;1;1;2;0;3;0;0;1;3;100;84;7;2;7;4;39;0;0;0;0;0;0;0;5;2;30;4;3;1;2;1;0;2;0;1;0;3;1;1;1;4;240;11;10;10;9;8;5;2;5;2;3;88;2;0;2;1;8;0;0;1;0;0;2;0
2;"Szkoła Podstawowa Nr 3 im. Bolesława Krzywoustego w Białogardzie, ul. Chopina 8, 78-200 Białogard";320101;"m. Białogard";"białogardzki";"zachodniopomorskie";1;1;3;1;0;2;0;0;0;1;1;0;0;1;0;0;1;1;35;10;1;7;2;3;3;1;5;1;2;0;5;1;2;4;22;24;4;2;2;3;0;1;2;4;0;0;0;0;1;2;87;49;6;4;7;3;49;0;7;0;0;0;2;0;0;0;21;1;1;2;2;2;0;1;4;0;1;0;1;0;0;3;210;7;12;11;4;3;4;0;4;0;0;66;1;0;3;3;2;1;0;0;0;0;0;1
3;"Szkoła Podstawowa Nr 3 im. Bolesława Krzywoustego w Białogardzie, ul. Chopina 8, 78-200 Białogard";320101;"m. Białogard";"białogardzki";"zachodniopomorskie";1;1;3;0;1;2;0;1;4;3;2;0;0;1;0;0;0;1;39;6;1;3;4;4;3;0;2;4;0;1;5;0;3;3;21;23;4;2;1;1;1;1;2;1;2;0;1;2;2;1;73;56;3;3;1;0;32;0;0;2;0;13;1;1;1;5;16;6;2;4;2;3;1;2;2;0;2;3;0;0;3;1;226;10;8;10;5;5;2;0;6;1;1;74;3;2;0;4;4;0;1;2;0;2;0;1
4;"Szkoła Podstawowa Nr 4 im. Mikołaja Kopernika w Białogardzie, ul. Grunwaldzka 53, 78-200 Białogard";320101;"m. Białogard";"białogardzki";"zachodniopomorskie";1;1;7;2;0;0;0;1;0;1;0;0;0;0;1;2;0;0;38;5;2;11;9;3;5;3;10;4;2;0;1;2;4;2;28;20;8;5;3;2;1;0;1;3;1;3;2;0;4;0;116;63;1;6;8;0;47;1;5;1;1;0;1;1;2;5;12;6;2;4;0;0;3;0;0;0;0;3;0;2;2;2;268;8;5;15;4;2;2;6;4;5;0;90;0;0;0;1;4;1;0;1;1;0;2;0
5;"Przedszkole Miejskie Nr 3 ""Niezapominajka"" w Białogardzie, ul. Kochanowskiego 19, 78-200 Białogard";320101;"m. Białogard";"białogardzki";"zachodniopomorskie";1;1;4;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;29;12;2;4;6;3;2;1;3;3;5;0;2;4;0;8;27;31;1;6;1;1;1;2;1;2;3;1;1;2;0;0;129;75;9;7;5;3;41;0;4;2;1;0;0;1;1;0;21;1;1;3;2;0;1;0;1;0;0;4;0;1;0;6;303;6;2;9;6;1;1;0;2;3;1;64;0;0;2;2;1;1;0;1;0;0;1;0
6;"Centrum Kultury i Spotkań Europejskich w Białogardzie, ul. 1 Maja 15, 78-200 Białogard";320101;"m. Białogard";"białogardzki";"zachodniopomorskie";1;1;3;2;0;1;0;1;0;0;0;2;0;0;0;0;1;2;34;14;2;7;6;2;4;1;1;1;3;0;3;1;1;1;16;34;5;2;2;1;0;1;3;3;1;0;0;1;2;2;112;76;6;2;13;0;56;2;0;3;1;1;1;1;1;4;26;5;2;6;3;3;1;2;1;0;0;2;1;2;3;2;276;7;7;18;6;4;1;1;6;1;0;78;4;1;1;2;2;0;0;0;0;1;1;0
7;"Zespół Szkół Ponadpodstawowych w Białogardzie, ul. Stefana Kardynała Wyszyńskiego 14, 78-200 Białogard";320101;"m. Białogard";"białogardzki";"zachodniopomorskie";1;1;6;3;1;0;1;2;1;0;3;0;0;0;0;1;0;0;47;21;3;10;1;2;2;1;2;2;1;0;5;3;2;6;24;38;2;4;4;1;2;4;0;4;1;1;2;2;0;1;173;71;14;1;5;4;61;2;1;2;2;4;0;0;2;2;28;3;7;4;2;0;1;6;0;0;0;1;0;2;0;5;355;11;5;14;6;9;6;0;2;2;0;92;3;2;0;4;0;1;1;1;0;1;0;0
8;"Białogardzka Biblioteka Publiczna im. Karola Estreichera w Białogardzie, ul. Kościelna 1, 78-200 Białogard";320101;"m. Białogard";"białogardzki";"zachodniopomorskie";1;1;1;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;18;4;1;2;2;2;1;0;2;0;2;1;1;1;2;1;9;14;1;1;0;0;0;1;1;4;1;0;0;0;1;2;53;27;5;1;2;1;20;1;2;0;0;1;1;0;1;2;14;3;1;2;1;1;1;0;1;0;0;0;1;0;0;1;114;2;4;8;1;2;1;0;1;1;0;28;1;0;0;3;3;0;2;1;1;1;1;0
9;"Białogardzka Biblioteka Publiczna im. Karola Estreichera w Białogardzie, ul. Kościelna 1, 78-200 Białogard";320101;"m. Białogard";"białogardzki";"zachodniopomorskie";1;1;4;1;1;1;1;0;0;0;0;1;0;0;0;0;0;3;18;2;1;5;3;0;1;2;3;1;2;0;2;0;1;2;21;15;3;1;7;1;1;3;1;5;0;1;3;0;2;0;81;39;6;0;7;2;32;2;0;0;2;1;1;0;1;4;19;3;4;0;2;2;2;1;1;0;1;1;0;2;2;4;178;8;9;8;7;5;2;1;0;1;1;60;0;0;2;3;5;0;1;3;1;0;1;0
10;"Szkoła Podstawowa nr 1 im. Marii Skłodowskiej-Curie w Białogardzie, ul. Świdwińska 7, 78-200 Białogard";320101;"m. Białogard";"białogardzki";"zachodniopomorskie";1;1;1;3;2;1;0;0;2;0;0;0;0;0;0;0;1;0;27;10;4;5;4;0;3;0;1;0;1;0;0;4;1;3;16;29;2;0;3;2;1;2;2;6;0;2;1;0;0;0;122;63;5;3;6;3;34;4;0;0;0;0;1;0;1;0;16;2;0;1;0;1;1;2;1;0;0;0;1;0;0;1;241;7;2;12;1;2;1;0;3;3;0;73;3;3;2;3;3;2;1;0;0;0;0;0
11;"Zakład Doświadczalny Oceny Odmian w Białogardzie, ul. Kisielice Duże 28, 78-200 Białogard";320101;"m. Białogard";"białogardzki";"zachodniopomorskie";1;1;2;2;1;0;0;0;1;0;0;1;0;0;0;0;0;1;20;7;2;8;3;1;9;1;1;0;1;0;2;1;1;2;20;14;1;2;4;3;1;2;0;5;0;0;0;1;1;1;102;36;5;5;6;0;26;1;0;1;0;0;1;0;0;1;11;1;1;2;1;0;1;1;3;0;1;4;1;0;0;5;154;4;3;6;1;2;1;1;2;3;0;34;0;0;2;0;2;0;1;0;0;1;0;1
12;"Szkoła Podstawowa nr 5 im. Władysława Broniewskiego w Białogardzie, ul. Kołobrzeska 23, 78-200 Białogard";320101;"m. Białogard";"białogardzki";"zachodniopomorskie";1;1;6;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;24;13;2;1;4;3;7;1;5;4;0;0;0;1;0;2;26;24;2;2;2;4;1;1;0;1;1;0;1;0;1;1;71;58;4;2;5;0;23;0;0;0;1;0;1;1;2;2;15;3;3;2;3;0;0;1;0;1;0;4;0;1;0;1;190;4;11;7;5;5;1;1;3;4;0;57;0;0;0;2;3;0;0;1;0;0;0;0
13;"Filia Nr 2 Białogardzkiej Biblioteki Publicznej im. Karola Estreichera, ul. Bronisława Malinowskiego 6, 78-200 Białogard";320101;"m. Białogard";"białogardzki";"zachodniopomorskie";1;1;2;1;1;1;0;0;1;1;0;2;1;1;0;0;0;0;35;8;1;12;11;4;2;0;2;4;0;0;1;8;0;5;15;54;3;0;4;0;2;1;1;9;1;1;0;0;1;0;150;105;5;4;6;4;39;1;0;1;1;0;1;0;1;1;26;3;1;0;6;2;2;1;0;0;0;1;2;1;1;7;308;7;14;20;12;3;0;3;1;1;0;108;0;0;6;3;6;2;1;1;1;0;1;2
14;"Państwowa Szkoła Muzyczna I stopnia w Białogardzie, ul. Dworcowa 4, 78-200 Białogard";320101;"m. Białogard";"białogardzki";"zachodniopomorskie";1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;31;10;2;14;6;2;5;0;0;4;1;1;3;2;3;1;23;19;6;0;4;0;1;2;0;5;0;0;2;0;0;4;140;65;5;5;9;1;52;0;3;2;1;1;0;0;2;1;12;2;5;4;3;0;2;0;0;2;0;4;1;0;2;3;196;7;11;12;5;1;2;3;4;2;1;62;5;2;3;2;4;1;0;0;0;1;0;1
15;"Regionalne Centrum Medyczne w Białogardzie, ul. Chopina 29, 78-200 Białogard";320101;"m. Białogard";"białogardzki";"zachodniopomorskie";1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;13;4;3;2;0;1;14;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;17;2;0;2;1;1;0;1;2;1;1;0;0;0;0;1;0;1;0;1;0;1;0;0
