"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"KUBICZ Bartłomiej Piotr - KW BEZPARTYJNI SAMORZĄDOWCY";"FIBICH Marcin Roman - KW BEZPARTYJNI SAMORZĄDOWCY";"MARKISZ Klaudia Katarzyna - KW BEZPARTYJNI SAMORZĄDOWCY";"MERCHUT Tomasz - KW BEZPARTYJNI SAMORZĄDOWCY";"ROGUZ Bartosz - KW BEZPARTYJNI SAMORZĄDOWCY";"KONCEWICZ Łukasz Janusz - KW BEZPARTYJNI SAMORZĄDOWCY";"NAUMOWICZ Anna - KW BEZPARTYJNI SAMORZĄDOWCY";"OZIMEK Ewa - KW BEZPARTYJNI SAMORZĄDOWCY";"DŁUBAŁA Marek Lech - KW BEZPARTYJNI SAMORZĄDOWCY";"BOROWSKA Kamila Natalia - KW BEZPARTYJNI SAMORZĄDOWCY";"RODZIEWICZ Michał Wacław - KW BEZPARTYJNI SAMORZĄDOWCY";"KUSIBAB Dawid - KW BEZPARTYJNI SAMORZĄDOWCY";"DZIEWA-DAŇA Elżbieta Julia - KW BEZPARTYJNI SAMORZĄDOWCY";"KIEC-GAWRONIAK Hanna Karolina - KW BEZPARTYJNI SAMORZĄDOWCY";"WILCZEWSKA Joanna - KW BEZPARTYJNI SAMORZĄDOWCY";"GOLAK Julian Kazimierz - KW BEZPARTYJNI SAMORZĄDOWCY";"LEO Aleksandra Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"TUR Zbigniew Józef - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ZIUBRAK Magdalena Anna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KUBALA Marek Zdzisław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KUDAS Kornelia Helena - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ZAŁĘSKA Małgorzata Anna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"JURCEWICZ Stanisław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ZAJĄC Paulina - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DOMAGAŁA Adam Paweł - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BALANT Zygmunt Franciszek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SZEBLA Jerzy - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PIWOWAR Alicja Aleksandra - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"STARZYCKI Tomasz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DYBAŁA Barbara - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ZAJĄC Grzegorz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MAZUR Paweł Mariusz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DYDUCH Marek - KW NOWA LEWICA";"PŁANETA-SIEWIERSKA Edyta Katarzyna - KW NOWA LEWICA";"SZLINDER Maciej Karol - KW NOWA LEWICA";"ŁĄCKI Adam Edward - KW NOWA LEWICA";"MICHALSKA Daria Aleksandra - KW NOWA LEWICA";"STRUG Dorota Agata - KW NOWA LEWICA";"LECH Kornelia Joanna - KW NOWA LEWICA";"STABROWSKA Anna Ewa - KW NOWA LEWICA";"CISOŃ Łukasz Stanisław - KW NOWA LEWICA";"CZAJKOWSKI Robert Aleksy - KW NOWA LEWICA";"MUSIAŁEK Małgorzata Aleksandra - KW NOWA LEWICA";"GAZDA Artur Mariusz - KW NOWA LEWICA";"GOŁOSZ Krzysztof Tadeusz - KW NOWA LEWICA";"KRUPA Paweł - KW NOWA LEWICA";"SOBIERALSKI Piotr Jakub - KW NOWA LEWICA";"CHOJNOWSKI Szymon Piotr - KW NOWA LEWICA";"GWÓŹDŹ Marcin Piotr - KW PRAWO I SPRAWIEDLIWOŚĆ";"BIELAWSKA Zuzanna - KW PRAWO I SPRAWIEDLIWOŚĆ";"DWORCZYK Michał Paweł - KW PRAWO I SPRAWIEDLIWOŚĆ";"ZYSKA Ireneusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"DEC Jerzy Grzegorz - KW PRAWO I SPRAWIEDLIWOŚĆ";"WĘGŁOWSKI Jarosław - KW PRAWO I SPRAWIEDLIWOŚĆ";"GÓRNIAK Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"SAKOWSKI Karol Tadeusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"KOŁDON Dariusz Julian - KW PRAWO I SPRAWIEDLIWOŚĆ";"MUCHA Beata Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"LEWANDOWSKI Krzysztof Marek - KW PRAWO I SPRAWIEDLIWOŚĆ";"ŚWIĄTEK-KARDELA Wioletta Ewa - KW PRAWO I SPRAWIEDLIWOŚĆ";"NOWACZYŃSKA Luiza - KW PRAWO I SPRAWIEDLIWOŚĆ";"WIELOWSKA Patrycja Joanna - KW PRAWO I SPRAWIEDLIWOŚĆ";"MACKO Grzegorz - KW PRAWO I SPRAWIEDLIWOŚĆ";"BADORA Maciej Adam - KW PRAWO I SPRAWIEDLIWOŚĆ";"GOMÓŁKA Damian Rafał - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MICHALIK Karol - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"CHMIELEWSKI Paweł - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"OKARMUS Ewa Jadwiga - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SZAMOCKI Damian Mateusz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ACEDAŃSKI Aleksander Bronisław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SALA Damian Andrzej - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SUSŁOWSKA Krystyna Maria - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"TUDUJ Alicja Magdalena - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KWIATKOWSKI Bartosz Robert - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"LUDKOWSKA Maria - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"LEHEŃKA-DAS Danuta - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"DANIELAK Damian Marcin - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ŁAMBUCKA Maria Anna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"NOWAK Katarzyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"PAWŁOWSKI Michał Andrzej - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WIELICHOWSKA Monika - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MRZYGŁOCKA Izabela Katarzyna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"CHMIELEWSKI Marek Jan - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JAGŁA Robert Aleksander - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"BIELAWSKA Sylwia Alina - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SUCHORA Michał Paweł - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KACZYŃSKA Diana Teresa - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"GĄSIOR Justyna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PAJKIERT Joanna Maria - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"IWANCZ Jacek Julian - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KRZECZKOWSKA Ewa - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"GRZEBIELUCH Jacek - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WITKOWSKA Anetta Maria - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JAŚNIKOWSKI Adam Marian - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ŚWIŁO Teresa - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KRACZKOWSKI Piotr - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WOJNOWSKA Agnieszka - KW POLSKA JEST JEDNA";"WAGNEROWSKI Artur Olgierd - KW POLSKA JEST JEDNA";"PLEŚNIAK Daniel Piotr - KW POLSKA JEST JEDNA";"GAWLIŃSKA Renata - KW POLSKA JEST JEDNA";"JULIAN Magdalena Katarzyna - KW POLSKA JEST JEDNA";"KRAJEWSKI Krzysztof Jan - KW POLSKA JEST JEDNA";"GIL-SOBCZYK Lidia Anna - KW POLSKA JEST JEDNA";"KRANC Anna Patrycja - KW POLSKA JEST JEDNA";"PINDOR-MASTERNAK Paulina Magdalena - KW POLSKA JEST JEDNA";"HELTA Piotr - KW POLSKA JEST JEDNA";"MICHALAK Adam - KW POLSKA JEST JEDNA"
1;"Bielawski Inkubator Przedsiębiorczości Sala Konferencyjna, ul. Wolności 24, 58-260 Bielawa";20201;"m. Bielawa";"dzierżoniowski";"dolnośląskie";1;1;6;1;0;0;1;2;1;1;0;1;0;0;0;0;1;0;25;2;13;1;5;1;7;5;28;0;2;2;1;0;1;3;19;12;3;0;20;0;1;0;0;1;0;0;0;0;0;0;48;30;99;20;1;0;6;1;0;0;2;0;3;1;11;1;43;0;10;3;0;0;1;0;2;0;0;1;2;0;4;0;78;6;52;6;13;3;8;4;0;1;2;37;0;2;0;0;4;2;3;0;0;0;0;0;0;1;1
2;"Ekologiczna Szkoła Podstawowa nr 7 im. Juliana Tuwima, ul. Brzeżna 48, 58-260 Bielawa";20201;"m. Bielawa";"dzierżoniowski";"dolnośląskie";1;1;3;0;2;0;2;0;1;0;0;2;0;0;0;0;2;0;26;2;21;4;1;1;11;3;54;2;0;1;2;3;0;1;13;6;5;0;30;1;0;0;1;5;1;1;0;2;0;0;79;53;87;9;1;1;4;0;1;7;1;1;2;1;11;3;44;5;7;0;1;0;1;0;2;2;1;1;0;2;2;3;83;15;46;4;18;3;3;6;0;2;4;62;1;2;1;3;4;1;3;0;0;0;0;0;0;0;1
3;"Zespół Szkół i Placówek Kształcenia Zawodowego, ul. Stefana Żeromskiego 41, 58-260 Bielawa";20201;"m. Bielawa";"dzierżoniowski";"dolnośląskie";1;1;2;0;1;1;1;0;0;4;0;2;0;0;0;0;0;0;25;3;5;0;3;1;8;6;33;0;4;3;2;0;1;3;17;8;1;0;22;1;2;2;0;9;6;0;0;0;0;2;78;34;95;13;1;0;3;0;0;6;1;1;0;0;11;1;32;2;1;0;1;0;1;1;1;1;0;0;0;3;3;1;86;12;51;2;19;3;6;3;1;5;1;41;3;1;0;1;12;1;8;0;1;0;1;0;0;0;1
4;"Klub ""Włókniarz"" Spółdzielni Mieszkaniowej, os. Osiedle Włókniarzy 1, 58-260 Bielawa";20201;"m. Bielawa";"dzierżoniowski";"dolnośląskie";1;1;4;0;1;0;0;1;1;5;0;0;1;0;1;0;0;0;34;1;10;0;2;2;7;3;32;0;1;3;4;0;1;1;15;10;2;1;18;1;0;3;1;9;1;0;1;0;0;1;68;39;130;13;1;3;5;2;1;7;4;0;1;2;17;3;32;5;2;1;1;0;0;0;2;0;0;0;0;1;2;2;97;12;57;3;19;0;14;4;0;0;4;64;2;1;2;1;2;0;5;0;0;1;0;0;0;0;1
5;"Ekologiczna Szkoła Podstawowa nr 7 im. Juliana Tuwima, os. Osiedle Włókniarzy 10, 58-260 Bielawa";20201;"m. Bielawa";"dzierżoniowski";"dolnośląskie";1;1;1;1;1;1;1;0;0;2;0;0;0;0;0;0;1;0;19;1;11;1;0;2;6;0;23;0;0;1;2;3;1;1;11;6;6;0;12;1;2;1;1;8;0;2;0;0;1;2;65;23;88;8;4;0;2;2;0;2;3;0;1;1;11;1;19;2;3;2;0;0;1;0;1;0;0;0;0;0;1;2;64;7;45;1;9;1;7;0;0;1;0;66;1;0;0;0;2;2;6;0;1;0;0;0;0;0;1
6;"Szkoła Podstawowa nr 10 z Oddziałami Sportowymi im. Polskich Olimpijczyków, ul. Parkowa 12, 58-260 Bielawa";20201;"m. Bielawa";"dzierżoniowski";"dolnośląskie";1;1;4;0;1;0;0;0;4;1;0;1;1;0;0;0;0;0;28;1;7;1;2;7;3;3;38;0;0;0;3;0;0;3;20;8;3;0;28;2;4;1;0;17;2;1;0;1;1;1;67;35;60;12;2;3;5;1;0;1;2;0;0;0;12;0;32;3;10;1;1;3;0;1;1;3;0;0;1;0;0;0;89;16;39;3;8;3;4;5;0;1;0;55;0;0;1;1;2;3;5;0;0;0;0;0;0;0;0
7;"Szkoła Podstawowa nr 10 z Oddziałami Sportowymi im. Polskich Olimpijczyków, ul. Parkowa 12, 58-260 Bielawa";20201;"m. Bielawa";"dzierżoniowski";"dolnośląskie";1;1;6;0;0;0;0;0;0;0;0;0;1;0;0;0;2;3;23;4;11;1;0;4;7;4;30;0;1;1;1;1;1;3;20;9;3;0;16;2;3;0;0;14;0;0;2;0;0;0;106;25;99;18;1;1;2;1;1;1;4;0;1;1;9;0;19;2;4;0;0;0;0;1;1;1;0;0;0;1;2;4;93;11;57;1;10;3;10;2;0;1;0;78;2;0;1;1;3;0;12;1;0;0;1;0;0;0;0
8;"Żłobek Publiczny, ul. gen. Grota Roweckiego 7, 58-260 Bielawa";20201;"m. Bielawa";"dzierżoniowski";"dolnośląskie";1;1;5;0;1;0;0;0;0;3;0;2;1;0;0;0;1;0;31;1;9;1;2;6;11;4;41;0;0;1;0;0;2;2;27;10;5;0;20;2;2;2;0;11;5;0;1;1;0;1;84;27;108;6;4;1;0;0;0;0;5;1;1;1;22;2;31;5;3;1;1;0;0;0;1;1;1;0;0;0;1;0;86;14;47;4;16;3;14;1;2;0;0;51;1;1;0;0;2;3;8;0;1;0;0;0;0;0;0
9;"Szkoła Podstawowa nr 10 z Oddziałami Sportowymi im. Polskich Olimpijczyków, ul. Parkowa 12, 58-260 Bielawa";20201;"m. Bielawa";"dzierżoniowski";"dolnośląskie";1;1;2;0;1;0;1;1;0;2;1;1;0;0;0;0;1;1;24;1;8;0;2;3;5;4;19;1;1;0;2;1;1;2;27;13;2;1;17;1;0;1;0;9;2;0;0;0;0;3;73;44;94;9;3;0;2;0;2;1;3;2;0;0;15;3;36;4;6;2;0;1;0;0;0;0;1;0;0;0;1;2;85;18;59;1;11;1;6;3;1;0;0;62;0;0;2;0;1;1;8;0;0;0;0;0;0;0;0
10;"Klub ""Sowa"" Spółdzielni Mieszkaniowej, ul. Jana III Sobieskiego 17, 58-260 Bielawa";20201;"m. Bielawa";"dzierżoniowski";"dolnośląskie";1;1;6;1;2;0;0;0;2;1;0;0;0;0;1;0;4;1;30;6;11;5;3;3;9;3;55;0;0;3;3;0;0;1;25;9;3;1;15;0;2;5;0;8;2;0;0;0;0;1;52;34;106;20;1;1;0;0;0;1;2;1;0;0;24;3;38;3;13;2;1;0;1;0;2;2;0;0;0;0;3;1;110;7;102;1;14;0;7;0;0;0;1;76;0;2;2;3;3;0;12;1;1;0;0;0;0;0;2
11;"Szkoła Podstawowa nr 10 z Oddziałami Sportowymi im. Polskich Olimpijczyków, ul. gen. Grota Roweckiego 6, 58-260 Bielawa";20201;"m. Bielawa";"dzierżoniowski";"dolnośląskie";1;1;1;1;1;1;0;0;1;1;0;2;0;0;0;0;0;0;18;2;7;0;2;1;6;2;27;0;0;2;1;0;0;1;17;15;0;0;12;0;2;3;0;9;2;0;0;0;0;4;68;30;97;13;2;1;2;1;1;0;1;1;2;0;15;2;21;2;6;0;1;0;0;1;2;0;1;0;0;0;2;0;74;9;74;3;12;0;7;2;0;2;1;43;1;1;1;3;1;0;2;0;0;0;0;0;0;0;0
12;"Szkoła Podstawowa nr 10 z Oddziałami Sportowymi im. Polskich Olimpijczyków, ul. gen. Grota Roweckiego 6, 58-260 Bielawa";20201;"m. Bielawa";"dzierżoniowski";"dolnośląskie";1;1;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;19;2;7;1;0;1;2;0;21;0;0;1;2;1;1;2;29;9;1;5;17;1;0;1;0;10;1;0;0;1;0;2;62;34;102;13;3;0;0;0;0;2;2;0;0;0;32;2;23;0;3;3;0;0;0;0;0;0;1;0;0;0;1;0;74;8;26;0;10;1;3;0;1;0;0;50;0;1;1;1;2;2;4;0;0;0;0;0;0;0;0
13;"Przedszkole Publiczne nr 3, ul. 3 Maja 22, 58-260 Bielawa";20201;"m. Bielawa";"dzierżoniowski";"dolnośląskie";1;1;5;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;24;1;10;1;1;3;3;3;23;3;0;0;3;2;1;0;20;11;1;0;20;0;2;0;0;8;1;2;0;0;0;0;66;37;73;17;2;0;2;1;0;2;3;1;0;0;9;1;19;1;8;1;0;0;0;0;1;2;2;0;1;0;0;1;51;8;23;1;17;4;4;0;0;0;0;57;2;0;1;1;3;0;8;0;0;0;0;0;0;0;1
14;"Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Chrobrego, ul. Szkolna 5, 58-260 Bielawa";20201;"m. Bielawa";"dzierżoniowski";"dolnośląskie";1;1;6;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;26;4;9;1;0;4;5;3;37;0;2;0;2;2;0;2;28;9;8;0;20;2;5;1;1;8;1;0;1;1;0;1;60;26;80;15;1;0;3;1;1;1;0;1;1;2;10;0;24;4;7;3;4;0;0;0;0;0;0;0;0;0;1;0;109;16;70;2;15;3;8;1;0;0;0;133;1;0;0;0;3;2;3;0;0;0;0;0;0;0;2
15;"Miejski Zarząd Budynków Mieszkalnych Sp. z o. o., ul. 3 Maja 48, 58-260 Bielawa";20201;"m. Bielawa";"dzierżoniowski";"dolnośląskie";1;1;2;0;0;0;0;1;0;0;0;1;1;0;0;0;2;1;34;4;12;1;2;2;8;0;33;0;0;2;0;0;0;0;16;16;5;1;23;1;0;0;1;8;0;0;0;0;0;0;64;54;85;16;3;1;0;1;1;3;2;0;0;0;7;0;28;5;6;0;2;1;1;1;1;0;0;0;1;0;3;1;86;15;34;3;18;2;6;1;0;0;0;44;1;2;2;1;5;4;5;2;0;0;0;0;0;0;0
