"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"FRANKIEWICZ Paweł Szczepan - KW BEZPARTYJNI SAMORZĄDOWCY";"SKOLARCZYK-SMITH Izabela Aleksandra - KW BEZPARTYJNI SAMORZĄDOWCY";"ŻYDOWNIK Józef Zbigniew - KW BEZPARTYJNI SAMORZĄDOWCY";"BĄK Arkadiusz Ryszard - KW BEZPARTYJNI SAMORZĄDOWCY";"HAJDUK Monika Elżbieta - KW BEZPARTYJNI SAMORZĄDOWCY";"HOMA Marcin Krzysztof - KW BEZPARTYJNI SAMORZĄDOWCY";"NOWAK Mateusz Fabian - KW BEZPARTYJNI SAMORZĄDOWCY";"BOLANOWSKA Magdalena Grażyna - KW BEZPARTYJNI SAMORZĄDOWCY";"MENDOCHA Karol Łukasz - KW BEZPARTYJNI SAMORZĄDOWCY";"ŻYDOWNIK Monika Agnieszka - KW BEZPARTYJNI SAMORZĄDOWCY";"GRZYB Oskar Dariusz - KW BEZPARTYJNI SAMORZĄDOWCY";"ROGUS Daniel Mateusz - KW BEZPARTYJNI SAMORZĄDOWCY";"LEŚNIOWSKI Bogusław Józef - KW BEZPARTYJNI SAMORZĄDOWCY";"KIEŁB Jacek - KW BEZPARTYJNI SAMORZĄDOWCY";"JANKOWSKA Anna Agnieszka - KW BEZPARTYJNI SAMORZĄDOWCY";"MUSIAŁ Jarosław Paweł - KW BEZPARTYJNI SAMORZĄDOWCY";"KRUK Ewelina Maria - KW BEZPARTYJNI SAMORZĄDOWCY";"JAWORSKA-BERESTECKA Daria - KW BEZPARTYJNI SAMORZĄDOWCY";"BĘBEN Jacek Michał - KW BEZPARTYJNI SAMORZĄDOWCY";"MARCHEWKA Agnieszka Katarzyna - KW BEZPARTYJNI SAMORZĄDOWCY";"BAKUN Marta - KW BEZPARTYJNI SAMORZĄDOWCY";"ROMOWICZ Bartosz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SOBIERAJ Dariusz Wojciech - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"LUDWICZAK Magdalena Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PĄCZEK Jan Antoni - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DUBIS Dariusz Stanisław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"URBAN Jan Stanisław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"NAZAREWICZ Marcin - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BOREK Grażyna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"WIĘCH-KETTELE Małgorzata Anna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"TELEGA Honorata - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KORONA Magdalena - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ŁOMAŃSKA Irena - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"POŁUDNIAK Arkadiusz Artur - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SAWIŃSKI Krzysztof Jan - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SKÓRA Łukasz Marek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SOKÓŁ Marek Zbigniew - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DREWNIAK Renata Marta - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DĄBROWSKI Ernest - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BRAJEWSKI Grzegorz Marcin - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RADECKA Alina Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GOCZ Bohdan Marek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ZADWORNY Zdzisław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RYDZIK Łukasz Michał - KW NOWA LEWICA";"ZAJDEL Gabriel Jerzy - KW NOWA LEWICA";"BARAŃSKA Wiktoria Aleksandra - KW NOWA LEWICA";"SEDLACZEK Elżbieta Danuta - KW NOWA LEWICA";"WOJNAROWSKI Piotr Marcin - KW NOWA LEWICA";"JACHYM Jolanta - KW NOWA LEWICA";"JUSIĘGA Grzegorz Maciej - KW NOWA LEWICA";"MACKIEWICZ-ROSSMANITH Kamila - KW NOWA LEWICA";"BOGUSZ Adam - KW NOWA LEWICA";"NAWŁOKA Anna Elżbieta - KW NOWA LEWICA";"WOŚ Wiesław Adam - KW NOWA LEWICA";"KALINOWSKA Liliana Sabina - KW NOWA LEWICA";"RADWAŃSKI Sławomir Rudolf - KW NOWA LEWICA";"BARAN Ewa Aneta - KW NOWA LEWICA";"RYSZ Tomasz Jan - KW NOWA LEWICA";"KONDYJOWSKA Patrycja Elżbieta - KW NOWA LEWICA";"PIELA Mirosław Józef - KW NOWA LEWICA";"KORAL Tomasz - KW NOWA LEWICA";"TABIN Zdzisław Jan - KW NOWA LEWICA";"ZAJĄC Arkadiusz Robert - KW NOWA LEWICA";"PAJDA Wiesław Wojciech - KW NOWA LEWICA";"KUCHCIŃSKI Marek Tadeusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"SCHMIDT Anna Katarzyna - KW PRAWO I SPRAWIEDLIWOŚĆ";"URUSKI Piotr Marcin - KW PRAWO I SPRAWIEDLIWOŚĆ";"BABINETZ Piotr Mieczysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"PAMUŁA Teresa - KW PRAWO I SPRAWIEDLIWOŚĆ";"ŚNIEŻEK Adam Walenty - KW PRAWO I SPRAWIEDLIWOŚĆ";"JAROSIŃSKA-JEDYNAK Małgorzata Bogumiła - KW PRAWO I SPRAWIEDLIWOŚĆ";"CHRZAN Tadeusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"DRYNIAK Daniel Piotr - KW PRAWO I SPRAWIEDLIWOŚĆ";"PAWLUŚ Adam - KW PRAWO I SPRAWIEDLIWOŚĆ";"PILCH Piotr - KW PRAWO I SPRAWIEDLIWOŚĆ";"BORCZ Jerzy - KW PRAWO I SPRAWIEDLIWOŚĆ";"BRIL Joanna Katarzyna - KW PRAWO I SPRAWIEDLIWOŚĆ";"CHĘĆ Stanisław Marian - KW PRAWO I SPRAWIEDLIWOŚĆ";"CHILIK Dorota - KW PRAWO I SPRAWIEDLIWOŚĆ";"MAKARSKA Anetta Zdzisława - KW PRAWO I SPRAWIEDLIWOŚĆ";"MICIAK Ewa Beata - KW PRAWO I SPRAWIEDLIWOŚĆ";"MORAWSKI Wiesław Stanisław - KW PRAWO I SPRAWIEDLIWOŚĆ";"MAZAN Barbara Helena - KW PRAWO I SPRAWIEDLIWOŚĆ";"RYCERSKI Piotr - KW PRAWO I SPRAWIEDLIWOŚĆ";"KUROWSKA Maria Stanisława - KW PRAWO I SPRAWIEDLIWOŚĆ";"KRAWIEC Daniel Stanisław - KW PRAWO I SPRAWIEDLIWOŚĆ";"ZAPAŁOWSKI Andrzej Tomasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BERKOWICZ Adam Roman - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SOWIŃSKI Wiesław Mieczysław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"LALIK Agata Monika - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"STADNICKI Robert Stanisław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"DEMBICZAK Agnieszka Magdalena - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WOŁOSZYN Tomasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MAZUR Krzysztof Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KIEROŃSKA Anna Maria - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KUŹMA Paweł Marian - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"GRZEGORZAK Dominik Tomasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"PERŻYŁO Anna Maria - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"STYGAR Krzysztof Roman - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ŻYGADŁO Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"URBANEK-SZAJNA Monika Anna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"NAHACZ Kamila Natalia - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"OPACKI Maciej Dariusz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"RUSZAJ Mateusz Dominik - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZAJĄC Lucjan Maciej - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SZOSTEK Grażyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"POŁYNKIEWICZ Magdalena Monika - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"FRYDRYCH Joanna Zofia - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"RZĄSA Marek Zdzisław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PIOTROWSKI Marcin Andrzej - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"DZIURAWIEC Marzena Ewa - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KŁAK Krzysztof Józef - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ŁĄKA Szczepan Paweł - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"HOLCMAN-FIDOR Iwona Janina - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ZYCH Jan Władysław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"LEJA Łucja - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KULIGA Bogdan Robert - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PODYMA Józef Walenty - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JANUSZCZYK Maria Eliza - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"DUDEK Artur Stanisław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KOSTKA Grażyna Dorota - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"FERUŚ Ewelina Maria - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JANOCHA Klaudia Katarzyna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"BIAŁY Tomasz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KENDRYNA Adam Franciszek - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KOWALSKI Zdzisław Ryszard - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"CHLUDZIŃSKI Marek Ryszard - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MOŻDŻEŃ Bogna Tatiana - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PIKUL Antoni Stanisław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"BURZAŃSKA Dorota - KWW RDIP";"BUREK Krzysztof - KWW RDIP";"KRAJEWSKA-CHOMA Bogusława Jadwiga - KWW RDIP";"WILCZAK Bartosz Tadeusz - KWW RDIP";"BŁOŃSKA Wioletta Elżbieta - KWW RDIP";"WIELGOS Ryszard - KWW RDIP";"ANDRES Anna Katarzyna - KWW RDIP";"SZYMSKI Jacek - KWW RDIP";"RYZNER Iwona Elżbieta - KWW RDIP";"PALUCH Stanisław - KWW RDIP";"STEFANIK Zygmunt Grzegorz - KWW RDIP"
180103;"gm. Czarna";"bieszczadzki";"podkarpackie";5;5;4;1;11;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;222;16;7;0;2;1;0;0;0;1;1;0;1;2;3;4;0;0;0;0;0;0;14;0;9;1;2;0;0;1;2;1;2;0;0;1;0;0;4;0;0;0;1;356;15;51;15;12;16;11;6;0;4;7;3;4;0;3;3;2;11;7;22;6;1;23;7;43;2;1;1;0;0;1;0;3;1;0;1;0;0;0;0;0;0;1;61;13;5;1;4;2;51;1;2;0;1;1;1;1;1;1;1;0;0;1;0;1;3;1;0;1;0;0;0;0;0;1;0
180105;"gm. Lutowiska";"bieszczadzki";"podkarpackie";4;4;14;3;1;3;1;2;4;2;0;0;1;1;0;0;1;2;1;2;1;2;3;276;23;41;6;4;1;2;7;2;3;3;3;2;2;2;48;3;0;1;0;0;2;39;5;25;2;2;2;0;0;1;2;4;4;1;3;0;2;21;1;0;1;2;249;21;71;7;14;13;10;8;4;4;15;1;1;4;2;0;4;6;9;14;9;5;50;22;55;12;1;2;1;1;1;2;0;0;0;1;0;1;0;2;1;1;0;230;16;30;23;9;7;54;5;8;1;7;8;2;2;2;3;3;0;2;1;1;5;7;1;1;0;0;0;0;1;0;0;0
180108;"gm. Ustrzyki Dolne";"bieszczadzki";"podkarpackie";28;28;31;6;10;3;5;4;3;2;0;13;5;0;2;2;4;1;6;1;0;4;8;2394;81;28;13;7;10;2;7;2;1;3;1;4;3;5;15;4;1;7;8;4;6;113;27;56;8;14;18;1;0;2;3;12;9;5;8;6;0;16;3;0;3;3;1867;86;455;35;76;96;73;52;13;11;40;23;54;10;29;11;14;32;47;39;62;23;115;63;536;8;4;3;8;17;1;3;4;2;1;2;3;4;0;0;2;2;4;416;68;12;22;7;7;743;9;10;3;6;3;1;3;2;4;3;1;5;1;1;4;11;2;0;6;0;1;0;0;2;10;0
180201;"gm. Brzozów";"brzozowski";"podkarpackie";17;17;53;13;5;18;9;7;6;1;6;5;9;7;1;6;5;6;9;2;2;6;10;477;677;39;17;41;5;8;27;5;4;622;7;8;20;2;9;4;3;7;5;2;7;104;40;90;8;12;7;2;12;26;12;8;20;14;24;4;6;1;4;0;4;7;1093;78;1700;71;54;3284;49;23;26;19;50;34;34;170;213;14;950;20;11;275;70;42;361;181;201;28;13;14;22;30;10;9;9;4;87;16;8;6;4;5;19;10;13;798;113;44;49;14;10;6;14;20;21;5;6;6;14;2;40;11;0;5;6;1;18;23;7;1;9;2;1;0;0;2;2;2
180202;"gm. Domaradz";"brzozowski";"podkarpackie";6;6;13;0;1;0;5;0;0;2;1;0;1;0;1;1;1;0;1;0;0;1;3;89;145;10;3;12;3;1;1;1;3;16;0;0;1;1;1;3;2;1;0;0;2;21;9;19;1;1;5;0;3;6;4;0;1;7;4;0;0;0;0;1;4;2;234;11;200;9;15;1294;16;4;10;10;32;5;12;28;118;1;110;4;4;30;14;7;111;51;34;12;7;1;11;5;4;6;3;1;7;9;5;4;1;4;8;2;10;111;21;5;5;4;2;3;3;9;0;1;0;4;0;0;0;1;1;1;0;0;2;6;5;1;0;2;0;1;1;0;1;0
180203;"gm. Dydnia";"brzozowski";"podkarpackie";12;12;18;2;1;4;2;3;5;2;3;0;3;1;1;2;5;1;0;0;1;2;4;123;171;14;1;17;3;3;8;4;4;30;2;0;3;1;1;0;1;0;1;0;5;36;11;12;2;2;2;2;4;39;1;2;3;3;1;4;1;4;1;0;4;2;369;31;858;32;26;840;30;6;8;13;17;11;5;27;9;5;93;13;2;37;44;8;100;67;67;10;3;7;10;11;4;6;3;3;8;7;1;6;1;3;7;5;4;152;31;13;15;9;3;3;1;8;7;2;5;4;2;2;2;0;0;3;1;0;2;4;0;0;0;0;1;0;1;0;0;0
180204;"gm. Haczów";"brzozowski";"podkarpackie";8;8;23;5;2;7;10;3;6;4;1;1;1;2;1;0;2;1;5;2;1;6;6;102;290;25;4;13;3;4;7;3;4;76;1;2;3;3;2;5;0;2;5;0;2;56;12;33;2;2;12;1;3;1;5;1;7;7;4;3;2;0;1;0;3;1;371;34;596;159;18;1140;19;11;25;4;12;45;42;29;89;5;109;8;5;166;60;11;144;80;53;19;6;10;5;17;7;5;4;0;7;8;4;4;2;5;10;0;11;301;40;16;5;2;2;1;12;5;100;1;4;0;3;5;12;9;0;1;1;0;0;7;3;2;0;1;0;3;0;0;4;3
180205;"gm. Jasienica Rosielna";"brzozowski";"podkarpackie";5;5;17;5;1;1;4;1;3;1;2;0;2;1;0;1;4;1;2;1;7;3;3;122;144;9;6;10;1;3;7;3;2;58;1;3;6;1;1;1;1;2;0;1;7;19;9;25;1;2;5;0;1;2;3;3;5;3;3;0;1;0;1;0;4;2;213;13;231;53;9;1873;15;6;5;6;6;6;11;540;50;0;63;5;0;32;23;3;151;79;64;21;8;2;17;12;7;5;0;4;6;12;0;3;0;6;6;5;7;177;21;13;5;4;4;3;5;4;4;1;3;4;1;0;8;5;0;1;0;0;2;6;0;0;0;1;1;0;1;0;0;0
180206;"gm. Nozdrzec";"brzozowski";"podkarpackie";11;11;16;4;4;7;6;3;6;5;0;6;4;1;2;2;7;1;5;0;3;4;4;75;262;14;10;12;5;4;11;3;10;20;0;5;3;1;0;0;3;3;2;0;2;24;8;27;7;5;5;1;2;22;4;8;5;1;7;1;0;1;2;0;6;2;441;35;983;13;31;667;23;9;6;2;32;4;3;10;9;7;143;8;11;26;13;24;108;47;33;14;4;2;7;9;10;7;4;1;11;4;2;7;0;3;8;3;8;189;63;9;8;14;0;2;6;6;5;2;7;2;2;2;2;0;1;1;4;1;2;7;1;1;0;2;0;0;0;1;1;1
180401;"m. Jarosław";"jarosławski";"podkarpackie";23;23;248;29;6;16;25;26;16;4;3;5;7;4;9;12;19;11;12;8;4;10;27;919;95;125;105;18;23;1001;40;7;86;23;9;18;14;15;6;34;21;8;23;7;65;426;47;168;22;12;10;55;11;10;17;67;20;16;21;1;4;6;8;7;21;45;1516;3750;51;228;237;29;64;1918;82;14;94;29;15;15;25;294;19;51;7;160;84;124;704;221;68;54;23;16;79;44;13;38;20;9;2;35;7;24;3;17;16;23;41;1006;690;402;54;102;1882;21;18;67;13;10;44;18;86;13;16;34;2;7;4;60;24;38;9;1;7;6;6;3;24;2;6;0
180402;"m. Radymno";"jarosławski";"podkarpackie";3;3;25;2;1;1;3;0;1;1;1;0;0;0;1;0;2;1;2;1;1;1;9;136;22;18;51;3;4;16;10;2;13;7;3;7;5;0;0;8;1;1;44;1;13;41;4;18;4;1;6;2;1;2;3;2;6;0;7;0;1;1;2;0;1;2;329;432;12;8;39;2;5;415;44;3;87;4;2;2;4;8;5;18;2;22;34;2;122;39;4;4;4;1;3;27;0;4;4;1;3;1;3;5;1;6;2;3;4;100;180;16;1;19;37;0;5;17;4;0;21;1;2;1;2;2;0;0;2;0;8;1;0;0;1;3;1;0;0;1;0;0
180403;"gm. Chłopice";"jarosławski";"podkarpackie";7;7;20;6;0;1;2;9;1;1;1;0;2;4;3;2;0;1;2;0;0;2;5;81;28;10;49;2;2;34;3;2;6;6;4;0;2;6;0;4;1;0;10;0;4;24;4;11;0;3;4;8;0;1;2;5;2;0;5;0;0;1;7;0;2;4;269;511;5;7;56;4;8;865;17;8;15;2;3;2;4;22;8;7;2;9;9;17;84;43;5;5;6;1;4;9;2;12;15;3;1;6;2;2;2;0;2;2;5;81;51;16;2;9;26;3;4;10;4;1;1;2;3;1;0;1;0;1;0;1;2;5;0;0;1;0;1;0;1;1;0;0
180404;"gm. Jarosław";"jarosławski";"podkarpackie";12;12;159;9;6;9;8;10;9;3;3;2;2;2;5;3;6;3;8;2;3;3;5;287;48;41;46;12;7;148;14;3;38;15;10;4;5;8;3;9;2;1;29;1;25;83;7;45;8;4;8;6;3;2;4;17;10;3;2;1;3;1;1;0;6;10;692;1715;23;42;167;17;24;889;45;8;35;8;11;2;7;82;11;13;3;73;25;106;283;109;17;19;13;8;39;22;5;22;7;11;2;14;8;8;2;4;3;10;10;247;155;59;21;51;183;9;7;30;4;0;9;5;6;5;4;10;0;3;2;6;5;7;3;0;1;0;0;1;3;0;4;2
180405;"gm. Laszki";"jarosławski";"podkarpackie";12;12;50;6;1;2;12;3;4;1;0;1;2;1;1;3;0;1;4;0;1;1;6;124;30;17;27;3;4;23;9;2;6;3;2;0;2;2;1;5;0;3;40;1;23;38;2;13;5;2;2;4;2;0;16;8;2;4;4;0;0;0;4;1;0;11;255;453;9;8;140;5;12;1162;22;3;9;1;1;1;2;31;4;8;1;31;6;26;112;30;6;16;1;2;11;16;2;6;8;2;2;11;2;27;3;1;5;3;7;50;76;7;4;16;26;1;0;7;2;1;2;3;4;0;4;1;0;1;2;0;1;4;0;0;0;2;16;0;0;0;1;0
180406;"gm. Pawłosiów";"jarosławski";"podkarpackie";10;10;48;8;2;4;15;5;5;6;2;1;5;0;3;4;2;2;0;2;1;4;4;192;36;25;47;10;9;130;10;3;18;12;3;1;2;2;2;11;5;2;27;0;14;74;9;22;6;7;2;7;4;1;5;13;1;0;3;0;0;0;2;1;1;16;442;1043;9;11;74;6;50;523;100;3;19;4;4;9;10;35;6;29;2;26;14;133;163;79;15;14;11;2;17;15;3;20;10;6;2;12;5;5;1;2;7;4;9;197;147;38;12;30;158;5;9;20;3;4;8;3;4;5;3;7;2;0;5;7;9;9;3;0;0;1;2;0;4;1;0;0
180407;"gm. Pruchnik";"jarosławski";"podkarpackie";11;11;29;2;0;2;5;14;4;0;0;4;2;4;41;2;1;1;3;0;0;1;3;172;26;23;52;6;9;33;12;1;39;9;2;3;5;10;4;2;0;0;8;1;5;38;9;31;2;0;13;1;1;6;5;15;6;1;2;4;2;1;2;0;0;7;686;945;22;16;138;14;17;1415;54;7;30;10;5;7;16;10;7;21;1;38;15;29;229;91;14;16;9;6;16;26;7;9;9;5;1;11;4;1;2;3;8;2;7;94;74;22;10;18;35;1;3;15;2;2;5;8;3;2;8;6;0;2;1;0;0;6;4;1;0;0;2;0;5;3;1;0
180408;"gm. Radymno";"jarosławski";"podkarpackie";14;14;43;10;2;6;9;12;6;1;2;2;2;2;2;2;5;3;3;1;1;2;8;146;30;17;112;9;2;31;13;3;11;9;7;5;5;2;4;6;4;2;176;6;6;50;6;25;3;1;4;2;4;5;4;12;8;0;4;1;3;0;4;1;4;6;735;1032;22;10;129;7;18;1259;103;4;72;8;6;1;9;16;10;33;1;32;84;34;240;100;10;23;7;7;17;28;3;12;8;11;3;5;2;14;1;3;11;5;12;104;181;16;14;12;34;1;2;19;1;2;23;4;3;2;4;4;2;3;0;0;3;7;0;2;0;3;2;0;5;0;2;0
180409;"gm. Rokietnica";"jarosławski";"podkarpackie";5;5;10;5;0;0;1;16;1;0;2;0;4;1;1;1;3;0;2;0;0;1;5;61;16;13;50;1;4;13;7;0;15;4;2;3;0;0;0;0;0;1;2;1;3;20;2;7;1;1;3;5;2;2;1;7;2;0;3;1;0;0;1;2;1;2;347;569;5;7;35;7;5;334;23;0;27;6;1;1;4;12;3;17;2;7;3;10;81;26;5;2;4;2;6;7;4;6;7;4;1;2;2;4;0;1;5;0;2;41;43;4;2;2;11;1;1;6;1;0;13;4;6;2;4;1;0;1;1;0;6;7;3;0;1;2;0;0;0;3;2;0
180410;"gm. Roźwienica";"jarosławski";"podkarpackie";12;12;19;4;0;1;2;7;1;1;0;2;1;4;1;1;2;1;1;0;3;1;2;108;23;14;27;1;5;26;16;5;97;13;1;3;3;1;2;3;5;0;4;1;26;34;2;22;3;2;0;12;1;4;3;2;4;0;1;0;0;0;1;1;0;6;337;1148;15;11;51;12;29;296;41;19;23;5;4;1;1;8;7;13;1;19;7;39;130;55;10;10;4;2;14;11;7;12;7;4;0;11;3;2;3;2;1;2;2;74;60;13;4;9;43;1;2;7;0;3;4;3;4;3;1;4;0;1;0;4;0;3;1;0;0;0;0;1;0;0;0;0
