"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"OTT-RODAK Beata Maria - KW BEZPARTYJNI SAMORZĄDOWCY";"MICHALSKI Arkadiusz Leszek - KW BEZPARTYJNI SAMORZĄDOWCY";"SOBKOWIAK Kamil Paweł - KW BEZPARTYJNI SAMORZĄDOWCY";"POCHYLSKI Przemysław - KW BEZPARTYJNI SAMORZĄDOWCY";"PIECHOCKA Emilia Marta - KW BEZPARTYJNI SAMORZĄDOWCY";"MISZCZAK Michał Paweł - KW BEZPARTYJNI SAMORZĄDOWCY";"KOT Magdalena - KW BEZPARTYJNI SAMORZĄDOWCY";"HAJMAN Paweł - KW BEZPARTYJNI SAMORZĄDOWCY";"URBAŃSKI Adrian - KW BEZPARTYJNI SAMORZĄDOWCY";"CERANOWSKI Kamil - KW BEZPARTYJNI SAMORZĄDOWCY";"MICHALCZUK Alan Wojciech - KW BEZPARTYJNI SAMORZĄDOWCY";"STANILEWICZ Alicja Urszula - KW BEZPARTYJNI SAMORZĄDOWCY";"JUDYCKI Robert Antoni - KW BEZPARTYJNI SAMORZĄDOWCY";"IDZIAK Maria Magdalena - KW BEZPARTYJNI SAMORZĄDOWCY";"MADALIŃSKA Iga - KW BEZPARTYJNI SAMORZĄDOWCY";"SIKORA-LICHOCKA Irena - KW BEZPARTYJNI SAMORZĄDOWCY";"ADAMCZUK Iwona Maria - KW BEZPARTYJNI SAMORZĄDOWCY";"MALINOWSKI Kamil Mateusz - KW BEZPARTYJNI SAMORZĄDOWCY";"PASZYK Krzysztof Michał - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"LUBOŃSKI Adam Sławomir - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PAŁCZYŃSKI Piotr Tomasz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GDANIEC Rafał - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KRÓL Urszula - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"OGONOWSKA-CHROBROWSKA Honorata Anna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RUBACH Leszek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"LINKIEWICZ-MENDEL Agnieszka - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"OSTROWSKI Krzysztof Mariusz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"NAPIERAŁA Ryszard - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"WENDT Marek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BEJMA Małgorzata Anna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BEDNAREK Dominik Jan - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"NAWROT Lucyna Hanna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DEPTA Bernadeta - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MILER Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PIECHOWIAK Agnieszka Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MACIEJEWSKI Jarosław Zygmunt - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"STANDERSKI Dariusz Marian - KW NOWA LEWICA";"GRZECHOWIAK Agnieszka Magdalena - KW NOWA LEWICA";"NAJDER Jacek - KW NOWA LEWICA";"WILK-BARAN Anna Elżbieta - KW NOWA LEWICA";"BOCH Adam - KW NOWA LEWICA";"JÓZEFOWSKA Katarzyna - KW NOWA LEWICA";"PAWŁOWICZ Sebastian - KW NOWA LEWICA";"MANDES Elżbieta - KW NOWA LEWICA";"GBUR Dominik - KW NOWA LEWICA";"KUCHARCZYK Magdalena - KW NOWA LEWICA";"LUS Jan - KW NOWA LEWICA";"RUCKA Natalia Marta - KW NOWA LEWICA";"WITKOWSKI Dominik - KW NOWA LEWICA";"MINGE Natalia Ewa - KW NOWA LEWICA";"SKORUPA Janusz Artur - KW NOWA LEWICA";"MAJEWSKA Ewelina Barbara - KW NOWA LEWICA";"ŚLIWAK Stanisław Tomasz - KW NOWA LEWICA";"BOCIAN Kamil Bartosz - KW NOWA LEWICA";"CZARNECKI Krzysztof Władysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"PIECHOWIAK Grzegorz - KW PRAWO I SPRAWIEDLIWOŚĆ";"AJCHLER Zbigniew Czesław - KW PRAWO I SPRAWIEDLIWOŚĆ";"KOSOWSKA Dorota Katarzyna - KW PRAWO I SPRAWIEDLIWOŚĆ";"ZIELIŃSKI Michał Witold - KW PRAWO I SPRAWIEDLIWOŚĆ";"BANAŚ Dorota - KW PRAWO I SPRAWIEDLIWOŚĆ";"PORZUCEK Marcin Bartosz - KW PRAWO I SPRAWIEDLIWOŚĆ";"KUBICH Arkadiusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"MUZYKA Emilia - KW PRAWO I SPRAWIEDLIWOŚĆ";"KAPEJA Antoni - KW PRAWO I SPRAWIEDLIWOŚĆ";"ERENC-SZPEK Katarzyna - KW PRAWO I SPRAWIEDLIWOŚĆ";"CHMIELARZ Małgorzata - KW PRAWO I SPRAWIEDLIWOŚĆ";"PIOSIK Maria Jolanta - KW PRAWO I SPRAWIEDLIWOŚĆ";"KOŁODZIEJEWSKA Julia Kinga - KW PRAWO I SPRAWIEDLIWOŚĆ";"WILCZAK Anna Bronisława - KW PRAWO I SPRAWIEDLIWOŚĆ";"BILIŃSKI Sławomir - KW PRAWO I SPRAWIEDLIWOŚĆ";"BUCHWALD Dominika Anna - KW PRAWO I SPRAWIEDLIWOŚĆ";"FLEMING Bogdan Włodzimierz - KW PRAWO I SPRAWIEDLIWOŚĆ";"PRZEBITKOWSKI Ziemowit - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"GARLICKI Damian Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WAWRZYNIAK Piotr Bogusław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SKUPIN Jacek Tomasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SZKUDLARZ Jarosław Kazimierz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SUJKA Piotr Maria - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SEMCZUK Patryk - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"PIWOWARSKA Aleksandra Marika - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"OSZMIAN Joanna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"PRASEK Mariusz Adam - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WYTRZYSZCZEWSKI Marcin - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"TOMKOWIAK Krystyna Maria - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KUFFEL Anna Marzena - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"OLECH Adam - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOWALIK Iwona Katarzyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOS Radosław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KNOP Anna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZIEMSKA Barbara - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"RUTNICKI Jakub Adam - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JANYSKA Maria Małgorzata - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"GŁOWSKI Piotr Krzysztof - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MAGDA Marta Anna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SZOPIŃSKI Henryk Marian - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"CZOPEK Ewa - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WOŹNIAK Katarzyna Anna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"RENN Przemysław Piotr - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"URBAŃSKI Adrian - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PRZYBYLAK Michał - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SZYMCZAK Filip Janusz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SZUKAJŁO Wioletta Agnieszka - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KUŁAKOWSKA Magdalena Jadwiga - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KOZICZ Aleksander - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"FLORYSIAK Małgorzata Maria - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ERENC Szymon Piotr - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MATUSIAK Tomasz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"GÓRNY Sławomir Jan - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WOŹNIAK-HOFFMANN Marta - KW POLSKA JEST JEDNA";"NURCZYK Krzysztof - KW POLSKA JEST JEDNA";"DEUTER Ewa - KW POLSKA JEST JEDNA";"PIEŚCIKOWSKI Sławomir Krzysztof - KW POLSKA JEST JEDNA";"JANISZEWSKA Halina Dorota - KW POLSKA JEST JEDNA";"JASIK-BURY Marzena Barbara - KW POLSKA JEST JEDNA";"WÓJCIK Barbara - KW POLSKA JEST JEDNA";"FENGER Magdalena - KW POLSKA JEST JEDNA";"KACAŁA Damian Radosław - KW POLSKA JEST JEDNA";"ŁUCZAK Adam - KW POLSKA JEST JEDNA";"BIAŁKOWSKI Artur Jan - KW POLSKA JEST JEDNA";"BERNACZYK Bartłomiej Longin - KW POLSKA JEST JEDNA";"FOIŃSKA Monika - KW POLSKA JEST JEDNA";"STAROSTA Piotr Tadeusz - KW POLSKA JEST JEDNA"
300101;"m. Chodzież";"chodzieski";"wielkopolskie";11;11;10;8;421;8;19;2;11;24;39;0;3;0;3;4;11;1;0;8;543;212;113;21;127;21;17;37;16;18;19;47;20;43;16;119;69;19;360;191;47;43;18;36;21;69;16;34;14;18;25;24;5;32;1;33;617;232;69;58;52;92;856;27;18;7;4;15;13;31;120;13;6;13;202;123;30;21;10;10;17;27;9;4;3;6;12;4;1;7;5;19;913;1366;576;258;73;44;51;21;857;123;12;15;17;4;9;4;13;15;54;6;3;3;6;2;13;5;2;3;2;0;2;6
300102;"gm. Budzyń";"chodzieski";"wielkopolskie";10;10;17;6;31;2;7;0;7;7;22;2;2;2;2;2;7;1;2;5;297;111;45;4;77;12;6;15;12;18;4;35;13;7;36;42;42;9;97;72;30;17;9;7;9;52;6;17;2;6;2;10;1;15;0;2;271;236;33;27;29;38;407;13;19;10;8;10;10;45;10;2;3;6;142;45;19;8;26;1;9;11;5;1;3;4;10;6;4;4;9;11;264;315;77;78;12;20;31;15;510;31;7;11;14;0;3;3;3;9;57;4;3;6;3;1;5;3;1;2;2;0;2;2
300103;"gm. Chodzież";"chodzieski";"wielkopolskie";8;8;6;2;108;2;7;1;9;6;19;3;1;1;2;5;2;1;0;3;196;97;35;8;50;11;3;4;1;16;6;21;4;9;5;66;51;6;85;50;7;20;8;9;6;26;1;12;3;3;4;8;2;9;1;13;178;158;26;20;6;35;327;13;14;7;3;6;8;24;13;2;2;3;68;37;19;11;11;10;11;10;5;4;1;0;6;4;8;3;2;9;174;302;148;66;17;15;16;1;386;28;2;4;8;1;3;4;1;8;20;5;4;1;2;0;4;4;0;4;3;0;2;3
300104;"gm. Margonin";"chodzieski";"wielkopolskie";9;9;10;1;12;4;10;1;8;9;8;1;0;0;0;1;2;0;2;2;244;64;22;11;21;4;4;6;1;4;2;15;5;5;1;530;18;9;77;60;21;12;7;12;9;17;3;15;3;2;4;11;3;3;2;3;198;311;18;15;16;29;310;10;10;5;5;2;2;22;9;4;2;2;96;41;8;7;16;8;11;10;4;4;0;0;9;4;5;3;3;8;308;279;123;61;32;20;17;15;90;14;14;5;15;0;5;3;3;5;13;3;3;1;4;1;6;2;2;2;2;0;2;1
300105;"gm. Szamocin";"chodzieski";"wielkopolskie";7;7;14;4;29;3;10;2;3;26;12;2;2;2;1;1;2;0;2;3;301;90;40;36;40;9;1;4;6;15;29;23;8;4;7;59;48;17;59;54;15;15;4;11;5;14;4;13;6;13;3;9;0;7;1;9;286;201;18;19;9;23;360;8;4;8;3;2;10;264;13;1;1;4;89;89;13;11;16;6;11;13;3;1;2;1;12;0;10;7;1;8;262;349;108;53;65;32;17;7;110;43;10;3;9;0;2;3;9;13;18;8;6;3;3;2;2;1;3;5;0;0;1;2
300201;"m. Czarnków";"czarnkowsko-trzcianecki";"wielkopolskie";6;6;9;9;3;6;5;3;9;2;4;1;1;2;0;2;0;0;1;11;364;128;51;9;56;5;7;18;10;12;9;21;16;42;3;4;37;16;169;84;36;14;6;19;12;6;10;5;4;8;3;11;1;9;2;15;878;108;46;46;14;62;200;7;10;8;0;4;6;2;5;6;4;12;122;35;18;7;3;3;8;15;9;6;6;1;4;3;4;6;4;29;237;2188;63;30;7;11;9;3;8;33;3;16;3;2;1;1;3;3;28;6;17;2;2;4;7;1;0;0;1;0;5;9
300202;"gm. Czarnków";"czarnkowsko-trzcianecki";"wielkopolskie";17;17;23;2;11;6;8;3;6;2;5;4;0;1;2;5;1;3;3;7;462;165;46;22;59;15;12;18;17;28;2;18;25;32;3;20;50;27;132;75;28;9;8;20;12;8;33;15;4;11;7;10;2;7;4;14;1107;158;67;131;35;63;223;12;16;8;4;5;8;10;5;6;8;5;179;66;29;13;25;12;14;20;5;5;6;2;7;2;6;32;6;35;247;1302;43;52;14;25;12;3;14;16;3;26;2;1;2;4;5;3;39;3;33;12;3;2;5;3;0;2;2;1;4;7
300203;"gm. Drawsko";"czarnkowsko-trzcianecki";"wielkopolskie";7;7;7;4;9;3;7;2;12;4;2;0;0;4;1;2;1;0;5;6;199;79;17;5;39;3;6;10;5;6;4;6;10;14;3;8;23;11;79;33;9;9;5;6;2;12;10;12;2;6;4;7;11;3;0;10;691;48;119;52;21;73;130;6;10;3;1;3;0;3;2;12;7;4;122;23;16;5;15;3;3;8;6;1;3;1;9;1;1;3;5;17;204;288;18;183;6;23;13;3;8;4;7;11;5;0;4;3;8;10;16;10;2;8;1;0;5;2;0;3;0;1;0;5
300204;"gm. Krzyż Wielkopolski";"czarnkowsko-trzcianecki";"wielkopolskie";6;6;8;4;9;4;10;0;8;0;0;0;0;3;1;5;2;1;0;3;212;87;39;12;52;5;4;12;7;19;2;21;9;25;1;22;54;18;94;66;18;19;14;10;11;14;7;17;8;10;7;17;0;11;0;11;582;88;48;237;20;54;148;5;12;3;1;1;5;3;5;154;0;1;98;23;15;4;17;3;6;9;5;3;4;2;20;2;6;8;3;7;438;509;112;157;11;46;26;3;12;30;17;14;15;2;4;8;17;11;18;10;6;11;8;0;3;4;3;4;0;0;3;5
300205;"gm. Lubasz";"czarnkowsko-trzcianecki";"wielkopolskie";11;11;15;8;5;4;4;2;13;1;3;3;3;1;1;2;2;0;2;3;433;98;32;12;42;13;2;8;4;11;6;11;13;46;5;7;43;15;86;54;24;16;7;12;4;8;8;4;1;5;5;5;1;9;1;11;741;94;80;42;29;54;127;9;7;5;3;3;10;2;4;3;5;7;139;35;24;7;11;5;6;12;11;3;3;2;10;8;10;5;3;28;323;907;28;27;9;10;10;5;10;9;4;3;5;0;1;9;5;8;25;6;6;2;5;2;5;0;0;4;0;0;2;2
300206;"gm. Połajewo";"czarnkowsko-trzcianecki";"wielkopolskie";7;7;10;5;6;5;4;3;1;1;3;1;3;4;2;1;4;0;1;2;304;37;11;3;45;5;6;12;4;13;5;15;9;15;1;6;36;12;72;52;13;12;9;10;9;9;5;10;3;5;5;3;2;8;0;5;763;159;31;50;50;49;122;11;9;5;2;3;9;10;3;3;0;6;111;25;21;6;11;5;7;7;3;2;4;3;8;5;2;5;1;52;240;465;12;35;5;12;17;1;8;7;7;0;1;1;2;1;3;1;23;2;9;1;2;1;5;0;2;1;0;0;0;1
300207;"gm. Trzcianka";"czarnkowsko-trzcianecki";"wielkopolskie";18;18;28;13;13;13;16;1;16;4;5;4;3;1;2;3;7;4;6;14;893;343;113;32;142;14;9;39;21;28;11;31;110;46;18;24;92;23;407;195;28;34;41;32;20;9;28;26;13;17;11;17;3;18;3;33;2803;61;22;172;23;57;180;6;11;8;1;3;2;6;2;7;2;9;252;86;203;13;20;9;24;15;15;1;2;3;25;16;5;1;13;21;1019;2208;330;109;58;104;45;5;34;66;23;765;13;5;6;7;12;24;72;25;3;3;6;2;7;2;1;6;2;2;5;112
300208;"gm. Wieleń";"czarnkowsko-trzcianecki";"wielkopolskie";10;10;16;5;6;5;10;4;14;2;1;0;4;1;0;1;6;7;2;6;484;121;29;10;51;8;12;26;11;20;7;11;12;244;4;8;49;27;125;75;16;21;17;13;14;7;23;11;6;16;8;17;3;12;5;21;1165;181;118;132;29;86;263;13;9;7;6;3;8;13;10;24;2;12;177;44;31;10;18;5;14;22;9;4;5;5;10;9;5;2;10;12;394;833;52;177;7;30;30;14;9;18;23;10;8;2;2;10;7;7;39;4;3;73;2;2;4;3;1;6;1;0;3;5
300501;"gm. Granowo";"grodziski";"wielkopolskie";5;5;10;1;4;0;8;2;7;4;2;2;1;1;0;2;4;3;0;3;171;25;60;11;50;14;8;29;10;27;8;7;13;9;6;18;35;13;59;31;6;7;34;6;3;9;3;28;3;2;1;10;2;6;0;3;422;76;64;45;159;46;79;11;19;6;5;10;16;14;11;5;4;9;94;22;20;6;7;10;9;9;20;10;2;1;6;10;5;3;2;10;315;39;21;42;1;17;9;4;9;10;20;4;2;0;4;1;1;87;66;14;1;1;3;2;2;7;0;1;3;5;3;2
300502;"gm. Grodzisk Wielkopolski";"grodziski";"wielkopolskie";10;10;33;12;7;5;11;7;19;7;8;2;3;3;2;6;7;3;8;6;595;121;131;38;142;22;82;215;16;114;16;38;26;33;17;39;79;42;228;106;31;26;467;28;18;15;6;123;1;14;4;43;2;11;8;20;1077;272;165;120;333;227;598;21;63;17;6;17;68;22;30;16;47;24;376;110;73;24;32;13;28;36;40;12;9;6;38;14;11;12;16;18;2022;190;61;293;22;38;44;8;21;184;102;7;13;3;15;9;58;418;143;15;19;14;13;3;18;1;1;14;4;0;4;25
300503;"gm. Kamieniec";"grodziski";"wielkopolskie";6;6;6;9;8;4;4;2;6;1;5;1;0;1;0;4;7;1;0;9;213;45;51;4;59;12;13;56;7;44;4;12;11;8;4;12;30;27;60;22;8;3;66;13;6;7;3;27;3;5;8;9;0;3;0;5;497;188;52;44;149;50;159;9;28;8;3;8;24;12;8;8;17;7;98;23;9;5;5;8;8;17;14;4;5;2;10;4;8;2;5;9;192;35;12;40;1;7;14;3;3;6;7;4;1;0;4;0;2;545;17;5;2;2;1;0;2;1;0;6;0;0;2;3
300504;"gm. Rakoniewice";"grodziski";"wielkopolskie";6;6;14;13;7;3;11;6;13;8;5;2;3;2;0;9;9;2;0;13;327;51;44;17;91;17;61;625;9;56;8;17;15;19;4;20;47;21;97;54;10;20;106;17;9;11;5;33;4;6;14;29;4;10;5;9;708;199;98;97;294;100;470;27;38;13;10;18;74;17;15;9;23;12;241;57;42;14;22;19;27;24;26;8;6;7;11;7;4;13;14;22;1162;59;18;89;11;25;32;13;12;40;140;4;8;1;8;5;41;191;43;3;5;2;7;4;6;5;0;9;0;0;7;6
300505;"gm. Wielichowo";"grodziski";"wielkopolskie";5;5;10;9;6;0;4;2;15;4;6;0;1;1;1;3;1;2;4;3;278;24;31;26;62;8;31;103;8;18;6;15;23;15;3;13;40;20;46;33;5;7;51;11;8;3;1;18;3;5;27;15;1;5;0;8;447;163;68;71;242;58;202;14;23;10;3;14;51;7;13;8;25;7;113;33;21;8;8;5;20;12;14;3;2;5;6;6;9;1;7;6;324;45;10;37;8;18;11;1;8;10;34;5;4;0;1;3;2;227;14;1;0;8;3;0;4;1;0;4;0;2;4;5
