"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"BELTER Łukasz Marek - KW BEZPARTYJNI SAMORZĄDOWCY";"ZAGAJEWSKI Cezary Adam - KW BEZPARTYJNI SAMORZĄDOWCY";"WĄTOROWSKA Alicja Katarzyna - KW BEZPARTYJNI SAMORZĄDOWCY";"MICHNO Aneta Joanna - KW BEZPARTYJNI SAMORZĄDOWCY";"ROMANIECKI Łukasz - KW BEZPARTYJNI SAMORZĄDOWCY";"FALKIEWICZ Marcelina Ewa - KW BEZPARTYJNI SAMORZĄDOWCY";"GLAZA Remigiusz - KW BEZPARTYJNI SAMORZĄDOWCY";"FIJOŁEK Monika Halina - KW BEZPARTYJNI SAMORZĄDOWCY";"HADUCH Ewelina Katarzyna - KW BEZPARTYJNI SAMORZĄDOWCY";"ORDON Mateusz Łukasz - KW BEZPARTYJNI SAMORZĄDOWCY";"KULIK Joanna Paulina - KW BEZPARTYJNI SAMORZĄDOWCY";"KRIEGEL Marzena Joanna - KW BEZPARTYJNI SAMORZĄDOWCY";"LEWCZUK Sebastian - KW BEZPARTYJNI SAMORZĄDOWCY";"DZIUBA Martyna - KW BEZPARTYJNI SAMORZĄDOWCY";"POLAK-SALOMON Kamil Norbert - KW BEZPARTYJNI SAMORZĄDOWCY";"MOŁODECKA Magdalena Maria - KW BEZPARTYJNI SAMORZĄDOWCY";"ZIELONY Konrad Emil - KW BEZPARTYJNI SAMORZĄDOWCY";"NOWAK Agata Karolina - KW BEZPARTYJNI SAMORZĄDOWCY";"ZDANOWSKI Wojciech Jerzy - KW BEZPARTYJNI SAMORZĄDOWCY";"SZYMANOWSKA Ewa Joanna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DYBA-BOJARSKI Bartłomiej Waldemar - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SOBCZAK Michał Jerzy - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KARDAS Grzegorz Tymoteusz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MATYSIAK Michał - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DASZYŃSKA Jolanta Alina - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MAJEWSKI Eugeniusz Paweł - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SZELĄGOWSKA-MIRONIUK Angelika Maria - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KRZEŚNIAK Anna Ewa - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KRAWCZYK Katarzyna Barbara - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ŁUNIEWSKA-BURY Jolanta - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"FRANCZAK Stanisław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MATIASZCZYK Natalia Monika - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"TYGIELSKI Marcin Ireneusz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ŚWIERCZYŃSKI Lechosław Marek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BOCZKOWSKA Magdalena Anna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BOREK Maria Bogusława - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GAJDA Wiktoria Brygida - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MIELCZAREK Witold Adam - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ZABOROWSKA-GORZKIEWICZ Klaudia Czesława - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"TRELA Tomasz Dominik - KW NOWA LEWICA";"ŻURAW Elżbieta Małgorzata - KW NOWA LEWICA";"SMORĘDA Agnieszka - KW NOWA LEWICA";"FRĄCZAK Tomasz - KW NOWA LEWICA";"WIETESKA Agnieszka Maria - KW NOWA LEWICA";"WIŚNIEWSKA-KABAT Emilia Małgorzata - KW NOWA LEWICA";"KĘPIŃSKI Adam Bartosz - KW NOWA LEWICA";"JABŁOŃSKI Marek Jerzy - KW NOWA LEWICA";"SÓJKA Zofia - KW NOWA LEWICA";"OLEJNICZAK Michał Andrzej - KW NOWA LEWICA";"SAWICKA-KACPRZAK Monika Maria - KW NOWA LEWICA";"TYKA Bogusław Włodzimierz - KW NOWA LEWICA";"ŚWIDERSKA Beata Katarzyna - KW NOWA LEWICA";"BRUCHAJZER Piotr Łukasz - KW NOWA LEWICA";"URBAŃCZYK Martyna Natalia - KW NOWA LEWICA";"ŚCIBOR Kamila Beata - KW NOWA LEWICA";"WOJECH Adam - KW NOWA LEWICA";"PAWLIK-NOWACKA Wioleta Kamila - KW NOWA LEWICA";"KUŁAGA Dariusz - KW NOWA LEWICA";"MAKOWSKI Krzysztof Michał - KW NOWA LEWICA";"RAU Zbigniew Włodzimierz - KW PRAWO I SPRAWIEDLIWOŚĆ";"BUDA Waldemar Grzegorz - KW PRAWO I SPRAWIEDLIWOŚĆ";"WOJCIECHOWSKA VAN HEUKELOM Agnieszka Krystyna - KW PRAWO I SPRAWIEDLIWOŚĆ";"TOMASZEWSKI Włodzimierz - KW PRAWO I SPRAWIEDLIWOŚĆ";"KOBIERA Renata Agnieszka - KW PRAWO I SPRAWIEDLIWOŚĆ";"CIEPLUCHA Piotr Paweł - KW PRAWO I SPRAWIEDLIWOŚĆ";"SASIN Roman - KW PRAWO I SPRAWIEDLIWOŚĆ";"MARZEC Radosław - KW PRAWO I SPRAWIEDLIWOŚĆ";"ŁUCZYŃSKA Justyna Aleksandra - KW PRAWO I SPRAWIEDLIWOŚĆ";"RASAŁA Iwona Maja - KW PRAWO I SPRAWIEDLIWOŚĆ";"LEWANDOWSKA Barbara - KW PRAWO I SPRAWIEDLIWOŚĆ";"STAROŃ-JÓŹWIAK Katarzyna - KW PRAWO I SPRAWIEDLIWOŚĆ";"BADURA Elżbieta Jadwiga - KW PRAWO I SPRAWIEDLIWOŚĆ";"ANIELAK Tomasz Lucjan - KW PRAWO I SPRAWIEDLIWOŚĆ";"WIERNICKA Kinga Małgorzata - KW PRAWO I SPRAWIEDLIWOŚĆ";"GAJDA Patryk Jarosław - KW PRAWO I SPRAWIEDLIWOŚĆ";"MIGDALSKI Tomasz Eugeniusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"MARGIEWICZ Tomasz Arkadiusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"ZALECH Aleksander Wiktor - KW PRAWO I SPRAWIEDLIWOŚĆ";"MICHALIK Marek Wojciech - KW PRAWO I SPRAWIEDLIWOŚĆ";"GRABARCZYK Tomasz Michał - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KICOWSKI Przemysław Patryk - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"PACIEJEWSKI Radosław Adrian - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"POREDA Paula - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"LUDWIG Zbigniew Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KLUCEWICZ Adam - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"LIPCZYK Krzysztof Gniewomir - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KACPRZAK Michał - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WALEWSKA Marika - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BEDNAREK Krzysztof Jan - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SCHMIDT Agnieszka Joanna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MRÓZ Marcin - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOT Agnieszka Patrycja - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"METRYCKA Jolanta Teresa - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZIĘTARA Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WALESIC Jakub Wojciech - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"NIEWIADOMSKI Michał Jerzy - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"GACEK Aleksandra Kamila - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SZCZEŚNIAK Katarzyna Dorota - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ANDRUSZKIEWICZ Mateusz Jakub - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"JOŃSKI Dariusz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"NIEMCZYK Małgorzata Barbara - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ŚLEDZIŃSKA-KATARASIŃSKA Iwona Elżbieta - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PIĄTKOWSKI Krzysztof Mariusz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WIŚNIEWSKA Aleksandra Karolina - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MAJCHRZAK Antonina - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"BLIŹNIUK Paweł Kazimierz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MALINOWSKA-OLSZOWY Monika Sylwia - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PUCHALSKI Tobiasz Krzysztof - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JÓZEFACIUK Marcin - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KOBYLIŃSKA Agata - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"DYBAŁA Małgorzata Sylwia - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"BRACH-NOWACKA Agnieszka Krystyna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ZBROŃSKI Jan - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"GAŁKIEWICZ Magdalena Anna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JAŚKIEWICZ Mateusz Sylwester - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SADOWSKA Katarzyna Sandra - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KRAWCZYK Maria Teresa - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"CISZEWSKI Norbert - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"GILL-PIĄTEK Hanna Beata - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ADAMSKA Teresa Maria - KW POLSKA JEST JEDNA";"BEDYNIAK-SIEWIERSKA Izabela - KW POLSKA JEST JEDNA";"LASKA Sławomir Marek - KW POLSKA JEST JEDNA";"OLCZAK Malwina Magdalena - KW POLSKA JEST JEDNA";"ADAMOWICZ Anna - KW POLSKA JEST JEDNA";"KARPIŃSKI Dariusz Jan - KW POLSKA JEST JEDNA";"WOJCIECHOWSKA Bogumiła Anna - KW POLSKA JEST JEDNA";"SARNIK Paweł Kazimierz - KW POLSKA JEST JEDNA";"FRĄTCZAK-RODAK Monika Małgorzata - KW POLSKA JEST JEDNA";"WÓJCIK Jan Stanisław - KW POLSKA JEST JEDNA";"FLIS Elżbieta - KW POLSKA JEST JEDNA"
100602;"gm. Andrespol";"łódzki wschodni";"łódzkie";17;17;35;6;14;5;3;8;3;5;2;1;9;7;1;4;2;2;4;5;5;577;81;126;79;22;35;31;23;23;19;13;8;22;7;3;19;7;20;9;27;351;95;57;17;33;25;15;13;330;2;6;2;13;1;13;8;6;11;4;12;573;1285;109;209;48;371;42;88;21;31;20;24;15;2;9;7;37;1;3;39;380;38;19;55;2;13;20;8;20;9;8;16;30;1;12;1;7;6;12;20;1442;303;120;124;486;34;163;21;212;121;29;25;35;6;25;9;12;11;7;91;63;9;11;4;12;10;7;3;10;7;6
100603;"gm. Brójce";"łódzki wschodni";"łódzkie";7;7;16;2;10;3;1;2;2;3;0;2;5;1;1;3;2;2;2;7;2;286;28;55;62;20;14;12;18;10;22;8;5;9;4;3;7;1;6;6;68;134;45;19;18;12;10;7;2;43;7;4;0;9;1;10;5;3;4;0;4;175;447;46;73;10;961;13;17;18;9;5;9;5;0;4;3;5;3;1;10;190;12;12;15;0;19;6;9;9;8;4;2;10;0;6;0;5;3;6;14;549;116;35;37;123;6;50;8;40;23;11;10;28;1;9;1;5;6;4;23;58;5;9;3;9;6;1;0;2;1;5
100607;"gm. Koluszki";"łódzki wschodni";"łódzkie";26;26;39;13;21;10;8;8;6;15;1;5;17;1;3;17;10;5;10;16;9;724;74;168;64;101;50;27;36;42;41;6;14;20;6;257;10;11;26;16;35;500;184;97;36;44;43;16;11;52;17;19;3;21;3;22;6;40;12;6;60;737;3196;116;254;94;244;105;176;27;16;60;364;12;4;9;5;9;5;5;46;467;48;39;36;12;154;9;20;59;18;7;28;27;1;24;3;5;6;13;25;1837;538;158;116;330;35;89;17;59;77;23;34;8;10;34;690;12;4;18;76;97;10;14;13;15;10;32;5;1;13;10
100608;"gm. Nowosolna";"łódzki wschodni";"łódzkie";6;6;12;4;2;3;4;1;0;3;1;0;2;0;5;6;2;1;0;2;3;290;45;50;51;12;21;12;10;16;18;4;1;12;2;3;4;3;6;6;10;130;76;31;15;11;8;4;1;16;8;5;0;9;2;8;3;1;5;2;10;236;330;41;56;83;60;34;14;4;5;6;9;3;3;3;2;0;1;1;8;128;11;7;20;3;2;1;8;3;1;2;7;4;6;4;2;4;3;5;4;677;169;47;75;230;18;57;12;12;37;16;11;4;3;25;1;4;1;5;54;25;6;5;6;8;5;2;0;1;2;1
100610;"gm. Rzgów";"łódzki wschodni";"łódzkie";9;9;34;8;12;6;1;4;1;3;1;2;5;1;2;1;2;2;3;7;3;322;60;64;65;15;26;14;10;7;15;7;6;12;10;10;9;1;11;5;411;220;86;45;21;12;25;3;5;20;6;9;1;11;1;11;10;5;9;1;17;414;1286;80;145;22;110;23;36;248;11;12;10;5;4;6;7;3;3;7;19;294;20;17;37;6;3;7;10;6;9;4;12;13;5;10;1;2;9;3;15;1011;189;85;62;271;19;150;14;8;111;19;13;10;5;29;4;11;28;7;52;57;6;6;1;14;10;3;2;3;7;3
100611;"gm. Tuszyn";"łódzki wschodni";"łódzkie";22;22;28;4;10;2;6;4;3;4;3;1;3;5;6;12;3;2;3;4;5;394;54;48;50;28;45;12;23;19;37;2;4;15;4;11;17;3;28;7;123;222;97;53;19;25;20;10;5;42;9;10;6;9;3;16;8;3;7;2;22;405;1856;74;147;37;206;60;48;30;27;17;24;16;7;18;9;2;0;4;35;316;36;20;28;12;7;9;15;16;14;8;11;25;1;8;4;4;6;8;11;1104;172;117;48;258;26;142;10;11;60;16;15;2;3;27;10;17;308;5;44;67;9;3;10;9;30;2;4;1;6;8
102101;"m. Brzeziny";"brzeziński";"łódzkie";9;9;22;7;8;3;5;3;2;3;2;1;11;2;2;5;1;2;4;8;4;329;39;120;38;62;36;10;25;100;17;7;5;13;2;29;8;5;8;9;13;248;122;38;15;23;59;9;3;16;12;16;7;16;2;8;2;8;2;2;17;398;731;64;74;588;131;661;69;11;13;10;40;10;4;8;7;2;0;2;25;231;24;15;21;6;9;7;69;16;8;9;11;9;1;15;1;2;7;4;5;805;207;63;77;208;37;31;9;6;33;11;415;3;0;7;19;4;6;10;76;57;4;9;2;11;5;9;1;1;4;4
102102;"gm. Brzeziny";"brzeziński";"łódzkie";10;10;21;8;7;1;7;4;1;2;0;1;2;1;3;6;0;1;0;5;5;183;23;54;14;41;12;8;6;132;16;4;1;12;5;17;4;4;13;5;11;114;40;9;19;12;28;7;3;16;5;3;2;6;2;5;2;3;0;0;7;198;423;34;62;495;89;129;32;10;2;8;14;0;2;2;1;0;2;1;12;126;16;7;9;4;10;6;42;10;5;1;5;9;0;7;1;7;5;5;3;358;113;29;29;75;15;33;3;9;25;12;78;3;1;4;6;5;2;2;19;27;7;3;3;9;2;3;3;1;1;2
102103;"gm. Dmosin";"brzeziński";"łódzkie";9;9;10;13;4;2;1;0;3;2;1;2;2;1;0;1;3;0;3;6;2;142;12;76;9;39;12;9;12;16;5;2;4;7;1;7;5;2;10;8;11;55;83;6;8;7;8;3;1;4;15;3;1;1;0;4;10;4;3;1;0;202;381;35;71;166;162;116;4;10;5;12;16;9;3;1;13;1;0;0;16;65;6;10;16;4;2;7;39;17;6;5;16;3;1;2;2;2;1;3;2;236;39;25;14;25;15;9;3;1;13;1;27;0;4;6;6;3;0;1;12;10;1;1;1;2;4;3;4;0;1;1
102104;"gm. Jeżów";"brzeziński";"łódzkie";10;10;9;3;5;1;0;0;1;3;0;5;3;0;1;2;0;0;0;5;2;39;7;35;4;248;2;3;2;3;3;2;1;3;1;0;1;2;2;2;1;24;22;4;2;3;4;0;0;0;3;2;0;3;0;2;1;0;0;0;2;122;549;23;32;177;31;56;9;5;4;5;15;4;1;2;4;1;1;2;13;72;3;4;6;8;5;0;9;8;1;2;5;2;1;3;0;1;1;0;3;120;29;7;6;16;5;12;0;6;4;0;17;1;0;5;2;0;0;0;5;12;0;1;1;4;2;3;0;1;0;0
102105;"gm. Rogów";"brzeziński";"łódzkie";7;7;16;2;7;0;1;3;0;3;0;1;2;0;3;3;0;0;2;4;2;104;15;58;14;61;11;5;5;8;5;2;0;3;6;7;0;5;8;10;6;70;27;12;7;11;5;1;3;6;3;1;0;10;0;2;1;2;2;0;4;130;827;19;33;109;91;85;11;4;7;11;13;1;4;1;1;1;1;1;11;107;11;6;16;3;9;2;20;5;0;1;3;8;0;4;0;2;2;5;4;255;62;17;15;34;5;50;1;5;20;6;42;1;1;3;10;1;1;1;5;21;1;0;1;1;5;2;2;0;2;3
106101;"Łódź";"Łódź";"łódzkie";322;322;1277;277;600;192;181;178;109;221;90;86;229;74;99;236;96;108;153;240;205;22795;5081;3634;3432;1121;1469;688;1150;618;940;383;306;759;328;205;556;269;785;340;798;24205;8080;4586;1987;2085;1477;699;290;762;607;537;226;816;120;896;477;240;438;266;1618;28797;34163;9916;8091;1166;3698;1888;2296;776;1077;921;629;671;605;408;410;114;166;182;1851;12530;1105;874;1363;301;184;497;342;391;314;303;425;651;91;315;35;171;217;241;504;79076;19022;5708;6415;23380;2447;11529;745;592;8369;1795;480;348;491;2129;214;502;238;461;5051;2257;251;313;190;446;203;158;124;111;133;260
