"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"FENDRYCH Ewa Edyta - KW BEZPARTYJNI SAMORZĄDOWCY";"BAGIŃSKI Mikołaj Wojciech - KW BEZPARTYJNI SAMORZĄDOWCY";"BIENIECKI Maciej Bogumił - KW BEZPARTYJNI SAMORZĄDOWCY";"KULA Damian Łukasz - KW BEZPARTYJNI SAMORZĄDOWCY";"NABRDALIK Marzena Józefa - KW BEZPARTYJNI SAMORZĄDOWCY";"GRABOWSKA Aleksandra Katarzyna - KW BEZPARTYJNI SAMORZĄDOWCY";"SZWANKOWSKI Sylwester Waldemar - KW BEZPARTYJNI SAMORZĄDOWCY";"SKOWRON Maksym Mirosław - KW BEZPARTYJNI SAMORZĄDOWCY";"KŁÓSEK Aleksandra Sonia - KW BEZPARTYJNI SAMORZĄDOWCY";"FRYC Mirosława Zofia - KW BEZPARTYJNI SAMORZĄDOWCY";"WŁODARCZYK Magda Ala - KW BEZPARTYJNI SAMORZĄDOWCY";"TUREK Aneta Magdalena - KW BEZPARTYJNI SAMORZĄDOWCY";"BILNIK Katarzyna Agnieszka - KW BEZPARTYJNI SAMORZĄDOWCY";"BIAŁKOWSKI Marcin Tadeusz - KW BEZPARTYJNI SAMORZĄDOWCY";"SIEMASZKO Michał Szymon - KW BEZPARTYJNI SAMORZĄDOWCY";"ZIMA Damian Edward - KW BEZPARTYJNI SAMORZĄDOWCY";"WNUK Kamil Wiesław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MOTYKA Miłosz Maksymilian - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ŻELICHOWSKI Czesław Marek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"JANOSIK Justyna Katarzyna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PODSIADŁO Piotr Jan - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MROZOWSKI Marek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PILAREK-JAGODZIŃSKA Agnieszka Krystyna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BARCLAY Emil Adam - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"ZENTKOWSKA Marta - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KAŁUŻA Anna Grażyna - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RUDNICKI Grzegorz Piotr - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MASŁOWSKA Magdalena - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BROŻEK Martyna Aniela - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BORDA Krzysztof Adam - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RUSEK Agnieszka Krzysztofa - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PEZDA Marek Marcin - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MARCIŃSKI Krzysztof Piotr - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PANEK Jacek Bogusław - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"CZARZASTY Włodzimierz - KW NOWA LEWICA";"ADAMCZYK Rafał Jan - KW NOWA LEWICA";"BOROWIEC Bożena Ewa - KW NOWA LEWICA";"GRELEWICZ Wiktoria - KW NOWA LEWICA";"WŁOCH Monika Barbara - KW NOWA LEWICA";"KWIECIEŃ Sylwia Edyta - KW NOWA LEWICA";"NITWINKO Wojciech Marcin - KW NOWA LEWICA";"DZIUBKA Marta - KW NOWA LEWICA";"BARSKA Gabriela Monika - KW NOWA LEWICA";"DEBABOWA Wiktoria - KW NOWA LEWICA";"CHUDZIKIEWICZ Wacław Michał - KW NOWA LEWICA";"HABERA Marcin Władysław - KW NOWA LEWICA";"ŻOŁĘDZKA Anna Jolanta - KW NOWA LEWICA";"WALCZYK-MADEJ Dorota Agnieszka - KW NOWA LEWICA";"WRONA Mateusz Roman - KW NOWA LEWICA";"KIECKA Mateusz Grzegorz - KW NOWA LEWICA";"CZUBILIŃSKA Anna Ewa - KW NOWA LEWICA";"LITEWKA Łukasz Karol - KW NOWA LEWICA";"MALIK Ewa Danuta - KW PRAWO I SPRAWIEDLIWOŚĆ";"ANDZEL Waldemar Franciszek - KW PRAWO I SPRAWIEDLIWOŚĆ";"WARWAS Robert Piotr - KW PRAWO I SPRAWIEDLIWOŚĆ";"STARZYCKI Dariusz Karol - KW PRAWO I SPRAWIEDLIWOŚĆ";"NOWICKA Danuta Czesława - KW PRAWO I SPRAWIEDLIWOŚĆ";"BACZYŃSKA Jadwiga - KW PRAWO I SPRAWIEDLIWOŚĆ";"DORS Gabriel - KW PRAWO I SPRAWIEDLIWOŚĆ";"WELON Grażyna Danuta - KW PRAWO I SPRAWIEDLIWOŚĆ";"PIĄTEK Zbigniew Józef - KW PRAWO I SPRAWIEDLIWOŚĆ";"GACEK Renata Helena - KW PRAWO I SPRAWIEDLIWOŚĆ";"TRAWCZYŃSKA Ewa Irena - KW PRAWO I SPRAWIEDLIWOŚĆ";"OCIEPKA Piotr Radosław - KW PRAWO I SPRAWIEDLIWOŚĆ";"LASKOWSKA Barbara - KW PRAWO I SPRAWIEDLIWOŚĆ";"KOZIOŁ Barbara Danuta - KW PRAWO I SPRAWIEDLIWOŚĆ";"RESZKE Jerzy Paweł - KW PRAWO I SPRAWIEDLIWOŚĆ";"CHŁOPEK Elżbieta - KW PRAWO I SPRAWIEDLIWOŚĆ";"SOKOŁOWSKI Tadeusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"PANEK Zbigniew Bolesław - KW PRAWO I SPRAWIEDLIWOŚĆ";"JANOSKA Jerzy Jan - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOLCZYK Marcin Czesław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"JAKÓBIK Artur Karol - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"PAŁKA Krzysztof Adam - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"POGAN Maciej Tomasz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MAJKA Arkadiusz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOZA Małgorzata Krystyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZIÓŁKOWSKA Patrycja Natalia - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOKOSZKA Andrzej Mariusz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KACIK Sylwia Agnieszka - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"TREPKA Przemysław Grzegorz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"STOLORZ Olga Zofia - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SIKORA Waldemar - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"JAGIELSKA Ewelina - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"OLEJNIK Adrian Michał - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BAŃKA Paulina Monika - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MAZUR Paweł Michał - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SAŁUGA Wojciech Paweł - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"DOLNIAK Barbara - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"BOCHENEK Mateusz Andrzej - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"STACHOWICZ Katarzyna Karolina - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MAZUR Mirosław Jerzy - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"DUDZIŃSKI Krzysztof - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SZOTA Ewa Marzena - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"BANAŚ Zdzisław Czesław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"JELONEK Iwona Aneta - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WĘGRZYNOWICZ Marek Romuald - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WĄSOWICZ Teresa - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PIŁKA Grzegorz Adam - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ZAKRZEWSKA-ZAMORA Anna Krystyna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KULIK Grażyna Danuta - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"SMÓŁKA Bartosz Tomasz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"LIEGMANN Elżbieta Joanna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MAJ Edyta Małgorzata - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KLESZCZEWSKI Jarosław Marek - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"FLASZA Janusz Edward - KW POLSKA JEST JEDNA";"KAŃTOCH Piotr Zygmunt - KW POLSKA JEST JEDNA";"KRZYNÓWEK Anna Elżbieta - KW POLSKA JEST JEDNA";"GRĘŹLIKOWSKA Marzena Katarzyna - KW POLSKA JEST JEDNA";"KOZIOŁ Ksymena Joanna - KW POLSKA JEST JEDNA";"SZOPA Paweł Ludwik - KW POLSKA JEST JEDNA";"SZUMA Dobiesław Kazimierz - KW POLSKA JEST JEDNA";"MICHALIK Bernarda Henryka - KW POLSKA JEST JEDNA";"WÓJCIK Monika Anna - KW POLSKA JEST JEDNA";"JACHYM Ewa Teresa - KW POLSKA JEST JEDNA";"KNAPCZYK Paweł Borys - KW POLSKA JEST JEDNA";"BARAN Piotr Andrzej - KW POLSKA JEST JEDNA";"JANUSZEK Józef Edward - KW POLSKA JEST JEDNA";"PIETRAGA Jan - KW POLSKA JEST JEDNA"
240101;"m. Będzin";"będziński";"śląskie";29;29;166;30;35;30;19;38;10;15;17;10;25;24;19;13;16;31;1187;202;66;199;508;51;75;16;53;49;24;83;35;14;26;10;12;55;1514;2712;200;85;24;43;21;67;34;41;4;9;25;11;6;12;9;2881;2211;3532;925;95;124;350;44;62;64;43;39;45;54;67;22;50;47;95;768;150;83;42;30;29;75;65;52;20;19;18;30;18;24;27;70;1321;5461;483;606;47;1154;104;72;66;74;13;32;64;24;147;9;42;41;146;15;30;20;9;23;6;5;23;11;6;18;11;9
240102;"m. Czeladź";"będziński";"śląskie";23;23;83;24;15;10;13;34;18;18;14;6;13;13;11;4;11;17;745;132;33;109;116;269;75;14;47;34;11;47;42;6;20;8;6;26;1176;305;109;49;13;33;52;53;17;14;3;8;17;8;6;5;14;2298;1376;1926;358;82;82;156;30;51;63;30;31;34;31;31;14;20;38;99;429;80;70;23;26;28;44;42;32;16;7;12;16;13;8;26;54;899;3223;570;326;38;108;103;47;39;26;300;25;30;25;27;12;56;32;89;17;12;7;12;15;18;1;13;3;1;9;4;14
240103;"m. Wojkowice";"będziński";"śląskie";7;7;36;10;3;6;4;13;3;2;3;2;5;5;1;0;4;8;241;36;16;51;78;16;43;5;15;13;5;17;6;4;4;6;2;13;350;141;32;24;11;13;9;14;5;6;1;2;7;2;4;0;3;483;375;593;169;18;18;26;16;9;18;8;7;11;16;11;3;8;12;19;144;37;18;14;17;10;8;22;11;2;6;2;9;10;4;7;18;397;910;120;117;19;62;38;30;24;4;10;10;293;20;6;1;21;7;40;7;5;3;7;3;0;5;7;4;2;2;2;8
240104;"gm. Bobrowniki";"będziński";"śląskie";10;10;35;5;6;7;17;11;1;2;3;1;4;7;2;4;8;7;275;79;15;76;64;9;286;6;13;20;9;19;13;3;7;4;3;20;384;162;65;33;10;18;8;24;4;8;1;1;3;4;5;5;6;444;368;1371;105;27;29;59;13;7;16;15;4;13;19;21;11;6;11;30;235;36;32;19;14;11;12;20;13;4;2;5;8;10;6;9;20;432;1381;134;217;16;65;28;58;29;8;11;12;28;18;8;7;18;16;58;15;5;7;5;5;1;2;11;3;4;2;2;7
240105;"gm. Mierzęcice";"będziński";"śląskie";8;8;30;3;7;4;7;14;2;3;3;0;2;2;4;3;7;2;211;65;9;52;61;14;30;3;21;26;7;21;10;4;3;1;5;9;239;127;30;28;5;10;5;17;6;13;1;0;7;4;0;1;2;312;293;776;129;21;30;57;17;14;21;7;5;7;18;19;4;8;13;10;150;11;21;10;18;4;10;8;11;5;2;7;5;3;2;12;11;205;537;96;72;9;46;13;295;12;4;1;1;9;7;4;2;13;5;35;8;4;2;1;2;4;1;4;0;0;7;2;4
240106;"gm. Psary";"będziński";"śląskie";9;9;37;9;4;3;14;13;4;3;3;2;5;8;6;1;4;5;385;95;11;81;90;19;41;9;18;30;4;27;14;2;9;11;5;15;361;326;55;27;6;9;9;15;10;18;3;4;6;6;0;2;1;718;446;1012;225;20;28;62;10;23;21;13;16;6;11;19;9;7;15;16;207;31;21;14;12;10;13;16;9;5;4;5;3;7;9;7;10;428;1429;144;137;23;214;37;89;21;15;8;14;15;6;9;3;21;12;45;8;6;2;8;5;3;2;2;4;2;3;0;1
240107;"gm. Siewierz";"będziński";"śląskie";9;9;53;9;5;7;10;16;1;2;8;3;8;4;2;3;7;5;304;67;29;63;72;17;31;11;21;20;3;34;14;4;13;6;6;15;272;137;40;31;3;9;5;21;3;14;3;0;2;5;4;3;1;486;571;1407;177;43;69;106;38;12;22;13;12;6;27;29;10;6;8;24;216;22;34;14;99;15;6;18;10;25;7;3;6;6;5;31;19;180;521;78;124;25;33;24;1380;11;2;3;18;1;8;5;3;23;20;31;19;4;7;5;3;1;3;2;2;3;11;2;6
240108;"m. Sławków";"będziński";"śląskie";5;5;11;5;3;3;0;4;0;1;2;0;1;3;0;1;3;4;175;33;15;25;37;7;24;4;4;10;3;10;8;0;8;0;1;3;177;114;40;24;5;3;2;8;5;11;0;0;6;3;1;1;1;344;377;439;182;23;23;14;4;2;15;7;111;5;8;12;4;7;8;14;95;96;11;6;3;4;9;8;4;5;4;2;3;2;1;3;21;158;432;167;268;18;18;24;11;6;9;4;6;4;2;4;1;8;4;200;1;13;1;1;2;0;1;0;3;0;0;2;1
241601;"m. Poręba";"zawierciański";"śląskie";8;8;22;4;3;7;1;14;0;5;4;4;4;2;1;1;2;7;172;63;15;64;22;13;10;49;10;16;7;7;7;4;18;2;2;31;333;35;25;17;10;28;5;15;11;11;2;3;6;2;2;2;3;249;474;543;66;35;106;38;64;5;22;8;9;7;14;62;5;9;9;16;155;22;10;10;8;8;9;13;4;3;7;6;4;8;7;13;15;184;690;66;90;183;13;26;114;13;3;2;18;3;5;6;4;11;286;24;3;3;4;4;2;5;2;4;3;1;1;3;1
241602;"m. Zawiercie";"zawierciański";"śląskie";42;42;109;45;9;21;15;43;8;7;18;17;19;11;27;8;15;28;933;225;29;236;122;45;69;271;33;71;21;48;113;11;229;13;30;536;1664;209;122;86;27;349;17;76;37;22;8;5;10;85;13;10;18;1230;2875;1741;290;126;1593;235;512;79;86;66;22;46;89;808;26;42;65;165;971;88;57;89;26;74;26;25;15;13;118;22;11;18;71;28;113;959;1952;168;480;3072;42;94;71;48;15;13;76;19;21;11;13;43;1212;153;25;24;15;12;15;6;6;27;5;1;9;7;5
241603;"gm. Irządze";"zawierciański";"śląskie";5;5;8;1;1;0;1;3;1;1;0;1;0;1;0;0;3;0;26;19;1;29;12;0;3;1;1;5;2;4;2;0;5;0;0;1;35;4;7;3;1;8;0;3;1;0;0;0;1;10;0;1;0;18;189;276;140;9;77;30;191;15;3;2;1;9;8;8;1;1;1;2;81;9;5;2;1;1;2;10;2;1;4;3;2;2;1;0;6;21;23;5;8;3;3;3;4;3;0;0;0;3;0;0;0;0;149;7;0;1;1;2;1;0;1;2;0;1;0;0;0
241604;"gm. Kroczyce";"zawierciański";"śląskie";6;6;14;4;1;6;1;7;3;1;1;1;3;1;1;3;6;10;128;36;10;64;17;6;7;13;8;10;3;12;13;2;8;3;1;44;115;4;12;14;5;20;3;11;3;3;2;0;1;5;1;0;0;90;390;244;23;16;74;24;583;147;11;9;8;13;12;39;2;3;7;12;170;14;6;7;2;9;7;8;2;2;8;6;1;2;6;4;14;79;110;10;14;29;0;8;0;4;1;5;6;3;5;0;1;3;690;29;2;6;3;3;0;1;1;6;0;2;0;0;2
241605;"gm. Łazy";"zawierciański";"śląskie";12;12;47;8;4;13;4;25;4;2;5;1;5;1;5;4;1;9;300;94;22;83;72;17;25;28;19;20;5;20;48;5;20;8;6;37;482;49;41;24;8;25;3;14;133;14;2;2;2;15;2;2;6;654;872;860;377;55;508;101;67;18;27;16;12;18;38;106;6;5;22;44;385;32;24;19;13;8;18;22;14;6;13;4;3;9;14;17;20;353;739;68;238;147;19;18;20;18;11;5;782;4;3;5;0;16;216;57;10;8;5;7;7;3;1;8;5;1;4;4;7
241606;"gm. Ogrodzieniec";"zawierciański";"śląskie";8;8;24;10;4;5;2;5;2;2;4;3;2;5;8;1;2;4;143;56;9;66;22;4;8;10;3;8;4;10;478;2;4;1;1;48;255;37;26;10;3;27;2;10;5;8;0;1;4;8;1;1;1;207;711;553;79;28;265;56;90;12;30;6;5;14;60;48;5;7;10;24;425;18;7;3;1;2;4;4;2;3;4;9;2;5;7;2;11;235;410;34;74;188;5;30;9;12;2;4;24;4;1;2;3;13;257;31;4;12;3;5;2;3;1;4;1;0;2;1;5
241607;"gm. Pilica";"zawierciański";"śląskie";10;10;18;2;3;6;2;8;2;2;2;2;4;2;3;1;1;5;113;75;4;558;17;2;12;7;5;12;4;11;36;1;7;1;0;30;175;13;4;11;5;13;4;4;3;12;0;0;1;4;2;3;0;70;1065;498;40;23;113;78;78;16;20;13;4;5;501;32;2;9;3;25;278;7;8;6;2;5;9;5;7;3;8;3;2;3;4;4;7;169;179;24;40;63;5;22;15;6;3;0;5;2;2;0;0;7;142;49;4;9;6;1;1;6;1;2;0;0;1;0;2
241608;"gm. Szczekociny";"zawierciański";"śląskie";14;14;16;8;2;3;1;10;2;2;2;3;1;3;1;1;2;3;105;113;7;134;15;6;5;11;9;13;5;11;9;3;6;1;1;22;149;15;16;16;7;10;1;11;4;1;2;6;3;3;4;1;1;76;1115;545;72;31;83;102;153;19;13;11;10;3;21;22;1;2;9;17;135;12;10;12;3;7;7;15;6;7;5;4;7;7;2;5;12;88;98;23;15;18;10;12;5;8;5;1;3;0;1;1;1;1;447;28;7;9;4;2;3;1;2;1;2;0;5;1;0
241609;"gm. Włodowice";"zawierciański";"śląskie";8;8;8;2;1;3;3;9;1;2;0;0;3;4;3;2;2;2;143;23;6;24;20;3;4;16;3;8;6;2;14;1;18;1;4;72;136;9;21;3;5;32;0;7;5;2;0;1;0;6;1;1;2;94;526;229;23;20;91;25;180;27;7;12;4;13;6;77;2;9;8;16;149;10;6;10;2;7;5;4;4;3;17;3;0;1;3;3;5;85;160;20;31;105;3;11;12;6;3;3;10;0;2;1;0;3;264;36;2;5;1;3;1;3;0;4;0;0;1;2;0
241610;"gm. Żarnowiec";"zawierciański";"śląskie";10;10;14;3;1;3;2;6;1;1;3;0;1;1;3;0;0;3;49;35;4;267;11;2;5;4;1;2;0;4;15;1;3;1;0;4;66;6;11;4;1;7;0;4;1;1;0;1;1;1;1;1;1;57;452;462;57;25;66;37;106;9;17;26;3;4;87;82;1;6;14;13;116;13;7;7;7;5;8;15;6;0;3;0;3;4;1;3;9;49;57;16;12;25;1;4;8;1;1;1;0;2;0;0;0;4;9;43;2;6;3;0;1;0;0;5;0;0;1;0;0
246501;"Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";67;67;265;78;30;56;25;89;26;35;23;16;47;27;42;19;37;71;2630;539;115;453;661;105;195;61;409;173;55;154;99;25;66;58;21;118;3848;757;3372;237;40;83;57;211;68;425;8;8;37;28;16;12;32;8506;4158;2079;9636;199;272;520;87;84;265;72;70;73;112;111;388;90;93;156;1678;283;215;105;62;85;126;126;222;48;45;43;55;37;44;62;172;3233;8301;1199;4340;195;260;231;161;173;700;37;111;81;84;65;35;156;88;342;107;60;29;30;24;45;27;44;20;23;17;25;85
246801;"Jaworzno";"Jaworzno";"śląskie";48;48;281;85;26;56;13;72;30;32;37;20;40;30;31;15;31;55;1685;759;811;335;275;60;122;35;90;326;36;114;60;21;39;23;101;71;2395;220;240;143;317;59;20;111;30;29;130;25;19;15;62;10;35;4217;4315;626;430;8116;189;281;76;50;141;396;55;82;120;61;23;254;89;161;1291;231;919;71;44;74;76;107;57;37;15;40;46;135;22;59;102;13587;1410;396;180;43;52;80;42;208;37;28;30;15;26;18;9;79;55;239;18;45;375;15;23;7;9;33;13;6;18;13;20
247501;"Sosnowiec";"Sosnowiec";"śląskie";107;107;380;117;48;110;53;136;33;46;60;28;68;41;63;25;48;82;6360;731;164;553;484;111;251;59;168;252;119;280;106;111;79;60;32;93;8206;518;469;638;73;120;1204;225;70;124;15;21;131;30;25;70;52;17145;16339;2987;3900;581;608;1955;182;492;347;218;151;638;218;194;127;151;433;323;2648;398;432;142;137;111;145;247;129;73;48;61;52;93;53;89;540;5719;9447;11296;2671;176;288;2460;131;233;106;80;61;83;91;48;136;356;94;550;60;77;56;56;96;122;11;71;61;31;38;18;48
